Meter S/N:, ERR-100
Sensor, THERMO,SINGLE, JMAXX
Date, 11/26/2013 2:09:57 PM
Timestamp, Measurement, PulsePeriod(uSec) 
0.078643, 1.99266, 97420
0.078694, 1.84915, 97480
0.078746, 1.62676, 97550
0.078797, 1.35324, 97600
0.078848, 1.05149, 97670
0.078899, 0.748636, 97730
0.078950, 0.480119, 97790
0.079002, 0.26912, 97850
0.079053, 0.13734, 97920
0.079104, 0.102578, 97980
0.079155, 0.170878, 98040
0.079206, 0.330899, 98100
0.079258, 0.568875, 98170
0.079309, 0.856591, 98230
0.079360, 1.16143, 98290
0.079411, 1.45787, 98350
0.079462, 1.7159, 98420
0.079514, 1.90938, 98480
0.079565, 2.01857, 98540
0.079616, 2.03317, 98600
0.079667, 1.94352, 98670
0.079718, 1.76462, 98730
0.079770, 1.50939, 98790
0.079821, 1.21015, 98850
0.079872, 0.900847, 98920
0.079923, 0.610231, 98980
0.079974, 0.366997, 99040
0.080026, 0.194617, 99090
0.080077, 0.112781, 99170
0.080128, 0.12484, 99220
0.080179, 0.234609, 99290
0.080230, 0.431393, 99350
0.080282, 0.69571, 99410
0.080333, 0.997849, 99470
0.080384, 1.30793, 99530
0.080435, 1.59109, 99590
0.080486, 1.81891, 99670
0.080538, 1.96961, 99720
0.080589, 2.03218, 99790
0.080640, 1.99632, 99850
0.080691, 1.86647, 99920
0.080742, 1.65414, 99980
0.080794, 1.38047, 100050
0.080845, 1.07144, 100100
0.080896, 0.760812, 100170
0.080947, 0.486017, 100230
0.080998, 0.272528, 100290
0.081050, 0.141271, 100350
0.081101, 0.105025, 100420
0.081152, 0.167757, 100480
0.081203, 0.320605, 100540
0.081254, 0.547555, 100600
0.081306, 0.833011, 100670
0.081357, 1.1437, 100730
0.081408, 1.44483, 100790
0.081459, 1.70902, 100850
0.081510, 1.90618, 100920
0.081562, 2.01448, 100980
0.081613, 2.02695, 101050
0.081664, 1.9423, 101100
0.081715, 1.77068, 101180
0.081766, 1.52684, 101240
0.081818, 1.23674, 101300
0.081869, 0.927667, 101360
0.081920, 0.633343, 101430
0.081971, 0.378184, 101490
0.082022, 0.199921, 101550
0.082074, 0.111941, 101610
0.082125, 0.121613, 101680
0.082176, 0.227294, 101740
0.082227, 0.422337, 101800
0.082278, 0.680483, 101860
0.082330, 0.974319, 101920
0.082381, 1.28138, 101980
0.082432, 1.57151, 102050
0.082483, 1.80779, 102110
0.082534, 1.96808, 102180
0.082586, 2.0366, 102240
0.082637, 2.0034, 102300
0.082688, 1.87217, 102360
0.082739, 1.66107, 102430
0.082790, 1.39212, 102490
0.082842, 1.0893, 102560
0.082893, 0.785187, 102610
0.082944, 0.510145, 102680
0.082995, 0.289731, 102740
0.083046, 0.146458, 102800
0.083098, 0.0996671, 102860
0.083149, 0.155925, 102930
0.083200, 0.307407, 102990
0.083251, 0.534796, 103050
0.083302, 0.818718, 103110
0.083354, 1.12598, 103180
0.083405, 1.42402, 103240
0.083456, 1.68768, 103300
0.083507, 1.89224, 103360
0.083558, 2.01234, 103430
0.083610, 2.03788, 103490
0.083661, 1.96083, 103560
0.083712, 1.79129, 103610
0.083763, 1.54542, 103690
0.083814, 1.25369, 103750
0.083866, 0.947001, 103800
0.083917, 0.652991, 103860
0.083968, 0.400674, 103930
0.084019, 0.218042, 103990
0.084070, 0.121863, 104060
0.084122, 0.12066, 104110
0.084173, 0.216708, 104180
0.084224, 0.403621, 104230
0.084275, 0.660201, 104290
0.084326, 0.959434, 104350
0.084378, 1.27021, 104420
0.084429, 1.55875, 104480
0.084480, 1.79371, 104550
0.084531, 1.95654, 104610
0.084582, 2.03219, 104680
0.084634, 2.00893, 104740
0.084685, 1.89038, 104800
0.084736, 1.68568, 104860
0.084787, 1.41731, 104930
