Meter S/N:, ERR-100
Sensor, THERMO,SINGLE, JMAXX
Date, 11/26/2013 4:34:38 PM
Timestamp, Measurement, PulsePeriod(uSec) 
0.194560, -2.544169, 4271990
0.194611, -2.635661, 4277580
0.194662, -1.829704, 4277620
0.194714, -1.951127, 4277660
0.194765, -2.073021, 4277700
0.194816, -2.867856, 4277740
0.194867, -2.852194, 4285870
0.194918, -2.820923, 4285910
0.194970, -2.777117, 4285940
0.195021, -1.910835, 4293070
0.195072, -2.032624, 4293110
0.195123, -2.861717, 4293150
0.195174, -2.867043, 4293190
0.195226, -2.856296, 4293230
0.195277, -2.833352, 4295800
0.195328, -2.796815, 4295840
0.195379, -2.740694, 4295880
0.195430, -1.06333, 4295920
0.195482, -1.125289, 4295960
0.195533, -1.203471, 4296000
0.195584, -1.298724, 4304600
0.195635, -1.393888, 4304630
0.195686, -1.499534, 4304670
0.195738, -2.832035, 4304710
0.195789, -2.856333, 4304750
0.195840, -2.716836, 4313050
0.195891, -2.774253, 4313090
0.195942, -2.818247, 4313120
0.195994, -2.848052, 4313170
0.196045, -0.9704169, 4313210
0.196096, -0.9659213, 4313240
0.196147, -0.9728787, 4320090
0.196198, -0.9938823, 4320120
0.196250, -1.031993, 4320170
0.196301, -1.085536, 4320210
0.196352, -1.815956, 4320240
0.196403, -2.817605, 4328370
0.196454, -2.770602, 4328410
0.196506, -2.709218, 4328450
0.196557, -2.636777, 4328490
0.196608, -2.554235, 4335340
0.196659, -2.460278, 4335370
0.196710, -2.353304, 4335410
0.196762, -1.160922, 4335450
0.196813, -1.240744, 4335490
0.196864, -1.329854, 4340950
0.196915, -1.43056, 4340990
0.196966, -2.542249, 4347940
0.197018, -2.633129, 4347980
0.197069, -0.9627626, 4350920
0.197120, -0.9735675, 4350960
0.197171, -1.001189, 4351000
0.197222, -1.042526, 4353660
0.197274, -2.808119, 4353690
0.197325, -2.754493, 4353730
0.197376, -1.722894, 4357840
0.197427, -1.843942, 4357870
0.197478, -1.970687, 4357910
0.197530, -2.094344, 4357960
0.197581, -0.9742265, 4357990
0.197632, -0.96475, 4362120
0.197683, -0.9671712, 4362160
0.197734, -0.986398, 4362200
0.197786, -1.021044, 4362230
0.197837, -1.071543, 4369220
0.197888, -2.231894, 4374610
0.197939, -2.110921, 4374660
0.197990, -1.991166, 4374700
0.198042, -1.866893, 4374730
0.198093, -1.744394, 4375980
0.198144, -1.103969, 4381540
0.198195, -1.046076, 4381570
0.198246, -1.001331, 4381610
0.198298, -0.9716812, 4381650
0.198349, -2.63048, 4381690
0.198400, -2.541387, 4381730
0.198451, -2.445928, 4382990
0.198502, -2.344521, 4391500
0.198554, -1.807392, 4392980
0.198605, -1.934785, 4394440
0.198656, -2.060237, 4394470
0.198707, -1.221666, 4394510
0.198758, -1.310578, 4395930
0.198810, -1.409309, 4395980
0.198861, -1.5153, 4398920
