Meter S/N:, [None]
Sensor, None, None
Date, 2/20/2014 3:05:42 PM
Timestamp, Measurement, Sequence, Flags, Flags (interpreted)
0.000050, 600, 855638082, 13205, 13205, "0100006a 9523 42000033"
0.000100, 600, 1728053314, 13095, 13095, "0100004d 2723 42000067"
0.000150, -600, 2583691330, 12977, 12977, "010000c6 b122 4200009a"
0.000200, 0.125000014901161, 3439329346, 8760, 8760, "0100003e 3822 420000cd"
0.000250, 600, 66, 12732, PJT_Bits| OverrangeOrNegativePower| OverTemp| MissingSamples| Impossible| StopSent, "01000050 bc21 42000000"
0.000300, 1.54074432285177E-33, 855638082, 8510, BaselineClip| PJT_Bits| OverrangeOrNegativePower| MissingSamples| StopSent, "02000009 3e21 42000033"
0.000350, -600, 1728053314, 12476, PJT_Bits| OverrangeOrNegativePower| OverTemp| Impossible| StopSent, "020000dc bc20 42000067"
0.000400, -600, 2583691330, 12344, FinalEnergyRecord| OverrangeOrNegativePower| Impossible| StopSent, "020000e3 3820 4200009a"
0.000450, 2.4074130044559E-35, 3439329346, 8114, 8114, "02000006 b21f 420000cd"
0.000500, -600, 66, 7973, 7973, "020000d4 251f 42000000"
0.000550, -9.40395816969461E-38, 855638082, 7832, 7832, "03000082 981e 42000033"
0.000600, -600, 1728053314, 7685, 7685, "030000f6 051e 42000067"
0.000650, 600, 2583691330, 7538, 7538, "0300005c 721d 4200009a"
0.000700, 600, 3439329346, 7383, 7383, "03000055 d71c 420000cd"
0.000750, -600, 66, 7228, 7228, "030000e3 3c1c 42000000"
0.000800, -600, 855638082, 7070, 7070, "040000c5 9e1b 42000033"
0.000850, -1.61558790426461E-27, 1728053314, 6909, 6909, "04000093 fd1a 42000067"
0.000900, -512.000244140625, 2583691330, 6745, 6745, "040000c4 591a 4200009a"
0.000950, 600, 3439329346, 6577, 6577, "04000062 b119 420000cd"
0.001000, 1.65436201396696E-24, 66, 6404, 6404, "04000018 0419 42000000"
0.001050, 600, 855638082, 6238, 6238, "05000051 5e18 42000033"
0.001100, -600, 1728053314, 6060, 6060, "050000dc ac17 42000067"
0.001150, -600, 2583691330, 5881, 5881, "050000fa f916 4200009a"
0.001200, 0.000122070385259576, 3439329346, 5697, 5697, "05000039 4116 420000cd"
0.001250, 600, 66, 5513, 5513, "05000045 8915 42000000"
0.001300, -0.0312500223517418, 855638082, 5324, 5324, "060000bd cc14 42000033"
0.001350, -4.44089527487418E-16, 1728053314, 5139, 5139, "060000a6 1314 42000067"
0.001400, 1.86264648149859E-09, 2583691330, 4951, 4951, "06000031 5713 4200009a"
0.001450, 128.000091552734, 3439329346, 4758, 4758, "06000043 9612 420000cd"
0.001500, 600, 66, 4560, Overrange| SpedUp| OverTemp| MissingSamples| Impossible, "06000070 d011 42000000"
0.001550, 600, 855638082, 4363, TriggerDetected| BaselineClip| FinalEnergyRecord| MissingSamples| Impossible, "0700006c 0b11 42000033"
0.001600, 1.13686932589306E-13, 1728053314, 4161, TriggerDetected| SpedUp| Impossible, "0700002a 4110 42000067"
0.001650, 600, 2583691330, 8060, 8060, "0700006c 7c0f 4200009a"
0.001700, 600, 3439329346, 7855, 7855, "07000052 af0e 420000cd"
0.001750, -600, 66, 7658, 7658, "070000f0 ea0d 42000000"
0.001800, 4.03897168659147E-28, 855638082, 3352, 3352, "08000012 180d 42000033"
