Meter S/N:, ERR-100
Sensor, THERMO,SINGLE, Serial
Date, 11/13/2013 4:12:08 PM
Timestamp, Measurement, PulsePeriod(uSec) 
00.000102, 24.22203, 90
00.000205, 24.22002, 190
00.000307, 24.22394, 300
00.000410, 24.22071, 400
00.000512, 24.22543, 500
00.000614, 24.22548, 600
00.000717, 24.2298, 700
00.000819, 24.22592, 810
00.000922, 24.22145, 910
00.001024, 24.21972, 1010
00.001126, 24.22384, 1110
00.001229, 24.22142, 1220
00.001331, 24.22444, 1320
00.001434, 24.21859, 1420
00.001536, 24.21679, 1530
00.001638, 24.21693, 1620
00.001741, 19.08855, 1730
00.001843, -0.1680637, 1830
00.001946, -0.1705628, 1930
00.002048, -0.1707941, 2050
00.002150, -0.1712245, 2150
00.002253, -0.1730362, 2240
00.002355, -0.1686419, 2340
00.002458, -0.1681857, 2450
00.002560, -0.1690466, 2560
00.002662, -0.1668366, 2650
00.002765, -0.165828, 2760
00.002867, -0.1679223, 2860
00.002970, -0.1695541, 2960
00.003072, -0.1684234, 3060
00.003174, -0.1674277, 3160
00.003277, -0.1635666, 3270
00.003379, -0.1592493, 3360
00.003482, -0.1642026, 3470
00.003584, -0.1616842, 3570
00.003686, -0.1613437, 3670
00.003789, -0.1642797, 3780
00.003891, -0.163104, 3880
00.003994, -0.1583306, 3980
00.004096, -0.1609197, 4080
00.004198, -0.1570843, 4180
00.004301, -0.1545659, 4290
00.004403, -0.1538142, 4390
00.004506, -0.159699, 4490
00.004608, -0.1632775, 4590
00.004710, -0.1627956, 4690
00.004813, -0.1646908, 4800
00.004915, -0.1622238, 4900
00.005018, -0.1580158, 5000
00.005120, -0.1562812, 5110
00.005222, -0.1552726, 5210
00.005325, -0.1529855, 5310
00.005427, -0.1539299, 5410
00.005530, -0.1558958, 5510
00.005632, -0.155022, 5620
00.005734, -0.1587097, 5720
00.005837, -0.1602194, 5820
00.005939, -0.1538656, 5920
00.006042, -0.1535251, 6040
00.006144, -0.1536215, 6130
00.006246, -0.1564161, 6230
00.006349, -0.1554011, 6350
00.006451, -0.1610096, 6440
00.006554, -0.1542061, 6560
00.006656, -0.1598789, 6650
00.006758, -0.1574312, 6750
00.006861, -0.1570136, 6850
00.006963, -0.1571871, 6950
00.007066, -0.1560628, 7060
00.007168, -0.1560821, 7160
00.007270, -0.156339, 7260
00.007373, -0.1572256, 7360
