Meter S/N:, "REV-DA_7"
Sensor, PYRO,NOSPEC, 443
Date, 10/21/2014 2:15:06 PM
Units, J
Timestamp, Measurement, Sequence, Flags, Flags (interpreted), Period
0, 6.29719943390228E-06, 0, 0, 0, 500
5.12E-05, 6.29527676210273E-06, 1, 0, 0, 500
0.0001024, 6.29463556833798E-06, 2, 0, 0, 500
0.0001536, 6.28277939540567E-06, 3, 0, 0, 500
0.0002048, 6.27893450655392E-06, 4, 0, 0, 500
0.000256, 6.28566340310499E-06, 5, 0, 0, 500
0.0003072, 6.2811773204885E-06, 6, 0, 0, 500
0.0003584, 6.27044300927082E-06, 7, 0, 0, 500
0.0004096, 6.25970824330579E-06, 8, 0, 0, 500
0.0004608, 6.26852033747127E-06, 9, 0, 0, 500
0.000512, 6.26563632977195E-06, 10, 0, 0, 500
0.0005632, 6.26291239314014E-06, 11, 0, 0, 500
0.0006144, 6.25474149273941E-06, 12, 0, 0, 500
0.0006656, 6.24929407422314E-06, 13, 0, 0, 500
0.0007168, 6.25041548119043E-06, 14, 0, 0, 500
0.000768, 6.24560925643891E-06, 15, 0, 0, 500
0.0008192, 6.24624999545631E-06, 16, 0, 0, 500
0.0008704, 6.24657059233868E-06, 17, 0, 0, 500
0.0009216, 6.23647656539106E-06, 18, 0, 0, 500
0.0009728, 6.23247115072445E-06, 19, 0, 0, 500
0.001024, 6.23102914687479E-06, 20, 0, 0, 500
0.0010752, 6.22766492597293E-06, 21, 0, 0, 500
0.0011264, 6.23247115072445E-06, 22, 0, 0, 500
0.0011776, 6.22670359007316E-06, 23, 0, 0, 500
0.0012288, 6.21981416770723E-06, 24, 0, 0, 500
0.00128, 6.21052140559186E-06, 25, 0, 0, 500
0.0013312, 6.21468689132598E-06, 26, 0, 0, 500
0.0013824, 6.21612889517564E-06, 27, 0, 0, 500
0.0014336, 6.36945742371609E-06, 28, 0, 0, 500
0.0014848, 6.36849608781631E-06, 29, 0, 0, 500
0.001536, 6.36112599750049E-06, 30, 0, 0, 500
0.0015872, 6.37730818198179E-06, 31, 0, 0, 500
0.0016384, 6.36689401289914E-06, 32, 0, 0, 500
0.0016896, 6.35439710094943E-06, 33, 0, 0, 500
0.0017408, 6.35023116046796E-06, 34, 0, 0, 500
0.001792, 6.35247442914988E-06, 35, 0, 0, 500
0.0018432, 6.35519791103434E-06, 36, 0, 0, 500
0.0018944, 6.34382240605191E-06, 37, 0, 0, 500
0.0019456, 6.34414300293429E-06, 38, 0, 0, 500
0.0019968, 6.34494426776655E-06, 39, 0, 0, 500
0.002048, 6.34654634268372E-06, 40, 0, 0, 500
0.0020992, 6.32988349025254E-06, 41, 0, 0, 500
0.0021504, 6.33148601991707E-06, 42, 0, 0, 500
0.0022016, 6.31642524240306E-06, 43, 0, 0, 500
0.0022528, 6.32748015050311E-06, 44, 0, 0, 500
0.002304, 6.32812134426786E-06, 45, 0, 0, 500
0.0023552, 6.31722650723532E-06, 46, 0, 0, 500
0.0024064, 6.30745307717007E-06, 47, 0, 0, 500
0.0024576, 6.31530383543577E-06, 48, 0, 0, 500
0.0025088, 6.32171258985181E-06, 49, 0, 0, 500
0.00256, 6.30248632660368E-06, 50, 0, 0, 500
0.0026112, 6.29639816907002E-06, 51, 0, 0, 500
0.0026624, 6.28742600383703E-06, 52, 0, 0, 500
0.0027136, 6.29367423243821E-06, 53, 0, 0, 500
0.0027648, 6.28085717835347E-06, 54, 0, 0, 500
0.002816, 6.29191208645352E-06, 55, 0, 0, 500
0.0028672, 6.28486259302008E-06, 56, 0, 0, 500
0.0029184, 6.28950874670409E-06, 57, 0, 0, 500
0.0029696, 6.28390125712031E-06, 58, 0, 0, 500
0.0030208, 6.26707833362161E-06, 59, 0, 0, 500
0.003072, 6.26980181550607E-06, 60, 0, 0, 500
0.0031232, 6.2688404796063E-06, 61, 0, 0, 500
0.0031744, 6.27653116680449E-06, 62, 0, 0, 500
0.0032256, 6.26739893050399E-06, 63, 0, 0, 500
0.0032768, 6.26195151198772E-06, 64, 0, 0, 500
0.003328, 6.2558628997067E-06, 65, 0, 0, 500
0.0033792, 6.25426082478953E-06, 66, 0, 0, 500
0.0034304, 6.24977474217303E-06, 67, 0, 0, 500
0.0034816, 6.25233815298998E-06, 68, 0, 0, 500
0.0035328, 6.25201801085495E-06, 69, 0, 0, 500
0.003584, 6.24592939857394E-06, 70, 0, 0, 500
0.0036352, 6.23952064415789E-06, 71, 0, 0, 500
0.0036864, 6.23231107965694E-06, 72, 0, 0, 500
0.0037376, 6.22686366114067E-06, 73, 0, 0, 500
0.0037888, 6.22894640400773E-06, 74, 0, 0, 500
0.00384, 6.23199048277456E-06, 75, 0, 0, 500
0.0038912, 6.38403707853286E-06, 76, 0, 0, 500
0.0039424, 6.2175708990253E-06, 77, 0, 0, 500
0.0039936, 6.22301831754157E-06, 78, 0, 0, 500
0.0040448, 6.22606239630841E-06, 79, 0, 0, 500
0.004096, 6.38003166386625E-06, 80, 0, 0, 500
0.0041472, 6.37426410321496E-06, 81, 0, 0, 500
0.0041984, 6.37170069239801E-06, 82, 0, 0, 500
0.0042496, 6.36304866930004E-06, 83, 0, 0, 500
0.0043008, 6.36561208011699E-06, 84, 0, 0, 500
0.004352, 6.36064532955061E-06, 85, 0, 0, 500
0.0044032, 6.35840251561604E-06, 86, 0, 0, 500
0.0044544, 6.36497134109959E-06, 87, 0, 0, 500
0.0045056, 6.35888318356592E-06, 88, 0, 0, 500
0.0045568, 6.34590560366632E-06, 89, 0, 0, 500
0.004608, 6.33837498753564E-06, 90, 0, 0, 500
0.0046592, 6.34862908555078E-06, 91, 0, 0, 500
0.0047104, 6.34558500678395E-06, 92, 0, 0, 500
0.0047616, 6.33917625236791E-06, 93, 0, 0, 500
0.0048128, 6.32892215435277E-06, 94, 0, 0, 500
0.004864, 6.33420950180152E-06, 95, 0, 0, 500
0.0049152, 6.32812134426786E-06, 96, 0, 0, 500
0.0049664, 6.32716000836808E-06, 97, 0, 0, 500
0.0050176, 6.31209968560142E-06, 98, 0, 0, 500
0.0050688, 6.31594457445317E-06, 99, 0, 0, 500
0.00512, 6.32203318673419E-06, 100, 0, 0, 500
0.0051712, 6.31562443231815E-06, 101, 0, 0, 500
0.0052224, 6.30521026323549E-06, 102, 0, 0, 500
0.0052736, 6.30761314823758E-06, 103, 0, 0, 500
0.0053248, 6.29928217676934E-06, 104, 0, 0, 500
0.005376, 6.29896157988696E-06, 105, 0, 0, 500
0.0054272, 6.28261932433816E-06, 106, 0, 0, 500
0.0054784, 6.28534326096997E-06, 107, 0, 0, 500
0.0055296, 6.28886800768669E-06, 108, 0, 0, 500
0.0055808, 6.29383475825307E-06, 109, 0, 0, 500
0.005632, 6.28181851425325E-06, 110, 0, 0, 500
0.0056832, 6.27925464868895E-06, 111, 0, 0, 500
0.0057344, 6.27316649115528E-06, 112, 0, 0, 500
0.0057856, 6.27749250270426E-06, 113, 0, 0, 500
0.0058368, 6.27877398073906E-06, 114, 0, 0, 500
0.005888, 6.2624321799376E-06, 115, 0, 0, 500
0.0059392, 6.25938764642342E-06, 116, 0, 0, 500
0.0059904, 6.25874690740602E-06, 117, 0, 0, 500
0.0060416, 6.26163091510534E-06, 118, 0, 0, 500
0.0060928, 6.24945414529066E-06, 119, 0, 0, 500
0.006144, 6.2513768170902E-06, 120, 0, 0, 500
0.0061952, 6.24384665570688E-06, 121, 0, 0, 500
0.0062464, 6.24304539087461E-06, 122, 0, 0, 500
0.0062976, 6.23247115072445E-06, 123, 0, 0, 500
0.0063488, 6.24689073447371E-06, 124, 0, 0, 500
0.0064, 6.24080257694004E-06, 125, 0, 0, 500
0.0064512, 6.23855930825812E-06, 126, 0, 0, 500
0.0065024, 6.23183041170705E-06, 127, 0, 0, 500
0.0065536, 6.21901290287497E-06, 128, 0, 0, 500
