Meter S/N:, ERR-100
Sensor, THERMO,SINGLE, ENG-01
Date, 12/2/2013 2:06:38 PM
Timestamp, Measurement, PulsePeriod(uSec) 
0.000051, -0.001587172, 190
0.000102, -0.0005222315, 240
0.000154, -0.00041322, 300
0.000205, 1.608071E-05, 340
0.000256, 6.281714E-05, 400
0.000307, -0.0007412182, 450
0.000358, 0.0002039901, 500
0.000410, -0.0002873448, 550
0.000461, 2.306708E-05, 600
0.000512, -0.0003884063, 650
0.000563, -0.0002533765, 700
0.000614, -0.000181465, 760
0.000666, -0.0009144322, 800
0.000717, -0.0006890612, 860
0.000768, -0.0002178424, 920
0.000819, -0.0006135362, 960
0.000870, 0.0003643153, 1010
0.000922, -0.0002954152, 1060
0.000973, -4.607394E-05, 1110
0.001024, -0.0004893474, 1180
0.001075, -0.00042912, 1220
0.001126, 0.0003013175, 1270
0.001178, -0.0005410224, 1320
0.001229, -0.0002007378, 1370
0.001280, -0.0003248062, 1430
0.001331, -0.0001173831, 1470
0.001382, 0.0001085899, 1520
0.001434, -0.0005593316, 1570
0.001485, -0.0001643605, 1620
0.001536, -0.0002367538, 1690
0.001587, -0.0008085524, 1730
0.001638, -0.0002860198, 1780
0.001690, -0.0003839495, 1830
0.001741, -0.0006476248, 1880
0.001792, -0.0005749907, 1940
0.001843, 7.486261E-05, 1980
0.001894, -0.000173515, 2040
0.001946, 9.214787E-06, 2090
0.001997, -0.0001849582, 2140
0.002048, -0.0004934428, 2190
0.002099, -2.776482E-05, 2240
0.002150, 4.595348E-05, 2290
0.002202, -0.000107024, 2340
0.002253, 0.0002661448, 2390
0.002304, -0.0001079877, 2440
0.002355, -0.0001130468, 2500
0.002406, 0.0001313559, 2550
0.002458, -9.076265E-05, 2600
0.002509, 4.679666E-05, 2650
0.002560, 9.61831E-05, 2700
0.002611, -0.0005306634, 2750
0.002662, -0.0003475721, 2800
0.002714, -0.0002409697, 2850
0.002765, -0.0003976813, 2900
0.002816, 0.0004435745, 2960
0.002867, -0.0003010766, 3010
0.002918, 7.883763E-05, 3060
0.002970, 0.0001907401, 3110
0.003021, -1.788753E-05, 3170
0.003072, -0.0003368517, 3220
0.003123, 0.0005097042, 3260
0.003174, 0.0003187835, 3320
0.003226, -0.0006901454, 3360
0.003277, 0.0001164195, 3430
0.003328, -0.0002325379, 3470
0.003379, -0.0004170745, 3520
0.003430, -8.371604E-06, 3570
0.003482, -0.0007131523, 3620
0.003533, -0.0004723632, 3680
0.003584, 5.486713E-05, 3730
0.003635, -0.0008825116, 3780
0.003686, -0.001446722, 3830
0.003738, -0.0001755628, 3880
0.003789, 4.017165E-05, 3940
0.003840, -0.00049272, 3980
0.003891, -0.0004653768, 4030
0.003942, 9.256946E-05, 4080
0.003994, 0.0002436197, 4130
0.004045, -0.0002168787, 4190
0.004096, -0.0004287586, 4240
0.004147, -0.0003221562, 4290
0.004198, -0.0001437627, 4340
0.004250, -0.000365279, 4390
0.004301, 6.522624E-05, 4440
0.004352, -0.0003755176, 4490
0.004403, -0.0003272153, 4540
0.004454, -0.0002919221, 4590
0.004506, 0.0002020628, 4650
0.004557, -0.0004005722, 4700
0.004608, -0.0004583905, 4750
0.004659, -0.0004740496, 4800
0.004710, -0.0004751337, 4850
0.004762, -0.0002467515, 4900
0.004813, -0.0005892043, 4950
0.004864, -0.0002365129, 5000
0.004915, -4.607394E-05, 5060
0.004966, -0.0005664384, 5110
0.005018, 0.0003467289, 5170
0.005069, 0.0001288263, 5210
0.005120, -0.0005764361, 5260
0.005171, -0.0003486562, 5310
0.005222, -0.0008313184, 5360
0.005274, -0.0002837311, 5430
0.005325, -0.0004153881, 5460
0.005376, -0.0001354514, 5520
0.005427, -1.867048E-06, 5570
0.005478, 7.438081E-05, 5620
0.005530, -3.800347E-05, 5680
0.005581, -0.0002019424, 5720
0.005632, 0.0003474517, 5770
0.005683, -0.0002607243, 5820
0.005734, -2.776482E-05, 5870
0.005786, 0.0003143266, 5940
0.005837, -0.0003010766, 5980
0.005888, 0.0006269067, 6030
0.005939, -0.0004177972, 6080
0.005990, -7.630808E-05, 6130
0.006042, -6.305805E-05, 6190
0.006093, -0.000737725, 6230
0.006144, 0.0002057969, 6290
0.006195, -0.0001008808, 6340
0.006246, 0.0002413311, 6390
0.006298, -0.0001265377, 6440
0.006349, -0.0006671385, 6490
0.006400, -0.0008248138, 6540
0.006451, -4.13762E-05, 6590
0.006502, 3.294437E-05, 6640
0.006554, -0.0002224197, 6690
0.006605, -0.000116299, 6740
0.006656, -0.0008605888, 6800
0.006707, -0.0006026953, 6850
0.006758, -0.0001783332, 6900
0.006810, 4.920576E-05, 6950
0.006861, -0.0005433111, 7000
0.006912, -0.0004627269, 7050
0.006963, -0.0002662652, 7100
0.007014, 0.0003458858, 7170
0.007066, 7.606716E-05, 7210
0.007117, 0.0003947904, 7260
0.007168, 0.00041852, 7310
0.007219, -0.0004693519, 7360
0.007270, -0.0001554468, 7420
0.007322, 0.0007762705, 7460
0.007373, 0.0003175789, 7510
0.007424, -0.0005260861, 7570
0.007475, 0.0001116013, 7620
0.007526, 0.0001567718, 7680
0.007578, -0.0005730634, 7720
0.007629, 2.403072E-05, 7770
0.007680, -0.0001789355, 7820
0.007731, 0.0001044945, 7870
0.007782, 0.0003462471, 7930
0.007834, -0.0006473839, 7970
0.007885, -0.000278672, 8030
0.007936, -0.0003545585, 8080
0.007987, -6.149214E-05, 8130
0.008038, 0.0003419108, 8190
0.008090, 1.656253E-05, 8230
0.008141, -0.0003331176, 8280
0.008192, -0.0002492811, 8330
0.008243, 3.053527E-05, 8380
0.008294, 2.752391E-05, 8440
0.008346, -0.0003299857, 8490
0.008397, 2.415117E-05, 8540
0.008448, -3.643756E-05, 8590
0.008499, 0.000454295, 8640
0.008550, -0.0004041858, 8690
0.008602, -0.0002014605, 8740
0.008653, -0.0008145751, 8800
0.008704, 7.185125E-05, 8840
0.008755, -0.00015364, 8900
0.008806, -0.0002883084, 8950
0.008858, -0.0002984266, 9000
0.008909, -4.800121E-05, 9050
0.008960, -0.0005245202, 9100
0.009011, -0.0003161335, 9150
0.009062, 5.703531E-05, 9210
0.009114, -0.0001019649, 9250
0.009165, -0.0001102763, 9300
0.009216, -0.0009693595, 9360
0.009267, -0.0005288565, 9420
0.009318, 0.0003935858, 9460
0.009370, 0.0004282768, 9510
0.009421, -0.0006220884, 9560
0.009472, -0.0003258903, 9610
0.009523, -0.0001087104, 9670
0.009574, -0.0007501318, 9710
0.009626, -0.0004391177, 9770
0.009677, 0.0001166604, 9820
0.009728, -0.0002787925, 9870
0.009779, 0.0003462471, 9930
0.009830, -0.001322653, 9970
0.009882, -0.0007798842, 10020
0.009933, 0.0001892946, 10070
0.009984, 7.46217E-05, 10130
0.010035, -0.0003775654, 10190
0.010086, -9.937515E-06, 10230
0.010138, 8.492058E-06, 10280
0.010189, -0.00042647, 10330
0.010240, -0.0002824061, 10380
0.010291, -0.0001747196, 10440
0.010342, -0.000342513, 10480
0.010394, -0.0005810134, 10540
0.010445, -0.0004061131, 10580
0.010496, -0.0002184447, 10640
0.010547, 4.498984E-05, 10690
0.010598, -0.0007731387, 10740
0.010650, -0.0006124521, 10790
0.010701, 9.244901E-05, 10840
0.010752, -0.0001933901, 10890
0.010803, 0.0001742378, 10940
0.010854, -0.0008280661, 11000
0.010906, -6.594897E-05, 11050
0.010957, -0.001021878, 11100
0.011008, 2.366936E-05, 11150
0.011059, -0.0002232628, 11200
0.011110, -7.401944E-05, 11250
0.011162, -0.0004255063, 11300
0.011213, -0.0005930589, 11350
0.011264, -0.0007621773, 11400
0.011315, -0.0002944516, 11460
0.011366, 3.282391E-05, 11510
0.011418, -0.0005074156, 11560
0.011469, -0.0004038245, 11610
0.011520, -0.0001514718, 11670
0.011571, 2.933073E-05, 11710
0.011622, -1.385229E-06, 11760
0.011674, -0.0007516977, 11810
0.011725, -0.0002896334, 11870
0.011776, -0.0006906272, 11930
0.011827, -5.546941E-05, 11970
0.011878, 0.0003304676, 12020
0.011930, -0.0008837162, 12070
0.011981, -0.0009243093, 12120
0.012032, -0.0001767673, 12180
0.012083, -1.041933E-05, 12220
0.012134, 0.0002215765, 12270
0.012186, -0.0003335994, 12330
0.012237, -0.0003809381, 12380
0.012288, -0.0004280359, 12440
0.012339, -0.0001142513, 12480
0.012390, -0.0001105172, 12530
0.012442, 0.000147015, 12580
0.012493, 0.0001819469, 12630
0.012544, -0.0006576226, 12690
