Meter S/N:, "serial number"
Sensor, THERMO,SINGLE, Horst
Date, 5/5/2014 3:00:06 PM
Units, W
Timestamp, Measurement,X,Y, Sequence, Flags, Flags (interpreted)
10.8809216, 4.40096235275269,2,3, 10880921, 0, 0
10.8809728, 4.48883676528931,2,3, 10880973, 0, 0
10.881024, 4.54508590698242,2,3, 10881024, 0, 0
10.8810752, 4.62499713897705,2,3, 10881075, 0, 0
10.8811264, 4.68438863754272,2,3, 10881126, 0, 0
10.8811776, 4.74882411956787,2,3, 10881177, 0, 0
10.8812288, 4.81474637985229,2,3, 10881229, 0, 0
10.88128, 4.86622858047485,2,3, 10881280, 0, 0
10.8813312, 4.91291332244873,2,3, 10881331, 0, 0
10.8813824, 4.97400808334351,2,3, 10881382, 0, 0
10.8814336, 5.03246068954468,2,3, 10881433, 0, 0
10.8814848, 5.09586048126221,2,3, 10881485, 0, 0
10.881536, 5.15555906295776,2,3, 10881536, 0, 0
10.8815872, 5.21374082565308,2,3, 10881587, 0, 0
10.8816384, 5.26960468292236,2,3, 10881638, 0, 0
10.8816896, 5.32102680206299,2,3, 10881689, 0, 0
10.8817408, 5.36538219451904,2,3, 10881741, 0, 0
10.881792, 5.40652322769165,2,3, 10881792, 0, 0
10.8818432, 5.43149709701538,2,3, 10881843, 0, 0
10.8818944, 5.47566032409668,2,3, 10881894, 0, 0
10.8819456, 5.50170469284058,2,3, 10881945, 0, 0
10.8819968, 5.54140758514404,2,3, 10881997, 0, 0
10.882048, 5.58835744857788,2,3, 10882048, 0, 0
10.8820992, 5.6222939491272,2,3, 10882099, 0, 0
10.8821504, 5.65706062316895,2,3, 10882150, 0, 0
10.8822016, 5.68865537643433,2,3, 10882201, 0, 0
10.8822528, 5.70270967483521,2,3, 10882253, 0, 0
10.882304, 5.73250532150269,2,3, 10882304, 0, 0
10.8823552, 5.75928449630737,2,3, 10882355, 0, 0
10.8824064, 5.76301670074463,2,3, 10882406, 0, 0
10.8824576, 5.78213310241699,2,3, 10882457, 0, 0
10.8825088, 5.79491806030273,2,3, 10882509, 0, 0
10.88256, 5.7964768409729,2,3, 10882560, 0, 0
10.8826112, 5.80356788635254,2,3, 10882611, 0, 0
10.8826624, 5.81895875930786,2,3, 10882662, 0, 0
10.8827136, 5.82559156417847,2,3, 10882713, 0, 0
10.8827648, 5.83281517028809,2,3, 10882765, 0, 0
10.882816, 5.83732938766479,2,3, 10882816, 0, 0
10.8828672, 5.83631229400635,2,3, 10882867, 0, 0
10.8829184, 5.82715129852295,2,3, 10882918, 0, 0
10.8829696, 5.8202052116394,2,3, 10882969, 0, 0
10.8830208, 5.81812191009521,2,3, 10883021, 0, 0
10.883072, 5.79913759231567,2,3, 10883072, 0, 0
10.8831232, 5.76853609085083,2,3, 10883123, 0, 0
10.8831744, 5.74835968017578,2,3, 10883174, 0, 0
10.8832256, 5.7230372428894,2,3, 10883225, 0, 0
10.8832768, 5.71167898178101,2,3, 10883277, 0, 0
10.883328, 5.69609498977661,2,3, 10883328, 0, 0
10.8833792, 5.67489528656006,2,3, 10883379, 0, 0
10.8834304, 5.64255428314209,2,3, 10883430, 0, 0
10.8834816, 5.61460113525391,2,3, 10883481, 0, 0
10.8835328, 5.59581518173218,2,3, 10883533, 0, 0
10.883584, 5.54331016540527,2,3, 10883584, 0, 0
10.8836352, 5.5168194770813,2,3, 10883635, 0, 0
10.8836864, 5.47047758102417,2,3, 10883686, 0, 0
10.8837376, 5.41708135604858,2,3, 10883737, 0, 0
10.8837888, 5.38144779205322,2,3, 10883789, 0, 0
10.88384, 5.33128929138184,2,3, 10883840, 0, 0
10.8838912, 5.29524040222168,2,3, 10883891, 0, 0
10.8839424, 5.23382091522217,2,3, 10883942, 0, 0
10.8839936, 5.20380306243896,2,3, 10883993, 0, 0
10.8840448, 5.13651466369629,2,3, 10884045, 0, 0
10.884096, 5.09036540985107,2,3, 10884096, 0, 0
10.8841472, 5.03978633880615,2,3, 10884147, 0, 0
10.8841984, 4.98294019699097,2,3, 10884198, 0, 0
10.8842496, 4.92870807647705,2,3, 10884249, 0, 0
10.8843008, 4.86968946456909,2,3, 10884301, 0, 0
10.884352, 4.78545045852661,2,3, 10884352, 0, 0
10.8844032, 4.71719312667847,2,3, 10884403, 0, 0
10.8844544, 4.64968156814575,2,3, 10884454, 0, 0
10.8845056, 4.58890008926392,2,3, 10884505, 0, 0
10.8845568, 4.52441072463989,2,3, 10884557, 0, 0
10.884608, 4.46262884140015,2,3, 10884608, 0, 0
10.8846592, 4.39017057418823,2,3, 10884659, 0, 0
10.8847104, 4.3271312713623,2,3, 10884710, 0, 0
10.8847616, 4.24913454055786,2,3, 10884761, 0, 0
10.8848128, 4.17717504501343,2,3, 10884813, 0, 0
10.884864, 4.09469366073608,2,3, 10884864, 0, 0
10.8849152, 4.03216600418091,2,3, 10884915, 0, 0
10.8849664, 3.94379258155823,2,3, 10884966, 0, 0
10.8850176, 3.86530828475952,2,3, 10885017, 0, 0
10.8850688, 3.77785539627075,2,3, 10885069, 0, 0
10.88512, 3.70000910758972,2,3, 10885120, 0, 0
10.8851712, 3.62446212768555,2,3, 10885171, 0, 0
10.8852224, 3.55349564552307,2,3, 10885222, 0, 0
10.8852736, 3.47906255722046,2,3, 10885273, 0, 0
10.8853248, 3.39989185333252,2,3, 10885325, 0, 0
10.885376, 3.31939721107483,2,3, 10885376, 0, 0
10.8854272, 3.24173140525818,2,3, 10885427, 0, 0
10.8854784, 3.1650288105011,2,3, 10885478, 0, 0
10.8855296, 3.08803129196167,2,3, 10885529, 0, 0
10.8855808, 2.989262342453,2,3, 10885581, 0, 0
10.885632, 2.89594078063965,2,3, 10885632, 0, 0
10.8856832, 2.81141924858093,2,3, 10885683, 0, 0
10.8857344, 2.73123741149902,2,3, 10885734, 0, 0
10.8857856, 2.65928983688354,2,3, 10885785, 0, 0
10.8858368, 2.58597016334534,2,3, 10885837, 0, 0
10.885888, 2.50447034835815,2,3, 10885888, 0, 0
10.8859392, 2.43151140213013,2,3, 10885939, 0, 0
10.8859904, 2.3525698184967,2,3, 10885990, 0, 0
10.8860416, 2.27604794502258,2,3, 10886041, 0, 0
10.8860928, 2.1965160369873,2,3, 10886093, 0, 0
10.886144, 2.12597131729126,2,3, 10886144, 0, 0
10.8861952, 2.04086589813232,2,3, 10886195, 0, 0
10.8862464, 1.95435774326324,2,3, 10886246, 0, 0
10.8862976, 1.87384510040283,2,3, 10886297, 0, 0
10.8863488, 1.7943195104599,2,3, 10886349, 0, 0
10.8864, 1.72896897792816,2,3, 10886400, 0, 0
10.8864512, 1.66578555107117,2,3, 10886451, 0, 0
10.8865024, 1.6007661819458,2,3, 10886502, 0, 0
10.8865536, 1.52881872653961,2,3, 10886553, 0, 0
10.8866048, 1.46074163913727,2,3, 10886605, 0, 0
10.886656, 1.38544750213623,2,3, 10886656, 0, 0
10.8867072, 1.33270728588104,2,3, 10886707, 0, 0
10.8867584, 1.26932513713837,2,3, 10886758, 0, 0
10.8868096, 1.19106948375702,2,3, 10886809, 0, 0
10.8868608, 1.11690092086792,2,3, 10886861, 0, 0
10.886912, 1.05855703353882,2,3, 10886912, 0, 0
10.8869632, 1.00614786148071,2,3, 10886963, 0, 0
10.8870144, 0.955351829528809,2,3, 10887014, 0, 0
10.8870656, 0.904694259166718,2,3, 10887065, 0, 0
10.8871168, 0.857449591159821,2,3, 10887117, 0, 0
10.887168, 0.800225079059601,2,3, 10887168, 0, 0
10.8872192, 0.762364327907562,2,3, 10887219, 0, 0
10.8872704, 0.715035378932953,2,3, 10887270, 0, 0
10.8873216, 0.664365828037262,2,3, 10887321, 0, 0
10.8873728, 0.620955348014832,2,3, 10887373, 0, 0
10.887424, 0.568540215492249,2,3, 10887424, 0, 0
10.8874752, 0.519267022609711,2,3, 10887475, 0, 0
10.8875264, 0.480413109064102,2,3, 10887526, 0, 0
10.8875776, 0.445886999368668,2,3, 10887577, 0, 0
10.8876288, 0.423429399728775,2,3, 10887629, 0, 0
10.88768, 0.397083401679993,2,3, 10887680, 0, 0
10.8877312, 0.367384672164917,2,3, 10887731, 0, 0
10.8877824, 0.34465616941452,2,3, 10887782, 0, 0
10.8878336, 0.325731843709946,2,3, 10887833, 0, 0
10.8878848, 0.299289494752884,2,3, 10887885, 0, 0
10.887936, 0.282219052314758,2,3, 10887936, 0, 0
10.8879872, 0.264685124158859,2,3, 10887987, 0, 0
10.8880384, 0.241667717695236,2,3, 10888038, 0, 0
10.8880896, 0.215676829218864,2,3, 10888089, 0, 0
10.8881408, 0.195909798145294,2,3, 10888141, 0, 0
10.888192, 0.187795922160149,2,3, 10888192, 0, 0
10.8882432, 0.192460790276527,2,3, 10888243, 0, 0
10.8882944, 0.198136895895004,2,3, 10888294, 0, 0
10.8883456, 0.198377668857574,2,3, 10888345, 0, 0
10.8883968, 0.19764332473278,2,3, 10888397, 0, 0
10.888448, 0.206401258707047,2,3, 10888448, 0, 0
10.8884992, 0.210301697254181,2,3, 10888499, 0, 0
10.8885504, 0.225048720836639,2,3, 10888550, 0, 0
10.8886016, 0.228810727596283,2,3, 10888601, 0, 0
10.8886528, 0.247163251042366,2,3, 10888653, 0, 0
10.888704, 0.25111785531044,2,3, 10888704, 0, 0
10.8887552, 0.270722389221191,2,3, 10888755, 0, 0
10.8888064, 0.295106142759323,2,3, 10888806, 0, 0
10.8888576, 0.324419617652893,2,3, 10888857, 0, 0
10.8889088, 0.349892884492874,2,3, 10888909, 0, 0
10.88896, 0.377460807561874,2,3, 10888960, 0, 0
10.8890112, 0.399960547685623,2,3, 10889011, 0, 0
10.8890624, 0.436707764863968,2,3, 10889062, 0, 0
10.8891136, 0.472443699836731,2,3, 10889113, 0, 0
10.8891648, 0.51126754283905,2,3, 10889165, 0, 0
10.889216, 0.544011950492859,2,3, 10889216, 0, 0
10.8892672, 0.581493496894836,2,3, 10889267, 0, 0
10.8893184, 0.608321070671082,2,3, 10889318, 0, 0
10.8893696, 0.651569008827209,2,3, 10889369, 0, 0
10.8894208, 0.702130258083344,2,3, 10889421, 0, 0
10.889472, 0.760028898715973,2,3, 10889472, 0, 0
10.8895232, 0.815068423748016,2,3, 10889523, 0, 0
10.8895744, 0.872335016727448,2,3, 10889574, 0, 0
10.8896256, 0.922059595584869,2,3, 10889625, 0, 0
10.8896768, 0.976816296577454,2,3, 10889677, 0, 0
10.889728, 1.0366290807724,2,3, 10889728, 0, 0
10.8897792, 1.09777796268463,2,3, 10889779, 0, 0
10.8898304, 1.15013301372528,2,3, 10889830, 0, 0
10.8898816, 1.19661319255829,2,3, 10889881, 0, 0
10.8899328, 1.24859511852264,2,3, 10889933, 0, 0
10.889984, 1.31699120998383,2,3, 10889984, 0, 0
10.8900352, 1.38691008090973,2,3, 10890035, 0, 0
10.8900864, 1.46139764785767,2,3, 10890086, 0, 0
10.8901376, 1.53784739971161,2,3, 10890137, 0, 0
10.8901888, 1.61241340637207,2,3, 10890189, 0, 0
10.89024, 1.68395137786865,2,3, 10890240, 0, 0
10.8902912, 1.75336480140686,2,3, 10890291, 0, 0
10.8903424, 1.82448768615723,2,3, 10890342, 0, 0
10.8903936, 1.90797996520996,2,3, 10890393, 0, 0
10.8904448, 1.96341073513031,2,3, 10890445, 0, 0
10.890496, 2.03186702728271,2,3, 10890496, 0, 0
10.8905472, 2.11148309707642,2,3, 10890547, 0, 0
10.8905984, 2.18925094604492,2,3, 10890598, 0, 0
10.8906496, 2.2783350944519,2,3, 10890649, 0, 0
10.8907008, 2.36560726165771,2,3, 10890701, 0, 0
10.890752, 2.44262909889221,2,3, 10890752, 0, 0
10.8908032, 2.52485132217407,2,3, 10890803, 0, 0
10.8908544, 2.60787415504456,2,3, 10890854, 0, 0
10.8909056, 2.68648481369019,2,3, 10890905, 0, 0
10.8909568, 2.76625728607178,2,3, 10890957, 0, 0
10.891008, 2.84790778160095,2,3, 10891008, 0, 0
10.8910592, 2.91632771492004,2,3, 10891059, 0, 0
10.8911104, 2.99459552764893,2,3, 10891110, 0, 0
10.8911616, 3.07130408287048,2,3, 10891161, 0, 0
10.8912128, 3.15710759162903,2,3, 10891213, 0, 0
10.891264, 3.24463891983032,2,3, 10891264, 0, 0
10.8913152, 3.33217597007751,2,3, 10891315, 0, 0
10.8913664, 3.41168355941772,2,3, 10891366, 0, 0
10.8914176, 3.49327969551086,2,3, 10891417, 0, 0
10.8914688, 3.57579112052917,2,3, 10891469, 0, 0
10.89152, 3.66093850135803,2,3, 10891520, 0, 0
10.8915712, 3.74291396141052,2,3, 10891571, 0, 0
10.8916224, 3.81167721748352,2,3, 10891622, 0, 0
10.8916736, 3.88163828849792,2,3, 10891673, 0, 0
10.8917248, 3.9519727230072,2,3, 10891725, 0, 0
10.891776, 4.02584648132324,2,3, 10891776, 1, TriggerDetected
10.8918272, 4.11833715438843,2,3, 10891827, 0, 0
10.8918784, 4.18852090835571,2,3, 10891878, 0, 0
10.8919296, 4.27065896987915,2,3, 10891929, 0, 0
10.8919808, 4.33793544769287,2,3, 10891981, 0, 0
10.892032, 4.41040706634521,2,3, 10892032, 0, 0
10.8920832, 4.47638893127441,2,3, 10892083, 0, 0
10.8921344, 4.54798746109009,2,3, 10892134, 0, 0
10.8921856, 4.62239074707031,2,3, 10892185, 0, 0
10.8922368, 4.68396139144897,2,3, 10892237, 0, 0
10.892288, 4.73865175247192,2,3, 10892288, 0, 0
10.8923392, 4.79656219482422,2,3, 10892339, 0, 0
10.8923904, 4.86752271652222,2,3, 10892390, 0, 0
10.8924416, 4.92726945877075,2,3, 10892441, 0, 0
10.8924928, 4.99763917922974,2,3, 10892493, 0, 0
10.892544, 5.05222749710083,2,3, 10892544, 0, 0
10.8925952, 5.10452842712402,2,3, 10892595, 0, 0
10.8926464, 5.16004323959351,2,3, 10892646, 0, 0
10.8926976, 5.21523332595825,2,3, 10892697, 0, 0
10.8927488, 5.27009248733521,2,3, 10892749, 0, 0
10.8928, 5.31219053268433,2,3, 10892800, 0, 0
10.8928512, 5.35052108764648,2,3, 10892851, 0, 0
10.8929024, 5.39295625686646,2,3, 10892902, 0, 0
10.8929536, 5.43242406845093,2,3, 10892953, 0, 0
10.8930048, 5.48328638076782,2,3, 10893005, 0, 0
10.893056, 5.52316951751709,2,3, 10893056, 0, 0
10.8931072, 5.56145763397217,2,3, 10893107, 0, 0
10.8931584, 5.59237241744995,2,3, 10893158, 0, 0
10.8932096, 5.62999200820923,2,3, 10893209, 0, 0
10.8932608, 5.65984773635864,2,3, 10893261, 0, 0
10.893312, 5.68728876113892,2,3, 10893312, 0, 0
10.8933632, 5.71117305755615,2,3, 10893363, 0, 0
10.8934144, 5.73074150085449,2,3, 10893414, 0, 0
10.8934656, 5.74252080917358,2,3, 10893465, 0, 0
10.8935168, 5.75263357162476,2,3, 10893517, 0, 0
10.893568, 5.77123260498047,2,3, 10893568, 0, 0
10.8936192, 5.79900550842285,2,3, 10893619, 0, 0
10.8936704, 5.81207275390625,2,3, 10893670, 0, 0
10.8937216, 5.82515859603882,2,3, 10893721, 0, 0
10.8937728, 5.83444023132324,2,3, 10893773, 0, 0
10.893824, 5.84155511856079,2,3, 10893824, 0, 0
10.8938752, 5.83941173553467,2,3, 10893875, 0, 0
10.8939264, 5.84777879714966,2,3, 10893926, 0, 0
10.8939776, 5.8358006477356,2,3, 10893977, 0, 0
10.8940288, 5.82490587234497,2,3, 10894029, 0, 0
10.89408, 5.80675792694092,2,3, 10894080, 0, 0
10.8941312, 5.79633283615112,2,3, 10894131, 0, 0
10.8941824, 5.78865242004395,2,3, 10894182, 0, 0
10.8942336, 5.78180265426636,2,3, 10894233, 0, 0
10.8942848, 5.76887941360474,2,3, 10894285, 0, 0
10.894336, 5.75311517715454,2,3, 10894336, 0, 0
10.8943872, 5.7325291633606,2,3, 10894387, 0, 0
10.8944384, 5.71274423599243,2,3, 10894438, 0, 0
10.8944896, 5.68388795852661,2,3, 10894489, 0, 0
10.8945408, 5.65626573562622,2,3, 10894541, 0, 0
10.894592, 5.6186637878418,2,3, 10894592, 0, 0
10.8946432, 5.57852220535278,2,3, 10894643, 0, 0
10.8946944, 5.5367488861084,2,3, 10894694, 0, 0
10.8947456, 5.50086259841919,2,3, 10894745, 0, 0
10.8947968, 5.46134662628174,2,3, 10894797, 0, 0
10.894848, 5.43421792984009,2,3, 10894848, 0, 0
10.8948992, 5.38954925537109,2,3, 10894899, 0, 0
10.8949504, 5.36424493789673,2,3, 10894950, 0, 0
10.8950016, 5.30668878555298,2,3, 10895001, 0, 0
10.8950528, 5.25378036499023,2,3, 10895053, 0, 0
10.895104, 5.20128726959229,2,3, 10895104, 0, 0
10.8951552, 5.16228866577148,2,3, 10895155, 0, 0
10.8952064, 5.09301328659058,2,3, 10895206, 0, 0
10.8952576, 5.02205371856689,2,3, 10895257, 0, 0
10.8953088, 4.95703983306885,2,3, 10895309, 0, 0
10.89536, 4.90221118927002,2,3, 10895360, 0, 0
10.8954112, 4.84932041168213,2,3, 10895411, 0, 0
10.8954624, 4.79645395278931,2,3, 10895462, 0, 0
10.8955136, 4.74166107177734,2,3, 10895513, 0, 0
10.8955648, 4.6723198890686,2,3, 10895565, 0, 0
10.895616, 4.61055088043213,2,3, 10895616, 0, 0
10.8956672, 4.54514646530151,2,3, 10895667, 0, 0
10.8957184, 4.47725009918213,2,3, 10895718, 0, 0
10.8957696, 4.40389394760132,2,3, 10895769, 0, 0
10.8958208, 4.3240795135498,2,3, 10895821, 0, 0
10.895872, 4.23879337310791,2,3, 10895872, 0, 0
10.8959232, 4.16635847091675,2,3, 10895923, 0, 0
10.8959744, 4.09455537796021,2,3, 10895974, 0, 0
10.8960256, 4.0250940322876,2,3, 10896025, 0, 0
10.8960768, 3.94985389709473,2,3, 10896077, 0, 0
10.896128, 3.88225817680359,2,3, 10896128, 0, 0
10.8961792, 3.80275678634644,2,3, 10896179, 0, 0
10.8962304, 3.72976183891296,2,3, 10896230, 0, 0
10.8962816, 3.64576411247253,2,3, 10896281, 0, 0
10.8963328, 3.57217931747437,2,3, 10896333, 0, 0
10.896384, 3.48700785636902,2,3, 10896384, 0, 0
10.8964352, 3.398104429245,2,3, 10896435, 0, 0
10.8964864, 3.30863475799561,2,3, 10896486, 0, 0
10.8965376, 3.22814607620239,2,3, 10896537, 0, 0
10.8965888, 3.14912629127502,2,3, 10896589, 0, 0
10.89664, 3.08591866493225,2,3, 10896640, 0, 0
10.8966912, 3.00694680213928,2,3, 10896691, 0, 0
10.8967424, 2.93247127532959,2,3, 10896742, 0, 0
10.8967936, 2.84749221801758,2,3, 10896793, 0, 0
10.8968448, 2.76870107650757,2,3, 10896845, 0, 0
10.896896, 2.68268060684204,2,3, 10896896, 0, 0
10.8969472, 2.60083150863647,2,3, 10896947, 0, 0
10.8969984, 2.51244568824768,2,3, 10896998, 0, 0
10.8970496, 2.41454362869263,2,3, 10897049, 0, 0
10.8971008, 2.32785487174988,2,3, 10897101, 0, 0
10.897152, 2.25227785110474,2,3, 10897152, 0, 0
10.8972032, 2.17832612991333,2,3, 10897203, 0, 0
10.8972544, 2.11585903167725,2,3, 10897254, 0, 0
10.8973056, 2.04133534431458,2,3, 10897305, 0, 0
10.8973568, 1.96840059757233,2,3, 10897357, 0, 0
10.897408, 1.89247453212738,2,3, 10897408, 0, 0
10.8974592, 1.82513773441315,2,3, 10897459, 0, 0
10.8975104, 1.74287939071655,2,3, 10897510, 0, 0
10.8975616, 1.67614459991455,2,3, 10897561, 0, 0
10.8976128, 1.59064781665802,2,3, 10897613, 0, 0
10.897664, 1.51000869274139,2,3, 10897664, 0, 0
10.8977152, 1.44635570049286,2,3, 10897715, 0, 0
10.8977664, 1.3749258518219,2,3, 10897766, 0, 0
10.8978176, 1.31714165210724,2,3, 10897817, 0, 0
10.8978688, 1.25879156589508,2,3, 10897869, 0, 0
10.89792, 1.19327259063721,2,3, 10897920, 0, 0
10.8979712, 1.14452910423279,2,3, 10897971, 0, 0
10.8980224, 1.08130955696106,2,3, 10898022, 0, 0
10.8980736, 1.01907706260681,2,3, 10898073, 0, 0
10.8981248, 0.964187979698181,2,3, 10898125, 0, 0
10.898176, 0.905175805091858,2,3, 10898176, 0, 0
10.8982272, 0.848745822906494,2,3, 10898227, 0, 0
10.8982784, 0.791027784347534,2,3, 10898278, 0, 0
10.8983296, 0.740622997283936,2,3, 10898329, 0, 0
10.8983808, 0.699493825435638,2,3, 10898381, 0, 0
10.898432, 0.658840179443359,2,3, 10898432, 0, 0
10.8984832, 0.615929305553436,2,3, 10898483, 0, 0
10.8985344, 0.580668926239014,2,3, 10898534, 0, 0
10.8985856, 0.533333897590637,2,3, 10898585, 0, 0
10.8986368, 0.505284488201141,2,3, 10898637, 0, 0
10.898688, 0.467658460140228,2,3, 10898688, 0, 0
10.8987392, 0.428623974323273,2,3, 10898739, 0, 0
10.8987904, 0.40584734082222,2,3, 10898790, 0, 0
10.8988416, 0.359036028385162,2,3, 10898841, 0, 0
10.8988928, 0.328205704689026,2,3, 10898893, 0, 0
10.898944, 0.305465191602707,2,3, 10898944, 0, 0
