Meter S/N:, "serial number"
Sensor, THERMO,SINGLE, Horst
Date, 2/12/2014 6:03:02 PM
Timestamp, Measurement, Sequence, Flags, Flags (interpreted)
0.234227, 12.6792163848877, 4294881517, 0, 0, "12de4a41 0000 edb0feff"
0.234234, 12.7835340499878, 4294881523, 0, 0, "5b894c41 0000 f3b0feff"
0.234240, 12.8867874145508, 4294881530, 0, 0, "48304e41 0000 fab0feff"
0.234246, 12.9832410812378, 4294881536, 0, 0, "5bbb4f41 0000 00b1feff"
0.234253, 13.0871543884277, 4294881542, 0, 0, "fc645141 0000 06b1feff"
0.234259, 13.1914854049683, 4294881549, 0, 0, "53105341 0000 0db1feff"
0.234266, 13.2891626358032, 4294881555, 0, 0, "69a05441 0000 13b1feff"
0.234272, 13.3893051147461, 4294881562, 0, 0, "983a5641 0000 1ab1feff"
0.234278, 13.4942674636841, 4294881568, 0, 0, "85e85741 0000 20b1feff"
0.234285, 13.5919647216797, 4294881574, 0, 0, "b0785941 0000 26b1feff"
0.234291, 13.6911296844482, 4294881581, 0, 0, "de0e5b41 0000 2db1feff"
0.234298, 13.7918701171875, 4294881587, 0, 0, "80ab5c41 0000 33b1feff"
0.234304, 13.89306640625, 4294881594, 0, 0, "004a5e41 0000 3ab1feff"
0.234310, 13.986795425415, 4294881600, 0, 0, "eac95f41 0000 40b1feff"
0.234317, 14.0840740203857, 4294881606, 0, 0, "5e586141 0000 46b1feff"
0.234323, 14.1839990615845, 4294881613, 0, 0, "a9f16241 0000 4db1feff"
0.234330, 14.2754602432251, 4294881619, 0, 0, "49686441 0000 53b1feff"
0.234336, 14.3695116043091, 4294881626, 0, 0, "85e96541 0000 5ab1feff"
0.234342, 14.4626445770264, 4294881632, 0, 0, "fe666741 0000 60b1feff"
0.234349, 14.5572776794434, 4294881638, 0, 0, "9cea6841 0000 66b1feff"
0.234355, 14.6445837020874, 4294881645, 0, 0, "37506a41 0000 6db1feff"
0.234362, 14.7344760894775, 4294881651, 0, 0, "6ac06b41 0000 73b1feff"
0.234368, 14.8267984390259, 4294881658, 0, 0, "913a6d41 0000 7ab1feff"
0.234374, 14.9130830764771, 4294881664, 0, 0, "fd9b6e41 0000 80b1feff"
0.234381, 15.0005140304565, 4294881670, 0, 0, "1b027041 0000 86b1feff"
0.234387, 15.0899000167847, 4294881677, 0, 0, "3b707141 0000 8db1feff"
0.234394, 15.1768550872803, 4294881683, 0, 0, "66d47241 0000 93b1feff"
0.234400, 15.2579545974731, 4294881690, 0, 0, "95207441 0000 9ab1feff"
0.234406, 15.3425874710083, 4294881696, 0, 0, "3d7b7541 0000 a0b1feff"
0.234413, 15.4282512664795, 4294881702, 0, 0, "1eda7641 0000 a6b1feff"
0.234419, 15.5031833648682, 4294881709, 0, 0, "0a0d7841 0000 adb1feff"
0.234426, 15.5806169509888, 4294881715, 0, 0, "354a7941 0000 b3b1feff"
0.234432, 15.6620826721191, 4294881722, 0, 0, "e4977a41 0000 bab1feff"
0.234438, 15.7358922958374, 4294881728, 0, 0, "37c67b41 0000 c0b1feff"
0.234445, 15.8075923919678, 4294881734, 0, 0, "e6eb7c41 0000 c6b1feff"
0.234451, 15.8809251785278, 4294881741, 0, 0, "45187e41 0000 cdb1feff"
0.234458, 15.9558897018433, 4294881747, 0, 0, "534b7f41 0000 d3b1feff"
0.234464, 16.0214405059814, 4294881754, 0, 0, "e92b8041 0000 dab1feff"
0.234470, 16.0883808135986, 4294881760, 0, 0, "01b58041 0000 e0b1feff"
0.234477, 16.1601219177246, 4294881766, 0, 0, "ee478141 0000 e6b1feff"
0.234483, 16.2223873138428, 4294881773, 0, 0, "73c78141 0000 edb1feff"
0.234490, 16.2879276275635, 4294881779, 0, 0, "ad4d8241 0000 f3b1feff"
0.234496, 16.3515014648438, 4294881786, 0, 0, "e0cf8241 0000 fab1feff"
0.234502, 16.4166393280029, 4294881792, 0, 0, "47558341 0000 00b2feff"
0.234509, 16.4697494506836, 4294881798, 0, 0, "0cc28341 0000 06b2feff"
0.234515, 16.5287456512451, 4294881805, 0, 0, "df3a8441 0000 0db2feff"
0.234522, 16.5882835388184, 4294881811, 16, Overrange, "ceb48441 1000 13b2feff"
0.234528, 16.6366710662842, 4294881818, 16, Overrange, "e7178541 1000 1ab2feff"
0.234534, 16.688777923584, 4294881824, 16, Overrange, "9e828541 1000 20b2feff"
0.234541, 16.741455078125, 4294881830, 16, Overrange, "80ee8541 1000 26b2feff"
0.234547, 16.7878322601318, 4294881837, 16, Overrange, "7b4d8641 1000 2db2feff"
0.234554, 16.8307018280029, 4294881843, 16, Overrange, "47a58641 1000 33b2feff"
0.234560, 16.8771572113037, 4294881850, 16, Overrange, "6b048741 1000 3ab2feff"
0.234566, 16.9220943450928, 4294881856, 16, Overrange, "73608741 1000 40b2feff"
0.234573, 16.9579391479492, 4294881862, 16, Overrange, "dca98741 1000 46b2feff"
0.234579, 16.9935531616211, 4294881869, 16, Overrange, "ccf28741 1000 4db2feff"
0.234586, 17.034595489502, 4294881875, 16, Overrange, "da468841 1000 53b2feff"
0.234592, 17.0697956085205, 4294881882, 16, Overrange, "f18e8841 1000 5ab2feff"
0.234598, 17.1000423431396, 4294881888, 16, Overrange, "e3cc8841 1000 60b2feff"
0.234605, 17.1341514587402, 4294881894, 16, Overrange, "be128941 1000 66b2feff"
0.234611, 17.1675205230713, 4294881901, 16, Overrange, "15578941 1000 6db2feff"
0.234618, 17.1901988983154, 4294881907, 16, Overrange, "87858941 1000 73b2feff"
0.234624, 17.2153759002686, 4294881914, 16, Overrange, "17b98941 1000 7ab2feff"
0.234630, 17.2432308197021, 4294881920, 16, Overrange, "23f28941 1000 80b2feff"
0.234637, 17.2585964202881, 4294881926, 16, Overrange, "9b118a41 1000 86b2feff"
0.234643, 17.2771911621094, 4294881933, 16, Overrange, "b0378a41 1000 8db2feff"
