Meter S/N:, "serial number"
Sensor, THERMO,QUAD, x1
Date, 9/3/2014 5:57:06 PM
Units, W
Timestamp, Measurement, X, Y, Sequence, Flags, Flags (interpreted), Period, Binary Data
9.9, 0.123486064374447, 0, 0, 9899990, 0, 0, 0, 43e6fc3d e6fe9cbc 2e04c9bf 0000 d60f9700 
10, 0.12414987385273, 0, 0, 9999990, 0, 0, 0, 4a42fe3d 0ea083bc 3f7cabbf 0000 76969800 
10.1, 0.124933294951916, 0, 0, 10099990, 0, 0, 0, 07ddff3d 2c9193be b702a1bf 0000 161d9a00 
10.2, 0.12183054536581, -0.421157777309418, -1.59162151813507, 10199990, 0, 0, 0, 4b82f93d fea1d7be 41bacbbf 0000 b6a39b00 
10.3, 0.125173017382622, 0, 0, 10299990, 0, 0, 0, 5b2d003e 33378bbe 904ab9bf 0000 562a9d00 
10.4, 0.126085057854652, 0, 0, 10399990, 0, 0, 0, 711c013e 17052cbf d72ba7bf 0000 f6b09e00 
10.5, 0.123656257987022, 0, 0, 10499990, 0, 0, 0, 7e3ffd3d 79c4f7be a4378ebf 0000 9637a000 
10.6, 0.126393973827362, 0, 0, 10599990, 0, 0, 0, 6c6d013e 35b713bf 54be6fbf 0000 36bea100 
10.7, 0.125436514616013, -0.704209625720978, -1.3294483423233, 10699990, 0, 0, 0, 6e72003e 154734bf 5d2baabf 0000 d644a300 
10.8, 0.127820029854774, 0, 0, 10799990, 0, 0, 0, 41e3023e 62f211bf e6b99abf 0000 76cba400 
10.9, 0.117996662855148, 0, 0, 10899990, 0, 0, 0, 3ca8f13d 13bee03e 35dc5bbf 0000 1652a600 
11, 0.112502358853817, 0, 0, 11000000, 0, 0, 0, a367e63d 1421983f bb5504bf 0000 c0d8a700 
11.1, 0.103664085268974, 0, 0, 11099990, 0, 0, 0, d64dd43d 70450940 7dafc7bd 0000 565fa900 
11.2, 0.0990797653794289, 2.26878690719604, 0.0225763916969299, 11199990, 0, 0, 0, 55eaca3d ce331140 20f2b83c 0000 f6e5aa00 
11.3, 0.0917193815112114, 0, 0, 11299990, 0, 0, 0, 5fd7bb3d e47c2e40 14bbd93e 0000 966cac00 
11.4, 0.0871460735797882, 0, 0, 11399990, 0, 0, 0, a479b23d 21153c40 98d7313f 0000 36f3ad00 
11.5, 0.0836405083537102, 0, 0, 11499990, 0, 0, 0, b74bab3d b7096040 9851a43f 0000 d679af00 
11.6, 0.0783332213759422, 0, 0, 11599990, 0, 0, 0, 2b6da03d 5a243940 31e1783f 0000 7600b100 
11.7, 0.0764245390892029, 3.20187449455261, 1.55114221572876, 11699990, 0, 0, 0, 78849c3d 83eb4c40 d48bc63f 0000 1687b200 
11.8, 0.0733506456017494, 0, 0, 11799990, 0, 0, 0, dd38963d 239d4040 fe85773f 0000 b60db400 
11.9, 0.0704313963651657, 0, 0, 11899990, 0, 0, 0, 563e903d 686c4540 649e153f 0000 5694b500 
12, 0.0690164640545845, 0, 0, 11999990, 0, 0, 0, 81588d3d ea748940 39e7c23f 0000 f61ab700 
12.1, 0.07015510648489, 0, 0, 12099990, 0, 0, 0, 7bad8f3d f0566040 17268c3f 0000 96a1b800 
12.2, 0.0630362182855606, 3.49436068534851, 1.44157040119171, 12199990, 0, 0, 0, 2219813d 9ba35f40 6185b83f 0000 3628ba00 
12.3, 0.0654491111636162, 0, 0, 12299990, 0, 0, 0, 2f0a863d c4f95840 ef741b40 0000 d6aebb00 
12.4, 0.0610976181924343, 0, 0, 12399990, 0, 0, 0, 7f417a3d b0aa5940 4c59cf3f 0000 7635bd00 
12.5, 0.0576064586639404, 0, 0, 12499990, 0, 0, 0, c0f46b3d 09a06340 b872bf3f 0000 16bcbe00 
12.6, 0.0576365105807781, 0, 0, 12599990, 0, 0, 0, 43146c3d 44db7640 4a2a993f 0000 b642c000 
12.7, 0.0560166537761688, 3.6141197681427, 1.0370569229126, 12699990, 0, 0, 0, b871653d bd4d6740 48be843f 0000 56c9c100 
12.8, 0.0572228990495205, 0, 0, 12799990, 0, 0, 0, 8f626a3d 09e26f40 e873e83f 0000 f64fc300 
12.9, 0.0557734295725822, 0, 0, 12899990, 0, 0, 0, ae72643d 78616440 43e2d33f 0000 96d6c400 
13, 0.0522778071463108, 0, 0, 13000000, 0, 0, 0, 4121563d ad565d40 1dd78b3f 0000 405dc600 
13.1, 0.0531377978622913, 0, 0, 13099990, 0, 0, 0, 05a7593d cbf21a40 2c27b23f 0000 d6e3c700 
13.2, 0.0527433156967163, 3.50898051261902, 1.93462491035461, 13199990, 0, 0, 0, 6009583d 23936040 caa1f73f 0000 766ac900 

Skipped, , , , , "4f4b0d0a ", "OK\r\n"

