
0	Header	[1]	00  .
44083	Data	[37]	36 2e 36 32 38 30 31 65 2d 30 32 2c 34 2e 34 32 65 2b 30 30 2c 32 2e 39 36 65 2b 30 30 2c 30 2c 34 34 30 30 30  6.62801e-02,4.42e+00,2.96e+00,0,44000
44183	Data	[37]	36 2e 35 33 30 33 32 65 2d 30 32 2c 34 2e 35 30 65 2b 30 30 2c 33 2e 31 30 65 2b 30 30 2c 30 2c 34 34 31 30 30  6.53032e-02,4.50e+00,3.10e+00,0,44100
44283	Data	[37]	36 2e 36 34 36 39 39 65 2d 30 32 2c 34 2e 35 33 65 2b 30 30 2c 32 2e 39 34 65 2b 30 30 2c 30 2c 34 34 32 30 30  6.64699e-02,4.53e+00,2.94e+00,0,44200
44383	Data	[37]	36 2e 35 36 38 36 38 65 2d 30 32 2c 34 2e 36 34 65 2b 30 30 2c 33 2e 30 36 65 2b 30 30 2c 30 2c 34 34 33 30 30  6.56868e-02,4.64e+00,3.06e+00,0,44300
44482	Data	[37]	36 2e 36 35 31 30 32 65 2d 30 32 2c 34 2e 37 31 65 2b 30 30 2c 32 2e 39 35 65 2b 30 30 2c 30 2c 34 34 34 30 30  6.65102e-02,4.71e+00,2.95e+00,0,44400
44583	Data	[37]	36 2e 36 34 36 34 33 65 2d 30 32 2c 34 2e 37 39 65 2b 30 30 2c 33 2e 30 34 65 2b 30 30 2c 30 2c 34 34 35 30 30  6.64643e-02,4.79e+00,3.04e+00,0,44500
44683	Data	[37]	36 2e 36 31 37 38 36 65 2d 30 32 2c 34 2e 39 30 65 2b 30 30 2c 32 2e 39 35 65 2b 30 30 2c 30 2c 34 34 36 30 30  6.61786e-02,4.90e+00,2.95e+00,0,44600
44783	Data	[37]	36 2e 36 30 32 37 31 65 2d 30 32 2c 34 2e 36 36 65 2b 30 30 2c 32 2e 39 37 65 2b 30 30 2c 30 2c 34 34 37 30 30  6.60271e-02,4.66e+00,2.97e+00,0,44700
44883	Data	[37]	36 2e 35 35 30 36 30 65 2d 30 32 2c 34 2e 36 33 65 2b 30 30 2c 32 2e 39 35 65 2b 30 30 2c 30 2c 34 34 38 30 30  6.55060e-02,4.63e+00,2.95e+00,0,44800
44983	Data	[37]	36 2e 34 38 32 38 34 65 2d 30 32 2c 34 2e 35 38 65 2b 30 30 2c 33 2e 30 30 65 2b 30 30 2c 30 2c 34 34 39 30 30  6.48284e-02,4.58e+00,3.00e+00,0,44900
45083	Data	[37]	36 2e 33 38 37 39 36 65 2d 30 32 2c 34 2e 35 34 65 2b 30 30 2c 32 2e 39 30 65 2b 30 30 2c 30 2c 34 35 30 30 30  6.38796e-02,4.54e+00,2.90e+00,0,45000
45182	Data	[37]	36 2e 33 31 34 38 36 65 2d 30 32 2c 34 2e 34 32 65 2b 30 30 2c 32 2e 37 31 65 2b 30 30 2c 30 2c 34 35 31 30 30  6.31486e-02,4.42e+00,2.71e+00,0,45100
45282	Data	[37]	36 2e 32 31 33 34 39 65 2d 30 32 2c 34 2e 31 31 65 2b 30 30 2c 32 2e 34 33 65 2b 30 30 2c 30 2c 34 35 32 30 30  6.21349e-02,4.11e+00,2.43e+00,0,45200
45382	Data	[37]	36 2e 31 34 32 37 36 65 2d 30 32 2c 33 2e 38 39 65 2b 30 30 2c 32 2e 32 33 65 2b 30 30 2c 30 2c 34 35 33 30 30  6.14276e-02,3.89e+00,2.23e+00,0,45300
45482	Data	[37]	36 2e 31 33 35 38 34 65 2d 30 32 2c 33 2e 37 32 65 2b 30 30 2c 31 2e 37 38 65 2b 30 30 2c 30 2c 34 35 34 30 30  6.13584e-02,3.72e+00,1.78e+00,0,45400
45582	Data	[37]	36 2e 32 32 31 30 37 65 2d 30 32 2c 33 2e 36 35 65 2b 30 30 2c 31 2e 35 36 65 2b 30 30 2c 30 2c 34 35 35 30 30  6.22107e-02,3.65e+00,1.56e+00,0,45500
45682	Data	[37]	36 2e 32 32 35 30 33 65 2d 30 32 2c 33 2e 36 30 65 2b 30 30 2c 31 2e 33 32 65 2b 30 30 2c 30 2c 34 35 36 30 30  6.22503e-02,3.60e+00,1.32e+00,0,45600
45782	Data	[37]	36 2e 33 36 35 33 37 65 2d 30 32 2c 33 2e 35 30 65 2b 30 30 2c 31 2e 31 36 65 2b 30 30 2c 30 2c 34 35 37 30 30  6.36537e-02,3.50e+00,1.16e+00,0,45700
45882	Data	[37]	36 2e 34 31 38 31 39 65 2d 30 32 2c 33 2e 36 31 65 2b 30 30 2c 31 2e 31 33 65 2b 30 30 2c 30 2c 34 35 38 30 30  6.41819e-02,3.61e+00,1.13e+00,0,45800
45982	Data	[37]	36 2e 34 39 38 33 33 65 2d 30 32 2c 33 2e 37 38 65 2b 30 30 2c 31 2e 31 34 65 2b 30 30 2c 30 2c 34 35 39 30 30  6.49833e-02,3.78e+00,1.14e+00,0,45900
46082	Data	[37]	36 2e 37 31 37 38 36 65 2d 30 32 2c 34 2e 30 37 65 2b 30 30 2c 31 2e 31 37 65 2b 30 30 2c 30 2c 34 36 30 30 30  6.71786e-02,4.07e+00,1.17e+00,0,46000
46182	Data	[37]	36 2e 39 35 31 31 36 65 2d 30 32 2c 34 2e 35 33 65 2b 30 30 2c 31 2e 32 37 65 2b 30 30 2c 30 2c 34 36 31 30 30  6.95116e-02,4.53e+00,1.27e+00,0,46100
46282	Data	[37]	37 2e 32 38 30 30 32 65 2d 30 32 2c 35 2e 30 34 65 2b 30 30 2c 31 2e 33 32 65 2b 30 30 2c 30 2c 34 36 32 30 30  7.28002e-02,5.04e+00,1.32e+00,0,46200
46382	Data	[37]	37 2e 35 34 31 37 36 65 2d 30 32 2c 35 2e 35 31 65 2b 30 30 2c 31 2e 36 35 65 2b 30 30 2c 30 2c 34 36 33 30 30  7.54176e-02,5.51e+00,1.65e+00,0,46300
46482	Data	[37]	37 2e 36 39 35 32 39 65 2d 30 32 2c 35 2e 36 36 65 2b 30 30 2c 32 2e 30 39 65 2b 30 30 2c 30 2c 34 36 34 30 30  7.69529e-02,5.66e+00,2.09e+00,0,46400
46582	Data	[37]	37 2e 36 33 38 34 35 65 2d 30 32 2c 35 2e 37 34 65 2b 30 30 2c 32 2e 34 35 65 2b 30 30 2c 30 2c 34 36 35 30 30  7.63845e-02,5.74e+00,2.45e+00,0,46500
46682	Data	[37]	37 2e 33 37 33 30 39 65 2d 30 32 2c 35 2e 31 37 65 2b 30 30 2c 32 2e 39 37 65 2b 30 30 2c 30 2c 34 36 36 30 30  7.37309e-02,5.17e+00,2.97e+00,0,46600
46783	Data	[37]	36 2e 37 35 30 34 37 65 2d 30 32 2c 34 2e 34 30 65 2b 30 30 2c 33 2e 35 30 65 2b 30 30 2c 30 2c 34 36 37 30 30  6.75047e-02,4.40e+00,3.50e+00,0,46700
46883	Data	[37]	35 2e 38 39 32 34 32 65 2d 30 32 2c 33 2e 34 37 65 2b 30 30 2c 33 2e 37 32 65 2b 30 30 2c 30 2c 34 36 38 30 30  5.89242e-02,3.47e+00,3.72e+00,0,46800
46983	Data	[37]	35 2e 33 34 37 36 39 65 2d 30 32 2c 32 2e 38 32 65 2b 30 30 2c 33 2e 38 30 65 2b 30 30 2c 30 2c 34 36 39 30 30  5.34769e-02,2.82e+00,3.80e+00,0,46900
47083	Data	[37]	34 2e 35 37 39 38 36 65 2d 30 32 2c 31 2e 39 32 65 2b 30 30 2c 33 2e 37 34 65 2b 30 30 2c 30 2c 34 37 30 30 30  4.57986e-02,1.92e+00,3.74e+00,0,47000
47182	Data	[37]	34 2e 32 33 38 35 34 65 2d 30 32 2c 31 2e 34 35 65 2b 30 30 2c 33 2e 36 39 65 2b 30 30 2c 30 2c 34 37 31 30 30  4.23854e-02,1.45e+00,3.69e+00,0,47100
47282	Data	[37]	33 2e 37 33 38 30 34 65 2d 30 32 2c 38 2e 35 34 65 2d 30 31 2c 33 2e 37 33 65 2b 30 30 2c 30 2c 34 37 32 30 30  3.73804e-02,8.54e-01,3.73e+00,0,47200
47382	Data	[37]	33 2e 33 35 31 32 34 65 2d 30 32 2c 36 2e 31 34 65 2d 30 31 2c 33 2e 39 37 65 2b 30 30 2c 30 2c 34 37 33 30 30  3.35124e-02,6.14e-01,3.97e+00,0,47300
47482	Data	[38]	33 2e 31 38 35 38 39 65 2d 30 32 2c 2d 31 2e 34 30 65 2d 30 31 2c 34 2e 32 33 65 2b 30 30 2c 30 2c 34 37 34 30 30  3.18589e-02,-1.40e-01,4.23e+00,0,47400
47582	Data	[38]	32 2e 39 38 35 39 30 65 2d 30 32 2c 2d 31 2e 39 32 65 2d 30 31 2c 34 2e 36 31 65 2b 30 30 2c 30 2c 34 37 35 30 30  2.98590e-02,-1.92e-01,4.61e+00,0,47500
47682	Data	[38]	32 2e 39 34 34 38 30 65 2d 30 32 2c 2d 31 2e 38 39 65 2d 30 31 2c 36 2e 31 34 65 2b 30 30 2c 30 2c 34 37 36 30 30  2.94480e-02,-1.89e-01,6.14e+00,0,47600
47782	Data	[38]	33 2e 32 39 37 32 34 65 2d 30 32 2c 2d 33 2e 37 32 65 2d 30 31 2c 38 2e 30 36 65 2b 30 30 2c 30 2c 34 37 37 30 30  3.29724e-02,-3.72e-01,8.06e+00,0,47700
47882	Data	[38]	33 2e 36 33 33 31 38 65 2d 30 32 2c 2d 35 2e 30 34 65 2d 30 31 2c 31 2e 30 30 65 2b 30 31 2c 30 2c 34 37 38 30 30  3.63318e-02,-5.04e-01,1.00e+01,0,47800
47982	Data	[38]	34 2e 31 34 39 38 37 65 2d 30 32 2c 2d 36 2e 31 30 65 2d 30 31 2c 31 2e 31 31 65 2b 30 31 2c 30 2c 34 37 39 30 30  4.14987e-02,-6.10e-01,1.11e+01,0,47900
48083	Data	[38]	34 2e 35 31 33 34 31 65 2d 30 32 2c 2d 34 2e 32 31 65 2d 30 31 2c 31 2e 31 37 65 2b 30 31 2c 30 2c 34 38 30 30 30  4.51341e-02,-4.21e-01,1.17e+01,0,48000
48183	Data	[38]	34 2e 37 31 36 30 38 65 2d 30 32 2c 2d 34 2e 39 36 65 2d 30 31 2c 31 2e 32 31 65 2b 30 31 2c 30 2c 34 38 31 30 30  4.71608e-02,-4.96e-01,1.21e+01,0,48100
48283	Data	[38]	34 2e 38 31 35 38 33 65 2d 30 32 2c 2d 37 2e 30 35 65 2d 30 31 2c 31 2e 32 34 65 2b 30 31 2c 30 2c 34 38 32 30 30  4.81583e-02,-7.05e-01,1.24e+01,0,48200
48382	Data	[38]	34 2e 39 35 36 35 36 65 2d 30 32 2c 2d 37 2e 38 30 65 2d 30 31 2c 31 2e 32 33 65 2b 30 31 2c 30 2c 34 38 33 30 30  4.95656e-02,-7.80e-01,1.23e+01,0,48300
48483	Data	[38]	35 2e 30 35 37 30 37 65 2d 30 32 2c 2d 36 2e 37 37 65 2d 30 31 2c 31 2e 32 31 65 2b 30 31 2c 30 2c 34 38 34 30 30  5.05707e-02,-6.77e-01,1.21e+01,0,48400
48582	Data	[38]	35 2e 30 32 33 32 31 65 2d 30 32 2c 2d 37 2e 35 31 65 2d 30 31 2c 31 2e 31 36 65 2b 30 31 2c 30 2c 34 38 35 30 30  5.02321e-02,-7.51e-01,1.16e+01,0,48500
48682	Data	[38]	35 2e 30 38 34 33 31 65 2d 30 32 2c 2d 31 2e 31 37 65 2b 30 30 2c 31 2e 31 33 65 2b 30 31 2c 30 2c 34 38 36 30 30  5.08431e-02,-1.17e+00,1.13e+01,0,48600
48782	Data	[38]	35 2e 31 34 34 35 32 65 2d 30 32 2c 2d 31 2e 35 34 65 2b 30 30 2c 31 2e 30 39 65 2b 30 31 2c 30 2c 34 38 37 30 30  5.14452e-02,-1.54e+00,1.09e+01,0,48700
48882	Data	[38]	35 2e 31 30 31 30 30 65 2d 30 32 2c 2d 31 2e 39 36 65 2b 30 30 2c 31 2e 30 35 65 2b 30 31 2c 30 2c 34 38 38 30 30  5.10100e-02,-1.96e+00,1.05e+01,0,48800
48982	Data	[38]	35 2e 30 31 38 36 30 65 2d 30 32 2c 2d 32 2e 36 30 65 2b 30 30 2c 39 2e 36 30 65 2b 30 30 2c 30 2c 34 38 39 30 30  5.01860e-02,-2.60e+00,9.60e+00,0,48900
49082	Data	[38]	35 2e 30 37 32 39 37 65 2d 30 32 2c 2d 33 2e 30 33 65 2b 30 30 2c 38 2e 36 32 65 2b 30 30 2c 30 2c 34 39 30 30 30  5.07297e-02,-3.03e+00,8.62e+00,0,49000
49182	Data	[38]	35 2e 30 30 33 31 38 65 2d 30 32 2c 2d 33 2e 35 34 65 2b 30 30 2c 38 2e 31 36 65 2b 30 30 2c 30 2c 34 39 31 30 30  5.00318e-02,-3.54e+00,8.16e+00,0,49100
49282	Data	[38]	35 2e 30 32 39 35 37 65 2d 30 32 2c 2d 33 2e 37 30 65 2b 30 30 2c 37 2e 34 35 65 2b 30 30 2c 30 2c 34 39 32 30 30  5.02957e-02,-3.70e+00,7.45e+00,0,49200
49382	Data	[38]	34 2e 39 35 31 37 36 65 2d 30 32 2c 2d 34 2e 31 30 65 2b 30 30 2c 36 2e 39 33 65 2b 30 30 2c 30 2c 34 39 33 30 30  4.95176e-02,-4.10e+00,6.93e+00,0,49300
49482	Data	[38]	34 2e 39 34 39 38 34 65 2d 30 32 2c 2d 34 2e 31 38 65 2b 30 30 2c 36 2e 32 35 65 2b 30 30 2c 30 2c 34 39 34 30 30  4.94984e-02,-4.18e+00,6.25e+00,0,49400
49582	Data	[38]	35 2e 30 30 34 30 31 65 2d 30 32 2c 2d 34 2e 33 34 65 2b 30 30 2c 35 2e 37 31 65 2b 30 30 2c 30 2c 34 39 35 30 30  5.00401e-02,-4.34e+00,5.71e+00,0,49500
49682	Data	[38]	35 2e 30 36 33 36 39 65 2d 30 32 2c 2d 33 2e 39 39 65 2b 30 30 2c 34 2e 39 39 65 2b 30 30 2c 30 2c 34 39 36 30 30  5.06369e-02,-3.99e+00,4.99e+00,0,49600
49782	Data	[38]	35 2e 31 31 34 39 39 65 2d 30 32 2c 2d 33 2e 39 34 65 2b 30 30 2c 34 2e 37 31 65 2b 30 30 2c 30 2c 34 39 37 30 30  5.11499e-02,-3.94e+00,4.71e+00,0,49700
49882	Data	[38]	35 2e 31 34 31 32 35 65 2d 30 32 2c 2d 33 2e 35 31 65 2b 30 30 2c 34 2e 32 31 65 2b 30 30 2c 30 2c 34 39 38 30 30  5.14125e-02,-3.51e+00,4.21e+00,0,49800
49982	Data	[38]	35 2e 31 39 33 34 30 65 2d 30 32 2c 2d 32 2e 38 37 65 2b 30 30 2c 33 2e 35 37 65 2b 30 30 2c 30 2c 34 39 39 30 30  5.19340e-02,-2.87e+00,3.57e+00,0,49900
50082	Data	[38]	35 2e 33 31 38 35 31 65 2d 30 32 2c 2d 32 2e 31 37 65 2b 30 30 2c 33 2e 30 33 65 2b 30 30 2c 30 2c 35 30 30 30 30  5.31851e-02,-2.17e+00,3.03e+00,0,50000
50182	Data	[38]	35 2e 33 39 30 31 33 65 2d 30 32 2c 2d 31 2e 36 34 65 2b 30 30 2c 32 2e 37 33 65 2b 30 30 2c 30 2c 35 30 31 30 30  5.39013e-02,-1.64e+00,2.73e+00,0,50100
50282	Data	[38]	35 2e 35 30 36 33 34 65 2d 30 32 2c 2d 31 2e 33 39 65 2b 30 30 2c 32 2e 35 33 65 2b 30 30 2c 30 2c 35 30 32 30 30  5.50634e-02,-1.39e+00,2.53e+00,0,50200
50382	Data	[38]	35 2e 36 30 32 34 38 65 2d 30 32 2c 2d 31 2e 31 36 65 2b 30 30 2c 32 2e 33 32 65 2b 30 30 2c 30 2c 35 30 33 30 30  5.60248e-02,-1.16e+00,2.32e+00,0,50300
50481	Data	[38]	35 2e 38 32 37 37 39 65 2d 30 32 2c 2d 38 2e 35 33 65 2d 30 31 2c 32 2e 30 39 65 2b 30 30 2c 30 2c 35 30 34 30 30  5.82779e-02,-8.53e-01,2.09e+00,0,50400
50582	Data	[38]	35 2e 37 30 37 32 36 65 2d 30 32 2c 2d 38 2e 30 38 65 2d 30 31 2c 32 2e 31 35 65 2b 30 30 2c 30 2c 35 30 35 30 30  5.70726e-02,-8.08e-01,2.15e+00,0,50500
50682	Data	[38]	35 2e 34 34 36 33 34 65 2d 30 32 2c 2d 37 2e 39 33 65 2d 30 31 2c 31 2e 39 34 65 2b 30 30 2c 30 2c 35 30 36 30 30  5.44634e-02,-7.93e-01,1.94e+00,0,50600
50782	Data	[38]	34 2e 39 37 37 33 34 65 2d 30 32 2c 2d 37 2e 34 37 65 2d 30 31 2c 32 2e 31 30 65 2b 30 30 2c 30 2c 35 30 37 30 30  4.97734e-02,-7.47e-01,2.10e+00,0,50700
50882	Data	[38]	34 2e 33 39 32 34 33 65 2d 30 32 2c 2d 36 2e 37 31 65 2d 30 31 2c 32 2e 31 31 65 2b 30 30 2c 30 2c 35 30 38 30 30  4.39243e-02,-6.71e-01,2.11e+00,0,50800
50982	Data	[38]	34 2e 30 32 30 31 32 65 2d 30 32 2c 2d 38 2e 31 31 65 2d 30 31 2c 31 2e 39 37 65 2b 30 30 2c 30 2c 35 30 39 30 30  4.02012e-02,-8.11e-01,1.97e+00,0,50900
51082	Data	[38]	33 2e 36 38 30 32 38 65 2d 30 32 2c 2d 34 2e 39 35 65 2d 30 31 2c 31 2e 39 38 65 2b 30 30 2c 30 2c 35 31 30 30 30  3.68028e-02,-4.95e-01,1.98e+00,0,51000
51181	Data	[38]	33 2e 32 37 37 35 39 65 2d 30 32 2c 2d 38 2e 37 30 65 2d 30 31 2c 32 2e 36 33 65 2b 30 30 2c 30 2c 35 31 31 30 30  3.27759e-02,-8.70e-01,2.63e+00,0,51100
51282	Data	[38]	33 2e 32 36 30 31 39 65 2d 30 32 2c 2d 37 2e 37 33 65 2d 30 31 2c 33 2e 35 37 65 2b 30 30 2c 30 2c 35 31 32 30 30  3.26019e-02,-7.73e-01,3.57e+00,0,51200
51382	Data	[38]	32 2e 38 38 36 32 31 65 2d 30 32 2c 2d 37 2e 36 38 65 2d 30 31 2c 33 2e 36 33 65 2b 30 30 2c 30 2c 35 31 33 30 30  2.88621e-02,-7.68e-01,3.63e+00,0,51300
51482	Data	[38]	32 2e 37 37 39 35 37 65 2d 30 32 2c 2d 35 2e 38 30 65 2d 30 31 2c 34 2e 32 36 65 2b 30 30 2c 30 2c 35 31 34 30 30  2.77957e-02,-5.80e-01,4.26e+00,0,51400
51582	Data	[38]	32 2e 36 37 32 35 34 65 2d 30 32 2c 2d 37 2e 32 35 65 2d 30 31 2c 34 2e 39 37 65 2b 30 30 2c 30 2c 35 31 35 30 30  2.67254e-02,-7.25e-01,4.97e+00,0,51500
51682	Data	[38]	32 2e 33 39 30 39 34 65 2d 30 32 2c 2d 38 2e 34 31 65 2d 30 31 2c 35 2e 37 38 65 2b 30 30 2c 30 2c 35 31 36 30 30  2.39094e-02,-8.41e-01,5.78e+00,0,51600
51782	Data	[38]	32 2e 33 36 36 34 34 65 2d 30 32 2c 2d 37 2e 34 30 65 2d 30 31 2c 36 2e 34 39 65 2b 30 30 2c 30 2c 35 31 37 30 30  2.36644e-02,-7.40e-01,6.49e+00,0,51700
51882	Data	[38]	32 2e 34 33 30 37 33 65 2d 30 32 2c 2d 36 2e 36 31 65 2d 30 31 2c 37 2e 39 36 65 2b 30 30 2c 30 2c 35 31 38 30 30  2.43073e-02,-6.61e-01,7.96e+00,0,51800
51982	Data	[38]	32 2e 35 36 36 39 33 65 2d 30 32 2c 2d 31 2e 31 30 65 2b 30 30 2c 38 2e 35 37 65 2b 30 30 2c 30 2c 35 31 39 30 30  2.56693e-02,-1.10e+00,8.57e+00,0,51900
52082	Data	[38]	32 2e 36 34 34 30 36 65 2d 30 32 2c 2d 31 2e 31 32 65 2b 30 30 2c 39 2e 34 37 65 2b 30 30 2c 30 2c 35 32 30 30 30  2.64406e-02,-1.12e+00,9.47e+00,0,52000
52182	Data	[38]	32 2e 35 31 32 30 34 65 2d 30 32 2c 2d 31 2e 32 31 65 2b 30 30 2c 39 2e 32 32 65 2b 30 30 2c 30 2c 35 32 31 30 30  2.51204e-02,-1.21e+00,9.22e+00,0,52100
52282	Data	[38]	32 2e 34 36 31 39 37 65 2d 30 32 2c 2d 31 2e 33 33 65 2b 30 30 2c 31 2e 30 31 65 2b 30 31 2c 30 2c 35 32 32 30 30  2.46197e-02,-1.33e+00,1.01e+01,0,52200
52382	Data	[38]	32 2e 37 34 37 37 30 65 2d 30 32 2c 2d 31 2e 34 33 65 2b 30 30 2c 31 2e 31 32 65 2b 30 31 2c 30 2c 35 32 33 30 30  2.74770e-02,-1.43e+00,1.12e+01,0,52300
52482	Data	[38]	32 2e 36 39 32 34 31 65 2d 30 32 2c 2d 31 2e 34 38 65 2b 30 30 2c 31 2e 31 30 65 2b 30 31 2c 30 2c 35 32 34 30 30  2.69241e-02,-1.48e+00,1.10e+01,0,52400
52582	Data	[38]	32 2e 35 36 31 35 35 65 2d 30 32 2c 2d 31 2e 37 31 65 2b 30 30 2c 31 2e 31 31 65 2b 30 31 2c 30 2c 35 32 35 30 30  2.56155e-02,-1.71e+00,1.11e+01,0,52500
52682	Data	[38]	32 2e 34 39 32 39 36 65 2d 30 32 2c 2d 31 2e 32 38 65 2b 30 30 2c 31 2e 31 31 65 2b 30 31 2c 30 2c 35 32 36 30 30  2.49296e-02,-1.28e+00,1.11e+01,0,52600
52781	Data	[38]	32 2e 34 35 34 39 37 65 2d 30 32 2c 2d 31 2e 38 31 65 2b 30 30 2c 31 2e 31 37 65 2b 30 31 2c 30 2c 35 32 37 30 30  2.45497e-02,-1.81e+00,1.17e+01,0,52700
52882	Data	[38]	32 2e 35 31 35 32 31 65 2d 30 32 2c 2d 31 2e 38 35 65 2b 30 30 2c 31 2e 31 33 65 2b 30 31 2c 30 2c 35 32 38 30 30  2.51521e-02,-1.85e+00,1.13e+01,0,52800
52982	Data	[38]	32 2e 36 37 30 32 39 65 2d 30 32 2c 2d 31 2e 38 30 65 2b 30 30 2c 31 2e 31 34 65 2b 30 31 2c 30 2c 35 32 39 30 30  2.67029e-02,-1.80e+00,1.14e+01,0,52900
53082	Data	[38]	32 2e 35 35 37 31 30 65 2d 30 32 2c 2d 32 2e 30 37 65 2b 30 30 2c 31 2e 31 37 65 2b 30 31 2c 30 2c 35 33 30 30 30  2.55710e-02,-2.07e+00,1.17e+01,0,53000
53182	Data	[38]	32 2e 34 36 33 35 33 65 2d 30 32 2c 2d 32 2e 32 33 65 2b 30 30 2c 31 2e 30 36 65 2b 30 31 2c 30 2c 35 33 31 30 30  2.46353e-02,-2.23e+00,1.06e+01,0,53100
53282	Data	[38]	32 2e 33 30 35 36 37 65 2d 30 32 2c 2d 32 2e 34 38 65 2b 30 30 2c 31 2e 30 34 65 2b 30 31 2c 30 2c 35 33 32 30 30  2.30567e-02,-2.48e+00,1.04e+01,0,53200
53382	Data	[38]	32 2e 32 31 39 38 34 65 2d 30 32 2c 2d 32 2e 36 30 65 2b 30 30 2c 39 2e 39 35 65 2b 30 30 2c 30 2c 35 33 33 30 30  2.21984e-02,-2.60e+00,9.95e+00,0,53300
53482	Data	[38]	32 2e 31 38 31 37 37 65 2d 30 32 2c 2d 32 2e 33 38 65 2b 30 30 2c 38 2e 32 35 65 2b 30 30 2c 30 2c 35 33 34 30 30  2.18177e-02,-2.38e+00,8.25e+00,0,53400
53581	Data	[38]	32 2e 32 35 38 32 34 65 2d 30 32 2c 2d 32 2e 34 31 65 2b 30 30 2c 36 2e 33 36 65 2b 30 30 2c 30 2c 35 33 35 30 30  2.25824e-02,-2.41e+00,6.36e+00,0,53500
53682	Data	[38]	32 2e 32 33 36 31 32 65 2d 30 32 2c 2d 32 2e 31 39 65 2b 30 30 2c 35 2e 31 30 65 2b 30 30 2c 30 2c 35 33 36 30 30  2.23612e-02,-2.19e+00,5.10e+00,0,53600
53782	Data	[38]	32 2e 33 36 30 38 34 65 2d 30 32 2c 2d 32 2e 30 30 65 2b 30 30 2c 33 2e 32 35 65 2b 30 30 2c 30 2c 35 33 37 30 30  2.36084e-02,-2.00e+00,3.25e+00,0,53700
53882	Data	[38]	32 2e 34 37 35 32 39 65 2d 30 32 2c 2d 31 2e 38 36 65 2b 30 30 2c 31 2e 31 32 65 2b 30 30 2c 30 2c 35 33 38 30 30  2.47529e-02,-1.86e+00,1.12e+00,0,53800
53982	Data	[39]	32 2e 36 32 32 37 31 65 2d 30 32 2c 2d 31 2e 37 37 65 2b 30 30 2c 2d 34 2e 35 30 65 2d 30 31 2c 30 2c 35 33 39 30 30  2.62271e-02,-1.77e+00,-4.50e-01,0,53900
54082	Data	[39]	32 2e 37 34 33 38 30 65 2d 30 32 2c 2d 31 2e 32 34 65 2b 30 30 2c 2d 31 2e 30 39 65 2b 30 30 2c 30 2c 35 34 30 30 30  2.74380e-02,-1.24e+00,-1.09e+00,0,54000
54182	Data	[39]	32 2e 37 32 38 36 30 65 2d 30 32 2c 2d 31 2e 33 35 65 2b 30 30 2c 2d 32 2e 30 32 65 2b 30 30 2c 30 2c 35 34 31 30 30  2.72860e-02,-1.35e+00,-2.02e+00,0,54100
54282	Data	[39]	32 2e 38 30 34 37 33 65 2d 30 32 2c 2d 39 2e 37 35 65 2d 30 31 2c 2d 32 2e 33 37 65 2b 30 30 2c 30 2c 35 34 32 30 30  2.80473e-02,-9.75e-01,-2.37e+00,0,54200
54381	Data	[39]	32 2e 37 34 33 37 37 65 2d 30 32 2c 2d 31 2e 30 37 65 2b 30 30 2c 2d 32 2e 36 37 65 2b 30 30 2c 30 2c 35 34 33 30 30  2.74377e-02,-1.07e+00,-2.67e+00,0,54300
54482	Data	[39]	32 2e 38 33 37 30 30 65 2d 30 32 2c 2d 31 2e 30 33 65 2b 30 30 2c 2d 32 2e 37 39 65 2b 30 30 2c 30 2c 35 34 34 30 30  2.83700e-02,-1.03e+00,-2.79e+00,0,54400
54581	Data	[39]	32 2e 38 30 34 32 32 65 2d 30 32 2c 2d 38 2e 30 33 65 2d 30 31 2c 2d 32 2e 38 39 65 2b 30 30 2c 30 2c 35 34 35 30 30  2.80422e-02,-8.03e-01,-2.89e+00,0,54500
54681	Data	[39]	32 2e 37 37 34 33 32 65 2d 30 32 2c 2d 38 2e 37 38 65 2d 30 31 2c 2d 32 2e 38 33 65 2b 30 30 2c 30 2c 35 34 36 30 30  2.77432e-02,-8.78e-01,-2.83e+00,0,54600
54781	Data	[39]	32 2e 39 31 39 39 34 65 2d 30 32 2c 2d 35 2e 33 39 65 2d 30 31 2c 2d 33 2e 30 33 65 2b 30 30 2c 30 2c 35 34 37 30 30  2.91994e-02,-5.39e-01,-3.03e+00,0,54700
54881	Data	[39]	32 2e 38 30 33 39 37 65 2d 30 32 2c 2d 36 2e 36 37 65 2d 30 31 2c 2d 32 2e 36 37 65 2b 30 30 2c 30 2c 35 34 38 30 30  2.80397e-02,-6.67e-01,-2.67e+00,0,54800
54981	Data	[39]	32 2e 38 32 31 39 36 65 2d 30 32 2c 2d 37 2e 33 38 65 2d 30 31 2c 2d 32 2e 39 32 65 2b 30 30 2c 30 2c 35 34 39 30 30  2.82196e-02,-7.38e-01,-2.92e+00,0,54900
55081	Data	[39]	32 2e 38 31 30 36 36 65 2d 30 32 2c 2d 38 2e 34 38 65 2d 30 31 2c 2d 32 2e 34 37 65 2b 30 30 2c 30 2c 35 35 30 30 30  2.81066e-02,-8.48e-01,-2.47e+00,0,55000
55181	Data	[39]	32 2e 37 36 30 39 32 65 2d 30 32 2c 2d 35 2e 31 32 65 2d 30 31 2c 2d 32 2e 35 37 65 2b 30 30 2c 30 2c 35 35 31 30 30  2.76092e-02,-5.12e-01,-2.57e+00,0,55100
