Meter S/N:,
Sensor,
Date, 12/11/2015 4:20:37 PM
Units, W
Timestamp, Measurement, Sequence, Flags, FlagsInterpreted, Period
0.6791168, 12.5411510467529, 0, 32, UnderRange, 0, 83268e3e 2000
0.6791680, 12.192440032959, 0, 32, UnderRange, 0, 83268e3e 2000
0.6792192, 11.6871204376221, 0, 32, UnderRange, 0, 83268e3e 2000
0.6792704, 11.0419082641602, 0, 32, UnderRange, 0, 83268e3e 2000
0.6793216, 10.2671375274658, 0, 32, UnderRange, 0, 83268e3e 2000
0.6793728, 9.42371940612793, 0, 32, UnderRange, 0, 83268e3e 2000
0.6794240, 8.50052738189697, 0, 32, UnderRange, 0, 83268e3e 2000
0.6794752, 7.50743246078491, 0, 32, UnderRange, 0, 83268e3e 2000
0.6795264, 6.50296974182129, 0, 32, UnderRange, 0, 83268e3e 2000
0.6795776, 5.49433612823486, 0, 32, UnderRange, 0, 83268e3e 2000
0.6796288, 4.52510499954224, 0, 32, UnderRange, 0, 83268e3e 2000
0.6796800, 3.58580255508423, 0, 32, UnderRange, 0, 83268e3e 2000
0.6797312, 2.72209763526917, 0, 32, UnderRange, 0, 83268e3e 2000
0.6797824, 1.97077286243439, 0, 32, UnderRange, 0, 83268e3e 2000
0.6798336, 1.35977029800415, 0, 32, UnderRange, 0, 83268e3e 2000
0.6798848, 0.847753405570984, 0, 32, UnderRange, 0, 83268e3e 2000
0.6799360, 0.470110535621643, 0, 32, UnderRange, 0, 83268e3e 2000
0.6799872, 0.307253807783127, 0, 32, UnderRange, 0, 83268e3e 2000
0.6800384, 0.266399562358856, 0, 32, UnderRange, 0, 83268e3e 2000
0.6800896, 0.332296669483185, 0, 32, UnderRange, 0, 83268e3e 2000
0.6801408, 0.648374736309052, 0, 32, UnderRange, 0, 83268e3e 2000
0.6801920, 1.09570634365082, 0, 32, UnderRange, 0, 83268e3e 2000
0.6802432, 1.65965914726257, 0, 32, UnderRange, 0, 83268e3e 2000
0.6802944, 2.34274792671204, 0, 32, UnderRange, 0, 83268e3e 2000
0.6803456, 3.16206097602844, 0, 32, UnderRange, 0, 83268e3e 2000
0.6803968, 4.06549310684204, 0, 32, UnderRange, 0, 83268e3e 2000
0.6804480, 5.03314161300659, 0, 32, UnderRange, 0, 83268e3e 2000
0.6804992, 5.99594926834106, 0, 32, UnderRange, 0, 83268e3e 2000
0.6805504, 6.88975238800049, 0, 32, UnderRange, 0, 83268e3e 2000
0.6806016, 7.89030027389526, 0, 33, TriggerDetected| UnderRange, 0, 83268e3e 2000
0.6806528, 8.86455535888672, 0, 32, UnderRange, 0, 83268e3e 2000
0.6807040, 9.74902248382568, 0, 32, UnderRange, 0, 83268e3e 2000
0.6807552, 10.5787324905396, 0, 32, UnderRange, 0, 83268e3e 2000
0.6808064, 11.2996263504028, 0, 32, UnderRange, 0, 83268e3e 2000
0.6808576, 11.8860425949097, 0, 32, UnderRange, 0, 83268e3e 2000
0.6809088, 12.3430614471436, 0, 32, UnderRange, 0, 83268e3e 2000
0.6809600, 12.6524238586426, 0, 32, UnderRange, 0, 83268e3e 2000
0.6810112, 12.8055868148804, 0, 32, UnderRange, 0, 83268e3e 2000
0.6810624, 12.7952728271484, 0, 32, UnderRange, 0, 83268e3e 2000
0.6811136, 12.6002006530762, 0, 32, UnderRange, 0, 83268e3e 2000
0.6811648, 12.2766046524048, 0, 32, UnderRange, 0, 83268e3e 2000
0.6812160, 11.7986211776733, 0, 32, UnderRange, 0, 83268e3e 2000
0.6812672, 11.1872997283936, 0, 32, UnderRange, 0, 83268e3e 2000
0.6813184, 10.4353494644165, 0, 32, UnderRange, 0, 83268e3e 2000
0.6813696, 9.60049819946289, 0, 32, UnderRange, 0, 83268e3e 2000
0.6814208, 8.69942474365234, 0, 32, UnderRange, 0, 83268e3e 2000
0.6814720, 7.71646642684937, 0, 32, UnderRange, 0, 83268e3e 2000
0.6815232, 6.71176195144653, 0, 32, UnderRange, 0, 83268e3e 2000
0.6815744, 5.69891405105591, 0, 32, UnderRange, 0, 83268e3e 2000
0.6816256, 4.72264003753662, 0, 32, UnderRange, 0, 83268e3e 2000
0.6816768, 3.77505731582642, 0, 32, UnderRange, 0, 83268e3e 2000
0.6817280, 2.88221836090088, 0, 32, UnderRange, 0, 83268e3e 2000
0.6817792, 2.12422227859497, 0, 32, UnderRange, 0, 83268e3e 2000
0.6818304, 1.47583782672882, 0, 32, UnderRange, 0, 83268e3e 2000
0.6818816, 0.942432820796967, 0, 32, UnderRange, 0, 83268e3e 2000
0.6819328, 0.53808581829071, 0, 32, UnderRange, 0, 83268e3e 2000
0.6819840, 0.327430099248886, 0, 32, UnderRange, 0, 83268e3e 2000
0.6820352, 0.268458217382431, 0, 32, UnderRange, 0, 83268e3e 2000
0.6820864, 0.293155789375305, 0, 32, UnderRange, 0, 83268e3e 2000
0.6821376, 0.570340573787689, 0, 32, UnderRange, 0, 83268e3e 2000
0.6821888, 0.995144009590149, 0, 32, UnderRange, 0, 83268e3e 2000
0.6822400, 1.53447091579437, 0, 32, UnderRange, 0, 83268e3e 2000
0.6822912, 2.19333124160767, 0, 32, UnderRange, 0, 83268e3e 2000
0.6823424, 2.98291754722595, 0, 32, UnderRange, 0, 83268e3e 2000
0.6823936, 3.88810181617737, 0, 32, UnderRange, 0, 83268e3e 2000
0.6824448, 4.83215999603271, 0, 32, UnderRange, 0, 83268e3e 2000
0.6824960, 5.81458377838135, 0, 32, UnderRange, 0, 83268e3e 2000
0.6825472, 6.6982045173645, 0, 32, UnderRange, 0, 83268e3e 2000
0.6825984, 7.68784666061401, 0, 33, TriggerDetected| UnderRange, 0, 83268e3e 2000
0.6826496, 8.67629718780518, 0, 32, UnderRange, 0, 83268e3e 2000
0.6827008, 9.57980728149414, 0, 32, UnderRange, 0, 83268e3e 2000
0.6827520, 10.41321849823, 0, 32, UnderRange, 0, 83268e3e 2000
0.6828032, 11.1694688796997, 0, 32, UnderRange, 0, 83268e3e 2000
0.6828544, 11.781982421875, 0, 32, UnderRange, 0, 83268e3e 2000
0.6829056, 12.2697057723999, 0, 32, UnderRange, 0, 83268e3e 2000
0.6829568, 12.5925521850586, 0, 32, UnderRange, 0, 83268e3e 2000
0.6830080, 12.7951040267944, 0, 32, UnderRange, 0, 83268e3e 2000
0.6830592, 12.8101978302002, 0, 32, UnderRange, 0, 83268e3e 2000
0.6831104, 12.6583786010742, 0, 32, UnderRange, 0, 83268e3e 2000
0.6831616, 12.350287437439, 0, 32, UnderRange, 0, 83268e3e 2000
0.6832128, 11.8962450027466, 0, 32, UnderRange, 0, 83268e3e 2000
0.6832640, 11.3149890899658, 0, 32, UnderRange, 0, 83268e3e 2000
0.6833152, 10.5928239822388, 0, 32, UnderRange, 0, 83268e3e 2000
0.6833664, 9.7642993927002, 0, 32, UnderRange, 0, 83268e3e 2000
0.6834176, 8.87913513183594, 0, 32, UnderRange, 0, 83268e3e 2000
0.6834688, 7.9091477394104, 0, 32, UnderRange, 0, 83268e3e 2000
0.6835200, 6.90641736984253, 0, 32, UnderRange, 0, 83268e3e 2000
0.6835712, 5.89347839355469, 0, 32, UnderRange, 0, 83268e3e 2000
0.6836224, 4.91369915008545, 0, 32, UnderRange, 0, 83268e3e 2000
0.6836736, 3.96054625511169, 0, 32, UnderRange, 0, 83268e3e 2000
0.6837248, 3.05427384376526, 0, 32, UnderRange, 0, 83268e3e 2000
0.6837760, 2.2594301700592, 0, 32, UnderRange, 0, 83268e3e 2000
0.6838272, 1.58864796161652, 0, 32, UnderRange, 0, 83268e3e 2000
0.6838784, 1.03964650630951, 0, 32, UnderRange, 0, 83268e3e 2000
0.6839296, 0.603109955787659, 0, 32, UnderRange, 0, 83268e3e 2000
0.6839808, 0.350010395050049, 0, 32, UnderRange, 0, 83268e3e 2000
0.6840320, 0.273657023906708, 0, 32, UnderRange, 0, 83268e3e 2000
0.6840832, 0.271200954914093, 0, 32, UnderRange, 0, 83268e3e 2000
0.6841344, 0.497466146945953, 0, 32, UnderRange, 0, 83268e3e 2000
0.6841856, 0.896653354167938, 0, 32, UnderRange, 0, 83268e3e 2000
0.6842368, 1.425537109375, 0, 32, UnderRange, 0, 83268e3e 2000
0.6842880, 2.05480718612671, 0, 32, UnderRange, 0, 83268e3e 2000
0.6843392, 2.81137657165527, 0, 32, UnderRange, 0, 83268e3e 2000
0.6843904, 3.69476890563965, 0, 32, UnderRange, 0, 83268e3e 2000
0.6844416, 4.63969993591309, 0, 32, UnderRange, 0, 83268e3e 2000
0.6844928, 5.61394834518433, 0, 32, UnderRange, 0, 83268e3e 2000
0.6845440, 6.52861166000366, 0, 32, UnderRange, 0, 83268e3e 2000
0.6845952, 7.49171257019043, 0, 32, UnderRange, 0, 83268e3e 2000
0.6846464, 8.48524475097656, 0, 33, TriggerDetected| UnderRange, 0, 83268e3e 2000
0.6846976, 9.40705394744873, 0, 32, UnderRange, 0, 83268e3e 2000
0.6847488, 10.2543754577637, 0, 32, UnderRange, 0, 83268e3e 2000
0.6848000, 11.0277910232544, 0, 32, UnderRange, 0, 83268e3e 2000
0.6848512, 11.6686182022095, 0, 32, UnderRange, 0, 83268e3e 2000
0.6849024, 12.1865644454956, 0, 32, UnderRange, 0, 83268e3e 2000
0.6849536, 12.5390338897705, 0, 32, UnderRange, 0, 83268e3e 2000
0.6850048, 12.768087387085, 0, 32, UnderRange, 0, 83268e3e 2000
0.6850560, 12.8175868988037, 0, 32, UnderRange, 0, 83268e3e 2000
0.6851072, 12.6893692016602, 0, 32, UnderRange, 0, 83268e3e 2000
0.6851584, 12.426887512207, 0, 32, UnderRange, 0, 83268e3e 2000
0.6852096, 11.9977979660034, 0, 32, UnderRange, 0, 83268e3e 2000
0.6852608, 11.4437990188599, 0, 32, UnderRange, 0, 83268e3e 2000
0.6853120, 10.7469778060913, 0, 32, UnderRange, 0, 83268e3e 2000
0.6853632, 9.93075942993164, 0, 32, UnderRange, 0, 83268e3e 2000
0.6854144, 9.06582260131836, 0, 32, UnderRange, 0, 83268e3e 2000
0.6854656, 8.11093044281006, 0, 32, UnderRange, 0, 83268e3e 2000
0.6855168, 7.10803699493408, 0, 32, UnderRange, 0, 83268e3e 2000
0.6855680, 6.09426403045654, 0, 32, UnderRange, 0, 83268e3e 2000
0.6856192, 5.11060857772827, 0, 32, UnderRange, 0, 83268e3e 2000
0.6856704, 4.13993787765503, 0, 32, UnderRange, 0, 83268e3e 2000
0.6857216, 3.23100066184998, 0, 32, UnderRange, 0, 83268e3e 2000
0.6857728, 2.40811085700989, 0, 32, UnderRange, 0, 83268e3e 2000
0.6858240, 1.70749068260193, 0, 32, UnderRange, 0, 83268e3e 2000
0.6858752, 1.13452792167664, 0, 32, UnderRange, 0, 83268e3e 2000
0.6859264, 0.680179953575134, 0, 32, UnderRange, 0, 83268e3e 2000
0.6859776, 0.388818979263306, 0, 32, UnderRange, 0, 83268e3e 2000
0.6860288, 0.281305402517319, 0, 32, UnderRange, 0, 83268e3e 2000
0.6860800, 0.270269334316254, 0, 32, UnderRange, 0, 83268e3e 2000
0.6861312, 0.428722083568573, 0, 32, UnderRange, 0, 83268e3e 2000
0.6861824, 0.810619056224823, 0, 32, UnderRange, 0, 83268e3e 2000
0.6862336, 1.31060969829559, 0, 32, UnderRange, 0, 83268e3e 2000
0.6862848, 1.9072732925415, 0, 32, UnderRange, 0, 83268e3e 2000
0.6863360, 2.65956211090088, 0, 32, UnderRange, 0, 83268e3e 2000
0.6863872, 3.52017259597778, 0, 32, UnderRange, 0, 83268e3e 2000
0.6864384, 4.44101238250732, 0, 32, UnderRange, 0, 83268e3e 2000
0.6864896, 5.42071914672852, 0, 32, UnderRange, 0, 83268e3e 2000
0.6865408, 6.3437671661377, 0, 32, UnderRange, 0, 83268e3e 2000
0.6865920, 7.29201459884644, 0, 32, UnderRange, 0, 83268e3e 2000
0.6866432, 8.2894811630249, 0, 33, TriggerDetected| UnderRange, 0, 83268e3e 2000
0.6866944, 9.22783946990967, 0, 32, UnderRange, 0, 83268e3e 2000
0.6867456, 10.0865602493286, 0, 32, UnderRange, 0, 83268e3e 2000
0.6867968, 10.8901538848877, 0, 32, UnderRange, 0, 83268e3e 2000
0.6868480, 11.5551824569702, 0, 32, UnderRange, 0, 83268e3e 2000
0.6868992, 12.0907831192017, 0, 32, UnderRange, 0, 83268e3e 2000
0.6869504, 12.4867458343506, 0, 32, UnderRange, 0, 83268e3e 2000
0.6870016, 12.7322483062744, 0, 32, UnderRange, 0, 83268e3e 2000
0.6870528, 12.8219766616821, 0, 32, UnderRange, 0, 83268e3e 2000
0.6871040, 12.7374935150146, 0, 32, UnderRange, 0, 83268e3e 2000
0.6871552, 12.4895277023315, 0, 32, UnderRange, 0, 83268e3e 2000
0.6872064, 12.0986080169678, 0, 32, UnderRange, 0, 83268e3e 2000
0.6872576, 11.5692281723022, 0, 32, UnderRange, 0, 83268e3e 2000
0.6873088, 10.9057817459106, 0, 32, UnderRange, 0, 83268e3e 2000
0.6873600, 10.1011075973511, 0, 32, UnderRange, 0, 83268e3e 2000
0.6874112, 9.2445821762085, 0, 32, UnderRange, 0, 83268e3e 2000
0.6874624, 8.31529998779297, 0, 32, UnderRange, 0, 83268e3e 2000
0.6875136, 7.31026935577393, 0, 32, UnderRange, 0, 83268e3e 2000
0.6875648, 6.29806613922119, 0, 32, UnderRange, 0, 83268e3e 2000
0.6876160, 5.30777215957642, 0, 32, UnderRange, 0, 83268e3e 2000
0.6876672, 4.32784986495972, 0, 32, UnderRange, 0, 83268e3e 2000
0.6877184, 3.41260027885437, 0, 32, UnderRange, 0, 83268e3e 2000
0.6877696, 2.56154704093933, 0, 32, UnderRange, 0, 83268e3e 2000
0.6878208, 1.83579957485199, 0, 32, UnderRange, 0, 83268e3e 2000
0.6878720, 1.25352048873901, 0, 32, UnderRange, 0, 83268e3e 2000
0.6879232, 0.757334649562836, 0, 32, UnderRange, 0, 83268e3e 2000
0.6879744, 0.42397928237915, 0, 32, UnderRange, 0, 83268e3e 2000
0.6880256, 0.291038483381271, 0, 32, UnderRange, 0, 83268e3e 2000
0.6880768, 0.260510176420212, 0, 32, UnderRange, 0, 83268e3e 2000
0.6881280, 0.373672097921371, 0, 32, UnderRange, 0, 83268e3e 2000
0.6881792, 0.723158061504364, 0, 32, UnderRange, 0, 83268e3e 2000
0.6882304, 1.20538926124573, 0, 32, UnderRange, 0, 83268e3e 2000
0.6882816, 1.78052151203156, 0, 32, UnderRange, 0, 83268e3e 2000
0.6883328, 2.50384569168091, 0, 32, UnderRange, 0, 83268e3e 2000
0.6883840, 3.34590196609497, 0, 32, UnderRange, 0, 83268e3e 2000
0.6884352, 4.25164031982422, 0, 32, UnderRange, 0, 83268e3e 2000
0.6884864, 5.22616815567017, 0, 32, UnderRange, 0, 83268e3e 2000
0.6885376, 6.17048692703247, 0, 32, UnderRange, 0, 83268e3e 2000
0.6885888, 7.08941793441772, 0, 32, UnderRange, 0, 83268e3e 2000
0.6886400, 8.09274101257324, 0, 33, TriggerDetected| UnderRange, 0, 83268e3e 2000
0.6886912, 9.0498685836792, 0, 32, UnderRange, 0, 83268e3e 2000
0.6887424, 9.91742324829102, 0, 32, UnderRange, 0, 83268e3e 2000
0.6887936, 10.7372121810913, 0, 32, UnderRange, 0, 83268e3e 2000
0.6888448, 11.4326982498169, 0, 32, UnderRange, 0, 83268e3e 2000
0.6888960, 11.9966440200806, 0, 32, UnderRange, 0, 83268e3e 2000
0.6889472, 12.4298849105835, 0, 32, UnderRange, 0, 83268e3e 2000
0.6889984, 12.693115234375, 0, 32, UnderRange, 0, 83268e3e 2000
0.6890496, 12.8214893341064, 0, 32, UnderRange, 0, 83268e3e 2000
0.6891008, 12.7746734619141, 0, 32, UnderRange, 0, 83268e3e 2000
0.6891520, 12.5432481765747, 0, 32, UnderRange, 0, 83268e3e 2000
0.6892032, 12.193977355957, 0, 32, UnderRange, 0, 83268e3e 2000
0.6892544, 11.6900329589844, 0, 32, UnderRange, 0, 83268e3e 2000
0.6893056, 11.0472774505615, 0, 32, UnderRange, 0, 83268e3e 2000
0.6893568, 10.272479057312, 0, 32, UnderRange, 0, 83268e3e 2000
0.6894080, 9.42261123657227, 0, 32, UnderRange, 0, 83268e3e 2000
0.6894592, 8.50181102752686, 0, 32, UnderRange, 0, 83268e3e 2000
0.6895104, 7.50816917419434, 0, 32, UnderRange, 0, 83268e3e 2000
0.6895616, 6.50500202178955, 0, 32, UnderRange, 0, 83268e3e 2000
0.6896128, 5.49753522872925, 0, 32, UnderRange, 0, 83268e3e 2000
0.6896640, 4.52316999435425, 0, 32, UnderRange, 0, 83268e3e 2000
0.6897152, 3.58977007865906, 0, 32, UnderRange, 0, 83268e3e 2000
0.6897664, 2.72409772872925, 0, 32, UnderRange, 0, 83268e3e 2000
0.6898176, 1.97083163261414, 0, 32, UnderRange, 0, 83268e3e 2000
0.6898688, 1.36122965812683, 0, 32, UnderRange, 0, 83268e3e 2000
0.6899200, 0.847883701324463, 0, 32, UnderRange, 0, 83268e3e 2000
0.6899712, 0.472840219736099, 0, 32, UnderRange, 0, 83268e3e 2000
0.6900224, 0.308224499225616, 0, 32, UnderRange, 0, 83268e3e 2000
0.6900736, 0.264601469039917, 0, 32, UnderRange, 0, 83268e3e 2000
0.6901248, 0.329580008983612, 0, 32, UnderRange, 0, 83268e3e 2000
0.6901760, 0.649189114570618, 0, 32, UnderRange, 0, 83268e3e 2000
0.6902272, 1.09454667568207, 0, 32, UnderRange, 0, 83268e3e 2000
0.6902784, 1.65859079360962, 0, 32, UnderRange, 0, 83268e3e 2000
0.6903296, 2.34917807579041, 0, 32, UnderRange, 0, 83268e3e 2000
0.6903808, 3.16401529312134, 0, 32, UnderRange, 0, 83268e3e 2000
0.6904320, 4.06759738922119, 0, 32, UnderRange, 0, 83268e3e 2000
0.6904832, 5.03674411773682, 0, 32, UnderRange, 0, 83268e3e 2000
0.6905344, 6.0004186630249, 0, 32, UnderRange, 0, 83268e3e 2000
0.6905856, 6.89246273040771, 0, 32, UnderRange, 0, 83268e3e 2000
0.6906368, 7.89468479156494, 0, 33, TriggerDetected| UnderRange, 0, 83268e3e 2000
0.6906880, 8.86271095275879, 0, 32, UnderRange, 0, 83268e3e 2000
0.6907392, 9.74706172943115, 0, 32, UnderRange, 0, 83268e3e 2000
0.6907904, 10.5806999206543, 0, 32, UnderRange, 0, 83268e3e 2000
0.6908416, 11.3017835617065, 0, 32, UnderRange, 0, 83268e3e 2000
0.6908928, 11.891019821167, 0, 32, UnderRange, 0, 83268e3e 2000
0.6909440, 12.3468408584595, 0, 32, UnderRange, 0, 83268e3e 2000
0.6909952, 12.651198387146, 0, 32, UnderRange, 0, 83268e3e 2000
0.6910464, 12.8073711395264, 0, 32, UnderRange, 0, 83268e3e 2000
0.6910976, 12.7975339889526, 0, 32, UnderRange, 0, 83268e3e 2000
0.6911488, 12.5973081588745, 0, 32, UnderRange, 0, 83268e3e 2000
0.6912000, 12.2765913009644, 0, 32, UnderRange, 0, 83268e3e 2000
0.6912512, 11.7950048446655, 0, 32, UnderRange, 0, 83268e3e 2000
0.6913024, 11.1874170303345, 0, 32, UnderRange, 0, 83268e3e 2000
0.6913536, 10.4349317550659, 0, 32, UnderRange, 0, 83268e3e 2000
0.6914048, 9.59977531433105, 0, 32, UnderRange, 0, 83268e3e 2000
0.6914560, 8.69699382781982, 0, 32, UnderRange, 0, 83268e3e 2000
0.6915072, 7.71040105819702, 0, 32, UnderRange, 0, 83268e3e 2000
0.6915584, 6.70736455917358, 0, 32, UnderRange, 0, 83268e3e 2000
0.6916096, 5.69510936737061, 0, 32, UnderRange, 0, 83268e3e 2000
0.6916608, 4.71916103363037, 0, 32, UnderRange, 0, 83268e3e 2000
0.6917120, 3.77402782440186, 0, 32, UnderRange, 0, 83268e3e 2000
0.6917632, 2.88172960281372, 0, 32, UnderRange, 0, 83268e3e 2000
0.6918144, 2.11571407318115, 0, 32, UnderRange, 0, 83268e3e 2000
0.6918656, 1.46876275539398, 0, 32, UnderRange, 0, 83268e3e 2000
0.6919168, 0.937462091445923, 0, 32, UnderRange, 0, 83268e3e 2000
0.6919680, 0.534307301044464, 0, 32, UnderRange, 0, 83268e3e 2000
0.6920192, 0.324048936367035, 0, 32, UnderRange, 0, 83268e3e 2000
0.6920704, 0.265656888484955, 0, 32, UnderRange, 0, 83268e3e 2000
0.6921216, 0.292810529470444, 0, 32, UnderRange, 0, 83268e3e 2000
0.6921728, 0.569506704807281, 0, 32, UnderRange, 0, 83268e3e 2000
0.6922240, 0.993306875228882, 0, 32, UnderRange, 0, 83268e3e 2000
0.6922752, 1.53566312789917, 0, 32, UnderRange, 0, 83268e3e 2000
0.6923264, 2.19712281227112, 0, 32, UnderRange, 0, 83268e3e 2000
0.6923776, 2.98304104804993, 0, 32, UnderRange, 0, 83268e3e 2000
0.6924288, 3.88874697685242, 0, 32, UnderRange, 0, 83268e3e 2000
0.6924800, 4.83604955673218, 0, 32, UnderRange, 0, 83268e3e 2000
0.6925312, 5.81523513793945, 0, 32, UnderRange, 0, 83268e3e 2000
0.6925824, 6.6991753578186, 0, 32, UnderRange, 0, 83268e3e 2000
0.6926336, 7.68627691268921, 0, 33, TriggerDetected| UnderRange, 0, 83268e3e 2000
0.6926848, 8.674635887146, 0, 32, UnderRange, 0, 83268e3e 2000
0.6927360, 9.58025646209717, 0, 32, UnderRange, 0, 83268e3e 2000
0.6927872, 10.4141492843628, 0, 32, UnderRange, 0, 83268e3e 2000
0.6928384, 11.1703796386719, 0, 32, UnderRange, 0, 83268e3e 2000
0.6928896, 11.7835531234741, 0, 32, UnderRange, 0, 83268e3e 2000
0.6929408, 12.2685918807983, 0, 32, UnderRange, 0, 83268e3e 2000
0.6929920, 12.5962209701538, 0, 32, UnderRange, 0, 83268e3e 2000
0.6930432, 12.7902889251709, 0, 32, UnderRange, 0, 83268e3e 2000
0.6930944, 12.8075084686279, 0, 32, UnderRange, 0, 83268e3e 2000
0.6931456, 12.6529245376587, 0, 32, UnderRange, 0, 83268e3e 2000
0.6931968, 12.3480911254883, 0, 32, UnderRange, 0, 83268e3e 2000
0.6932480, 11.8983173370361, 0, 32, UnderRange, 0, 83268e3e 2000
0.6932992, 11.3202724456787, 0, 32, UnderRange, 0, 83268e3e 2000
0.6933504, 10.5951051712036, 0, 32, UnderRange, 0, 83268e3e 2000
0.6934016, 9.76747798919678, 0, 32, UnderRange, 0, 83268e3e 2000
0.6934528, 8.87921333312988, 0, 32, UnderRange, 0, 83268e3e 2000
0.6935040, 7.90708255767822, 0, 32, UnderRange, 0, 83268e3e 2000
0.6935552, 6.90524482727051, 0, 32, UnderRange, 0, 83268e3e 2000
0.6936064, 5.88775777816772, 0, 32, UnderRange, 0, 83268e3e 2000
0.6936576, 4.9082202911377, 0, 32, UnderRange, 0, 83268e3e 2000
0.6937088, 3.95541286468506, 0, 32, UnderRange, 0, 83268e3e 2000
0.6937600, 3.0549578666687, 0, 32, UnderRange, 0, 83268e3e 2000
0.6938112, 2.25871348381042, 0, 32, UnderRange, 0, 83268e3e 2000
0.6938624, 1.58563160896301, 0, 32, UnderRange, 0, 83268e3e 2000
0.6939136, 1.03615462779999, 0, 32, UnderRange, 0, 83268e3e 2000
0.6939648, 0.598927438259125, 0, 32, UnderRange, 0, 83268e3e 2000
0.6940160, 0.350036442279816, 0, 32, UnderRange, 0, 83268e3e 2000
0.6940672, 0.271871984004974, 0, 32, UnderRange, 0, 83268e3e 2000
0.6941184, 0.273350834846497, 0, 32, UnderRange, 0, 83268e3e 2000
0.6941696, 0.496000319719315, 0, 32, UnderRange, 0, 83268e3e 2000
0.6942208, 0.902125835418701, 0, 32, UnderRange, 0, 83268e3e 2000
0.6942720, 1.42764139175415, 0, 32, UnderRange, 0, 83268e3e 2000
0.6943232, 2.05449461936951, 0, 32, UnderRange, 0, 83268e3e 2000
0.6943744, 2.81234693527222, 0, 32, UnderRange, 0, 83268e3e 2000
0.6944256, 3.69617605209351, 0, 32, UnderRange, 0, 83268e3e 2000
0.6944768, 4.63944005966187, 0, 32, UnderRange, 0, 83268e3e 2000
0.6945280, 5.61397409439087, 0, 32, UnderRange, 0, 83268e3e 2000
0.6945792, 6.51551675796509, 0, 32, UnderRange, 0, 83268e3e 2000
0.6946304, 7.46936655044556, 0, 32, UnderRange, 0, 83268e3e 2000
0.6946816, 8.46338081359863, 0, 33, TriggerDetected| UnderRange, 0, 83268e3e 2000
0.6947328, 9.38468265533447, 0, 32, UnderRange, 0, 83268e3e 2000
0.6947840, 10.2317552566528, 0, 32, UnderRange, 0, 83268e3e 2000
0.6948352, 11.010910987854, 0, 32, UnderRange, 0, 83268e3e 2000
0.6948864, 11.6609172821045, 0, 32, UnderRange, 0, 83268e3e 2000
0.6949376, 12.1731557846069, 0, 32, UnderRange, 0, 83268e3e 2000
0.6949888, 12.5328903198242, 0, 32, UnderRange, 0, 83268e3e 2000
0.6950400, 12.7639570236206, 0, 32, UnderRange, 0, 83268e3e 2000
0.6950912, 12.8170909881592, 0, 32, UnderRange, 0, 83268e3e 2000
0.6951424, 12.6937589645386, 0, 32, UnderRange, 0, 83268e3e 2000
0.6951936, 12.4315977096558, 0, 32, UnderRange, 0, 83268e3e 2000
0.6952448, 12.0037269592285, 0, 32, UnderRange, 0, 83268e3e 2000
0.6952960, 11.453239440918, 0, 32, UnderRange, 0, 83268e3e 2000
0.6953472, 10.7637205123901, 0, 32, UnderRange, 0, 83268e3e 2000
0.6953984, 9.94634914398193, 0, 32, UnderRange, 0, 83268e3e 2000
0.6954496, 9.08064460754395, 0, 32, UnderRange, 0, 83268e3e 2000
0.6955008, 8.12620067596436, 0, 32, UnderRange, 0, 83268e3e 2000
0.6955520, 7.12373113632202, 0, 32, UnderRange, 0, 83268e3e 2000
0.6956032, 6.10547590255737, 0, 32, UnderRange, 0, 83268e3e 2000
0.6956544, 5.11934518814087, 0, 32, UnderRange, 0, 83268e3e 2000
0.6957056, 4.15480422973633, 0, 32, UnderRange, 0, 83268e3e 2000
0.6957568, 3.24883151054382, 0, 32, UnderRange, 0, 83268e3e 2000
0.6958080, 2.41693186759949, 0, 32, UnderRange, 0, 83268e3e 2000
0.6958592, 1.71652674674988, 0, 32, UnderRange, 0, 83268e3e 2000
0.6959104, 1.14559006690979, 0, 32, UnderRange, 0, 83268e3e 2000
0.6959616, 0.682512223720551, 0, 32, UnderRange, 0, 83268e3e 2000
0.6960128, 0.385737478733063, 0, 32, UnderRange, 0, 83268e3e 2000
0.6960640, 0.276582181453705, 0, 32, UnderRange, 0, 83268e3e 2000
0.6961152, 0.265135705471039, 0, 32, UnderRange, 0, 83268e3e 2000
0.6961664, 0.421796858310699, 0, 32, UnderRange, 0, 83268e3e 2000
0.6962176, 0.796781659126282, 0, 32, UnderRange, 0, 83268e3e 2000
0.6962688, 1.30201017856598, 0, 32, UnderRange, 0, 83268e3e 2000
0.6963200, 1.89677798748016, 0, 32, UnderRange, 0, 83268e3e 2000
0.6963712, 2.64090394973755, 0, 32, UnderRange, 0, 83268e3e 2000
0.6964224, 3.50014615058899, 0, 32, UnderRange, 0, 83268e3e 2000
0.6964736, 4.4259238243103, 0, 32, UnderRange, 0, 83268e3e 2000
0.6965248, 5.40714931488037, 0, 32, UnderRange, 0, 83268e3e 2000
0.6965760, 6.33392333984375, 0, 32, UnderRange, 0, 83268e3e 2000
0.6966272, 7.27548694610596, 0, 32, UnderRange, 0, 83268e3e 2000
0.6966784, 8.27527904510498, 0, 33, TriggerDetected| UnderRange, 0, 83268e3e 2000
0.6967296, 9.21072483062744, 0, 32, UnderRange, 0, 83268e3e 2000
0.6967808, 10.0674066543579, 0, 32, UnderRange, 0, 83268e3e 2000
