Meter S/N:, 0484C15R
Sensor, Thermo, Single, ENB075, PM-Pro 150 LP
Date, 6/4/2015 3:08:29 PM
Units, W
Cursor, 0.0000000, 0.0211184, 23354.24218750, -1.71631050
Timestamp, Measurement, Sequence, Flags, FlagsInterpreted, Period
0.0005472, 1.30493557453156, 342, 0, 0, 0
0.0005488, 1.69338142871857, 343, 0, 0, 0
0.0005504, 1.30493557453156, 344, 0, 0, 0
0.0005520, 0.0964370965957642, 345, 0, 0, 0
0.0005536, 0.182758405804634, 346, 0, 0, 0
0.0005552, 1.00281095504761, 347, 0, 0, 0
0.0005568, 1.13229286670685, 348, 0, 0, 0
0.0005584, -0.680454730987549, 349, 0, 0, 0
0.0005599, -0.4214908182621, 350, 0, 0, 0
0.0005616, 0.22591906785965, 351, 0, 0, 0
0.0005632, 0.0532764382660389, 352, 0, 0, 0
0.0005648, 0.787007629871368, 353, 0, 0, 0
0.0005664, 1.00281095504761, 354, 0, 0, 0
0.0005680, 1.26177489757538, 355, 0, 0, 0
0.0005696, 0.355401039123535, 356, 0, 0, 0
0.0005712, 0.873328924179077, 357, 0, 0, 0
0.0005728, 0.269079715013504, 358, 0, 0, 0
0.0005744, -0.507812142372131, 359, 0, 0, 0
0.0005760, 1.17545354366302, 360, 0, 0, 0
0.0005776, 1.8228634595871, 361, 0, 0, 0
0.0005792, 1.99550604820251, 362, 0, 0, 0
0.0005808, 1.26177489757538, 363, 0, 0, 0
0.0005823, 0.571204364299774, 364, 0, 0, 0
0.0005840, 1.04597163200378, 365, 0, 0, 0
0.0005856, 0.787007629871368, 366, 0, 0, 0
0.0005872, 0.743846952915192, 367, 0, 0, 0
0.0005888, 0.571204364299774, 368, 0, 0, 0
0.0005904, 0.441722363233566, 369, 0, 0, 0
0.0005920, 0.484883010387421, 370, 0, 0, 0
0.0005936, -0.0330448783934116, 371, 0, 0, 0
0.0005952, 0.441722363233566, 372, 0, 0, 0
0.0005968, 0.484883010387421, 373, 0, 0, 0
0.0005984, 1.65022075176239, 374, 0, 0, 0
0.0005999, 1.26177489757538, 375, 0, 0, 0
0.0006016, 1.69338142871857, 376, 0, 0, 0
0.0006032, 1.8228634595871, 377, 0, 0, 0
0.0006048, 1.47757816314697, 378, 0, 0, 0
0.0006064, 1.95234537124634, 379, 0, 0, 0
0.0006080, 1.08913218975067, 380, 0, 0, 0
0.0006096, 2.2113094329834, 381, 0, 0, 0
0.0006112, 1.47757816314697, 382, 0, 0, 0
0.0006128, 1.90918469429016, 383, 0, 0, 0
0.0006144, 0.743846952915192, 384, 0, 0, 0
0.0006160, 0.571204364299774, 385, 0, 0, 0
0.0006176, -0.205687507987022, 386, 0, 0, 0
0.0006192, -0.464651465415955, 387, 0, 0, 0
0.0006208, 1.47757816314697, 388, 0, 0, 0
0.0006223, 0.312240391969681, 389, 0, 0, 0
0.0006240, -0.4214908182621, 390, 0, 0, 0
0.0006256, -0.248848170042038, 391, 0, 0, 0
0.0006272, -0.0330448783934116, 392, 0, 0, 0
0.0006288, 0.830168306827545, 393, 0, 0, 0
0.0006304, 0.22591906785965, 394, 0, 0, 0
0.0006320, 0.743846952915192, 395, 0, 0, 0
0.0006336, 0.916489601135254, 396, 0, 0, 0
0.0006352, 0.614364981651306, 397, 0, 0, 0
0.0006368, 1.86602413654327, 398, 0, 0, 0
0.0006384, 0.830168306827545, 399, 0, 0, 0
0.0006400, -0.205687507987022, 400, 0, 0, 0
0.0006416, 0.70068633556366, 401, 0, 0, 0
0.0006432, 1.47757816314697, 402, 0, 0, 0
0.0006447, 0.441722363233566, 403, 0, 0, 0
0.0006464, 1.00281095504761, 404, 0, 0, 0
0.0006480, 0.743846952915192, 405, 0, 0, 0
0.0006496, -0.162526860833168, 406, 0, 0, 0
0.0006512, 0.22591906785965, 407, 0, 0, 0
0.0006528, -0.507812142372131, 408, 0, 0, 0
0.0006544, 0.614364981651306, 409, 0, 0, 0
0.0006560, 0.614364981651306, 410, 0, 0, 0
0.0006576, 1.13229286670685, 411, 0, 0, 0
0.0006592, 0.743846952915192, 412, 0, 0, 0
0.0006608, 1.13229286670685, 413, 0, 0, 0
0.0006623, 0.743846952915192, 414, 0, 0, 0
0.0006640, 0.0101157790049911, 415, 0, 0, 0
0.0006656, 1.4344174861908, 416, 0, 0, 0
0.0006672, 0.70068633556366, 417, 0, 0, 0
0.0006688, 0.13959775865078, 418, 0, 0, 0
0.0006704, 0.70068633556366, 419, 0, 0, 0
0.0006720, 1.6070601940155, 420, 0, 0, 0
0.0006736, 0.441722363233566, 421, 0, 0, 0
0.0006752, 0.614364981651306, 422, 0, 0, 0
0.0006768, 0.70068633556366, 423, 0, 0, 0
0.0006784, 1.04597163200378, 424, 0, 0, 0
0.0006800, 1.13229286670685, 425, 0, 0, 0
0.0006816, 0.657525658607483, 426, 0, 0, 0
0.0006832, 0.528043687343597, 427, 0, 0, 0
0.0006847, 1.13229286670685, 428, 0, 0, 0
0.0006864, 0.528043687343597, 429, 0, 0, 0
0.0006880, 1.2186142206192, 430, 0, 0, 0
0.0006896, 1.2186142206192, 431, 0, 0, 0
0.0006912, 1.95234537124634, 432, 0, 0, 0
0.0006928, 1.26177489757538, 433, 0, 0, 0
0.0006944, 1.08913218975067, 434, 0, 0, 0
0.0006960, 1.08913218975067, 435, 0, 0, 0
0.0006976, 1.6070601940155, 436, 0, 0, 0
0.0006992, 0.269079715013504, 437, 0, 0, 0
0.0007008, 1.30493557453156, 438, 0, 0, 0
0.0007024, 1.56389951705933, 439, 0, 0, 0
0.0007040, 1.17545354366302, 440, 0, 0, 0
0.0007056, 1.00281095504761, 441, 0, 0, 0
0.0007071, 1.13229286670685, 442, 0, 0, 0
0.0007088, 1.13229286670685, 443, 0, 0, 0
0.0007104, 2.03866672515869, 444, 0, 0, 0
0.0007120, 2.29763078689575, 445, 0, 0, 0
0.0007136, 1.90918469429016, 446, 0, 0, 0
0.0007152, 2.25447010993958, 447, 0, 0, 0
0.0007168, 1.90918469429016, 448, 0, 0, 0
0.0007184, 1.47757816314697, 449, 0, 0, 0
0.0007200, 1.99550604820251, 450, 0, 0, 0
0.0007216, 1.47757816314697, 451, 0, 0, 0
0.0007232, 1.4344174861908, 452, 0, 0, 0
0.0007248, 1.4344174861908, 453, 0, 0, 0
0.0007264, 2.34079122543335, 454, 0, 0, 0
0.0007280, 1.56389951705933, 455, 0, 0, 0
0.0007295, 1.34809613227844, 456, 0, 0, 0
0.0007312, 1.95234537124634, 457, 0, 0, 0
0.0007328, 0.614364981651306, 458, 0, 0, 0
0.0007344, 1.73654210567474, 459, 0, 0, 0
0.0007360, 1.00281095504761, 460, 0, 0, 0
0.0007376, 0.528043687343597, 461, 0, 0, 0
0.0007392, 0.830168306827545, 462, 0, 0, 0
0.0007408, 1.86602413654327, 463, 0, 0, 0
0.0007424, 1.30493557453156, 464, 0, 0, 0
0.0007440, 1.86602413654327, 465, 0, 0, 0
0.0007456, 1.8228634595871, 466, 0, 0, 0
0.0007471, 1.34809613227844, 467, 0, 0, 0
0.0007488, 0.959650278091431, 468, 0, 0, 0
0.0007504, 1.17545354366302, 469, 0, 0, 0
0.0007520, 0.0964370965957642, 470, 0, 0, 0
0.0007536, -0.0762055367231369, 471, 0, 0, 0
0.0007552, 0.916489601135254, 472, 0, 0, 0
0.0007568, 1.08913218975067, 473, 0, 0, 0
0.0007584, 1.39125680923462, 474, 0, 0, 0
0.0007600, 1.39125680923462, 475, 0, 0, 0
0.0007616, 1.00281095504761, 476, 0, 0, 0
0.0007632, 0.312240391969681, 477, 0, 0, 0
0.0007648, 1.34809613227844, 478, 0, 0, 0
0.0007664, 0.959650278091431, 479, 0, 0, 0
0.0007680, 1.13229286670685, 480, 0, 0, 0
0.0007695, 0.873328924179077, 481, 0, 0, 0
0.0007712, 0.830168306827545, 482, 0, 0, 0
0.0007728, 0.22591906785965, 483, 0, 0, 0
0.0007744, 0.441722363233566, 484, 0, 0, 0
0.0007760, 0.959650278091431, 485, 0, 0, 0
0.0007776, 0.873328924179077, 486, 0, 0, 0
0.0007792, 0.269079715013504, 487, 0, 0, 0
0.0007808, 0.528043687343597, 488, 0, 0, 0
0.0007824, 0.657525658607483, 489, 0, 0, 0
0.0007840, 0.571204364299774, 490, 0, 0, 0
0.0007856, -0.0762055367231369, 491, 0, 0, 0
0.0007872, 0.830168306827545, 492, 0, 0, 0
0.0007888, 0.22591906785965, 493, 0, 0, 0
0.0007904, -0.378330141305923, 494, 0, 0, 0
0.0007919, -0.723615407943726, 495, 0, 0, 0
0.0007936, -0.119366198778152, 496, 0, 0, 0
