Meter S/N:, "REV_DA_11"
Sensor, THERMO,QUAD, 1A361
Date, 10/21/2014 1:56:12 PM
Units, W
Timestamp, Measurement, X, Y, Sequence, Flags, Flags (interpreted), Period
4.1, 0.0921692922711372, 2.64986896514893, 0.956036388874054, 4100000, 0, 0, 0
4.2, 0.0925270915031433, 2.65490984916687, 0.933506309986115, 4200000, 0, 0, 0
4.3, 0.0925385057926178, 2.68469023704529, 0.955967307090759, 4300000, 0, 0, 0
4.4, 0.0927905663847923, 2.70527625083923, 0.910382449626923, 4400000, 0, 0, 0
4.5, 0.0928286239504814, 2.65908050537109, 0.948292970657349, 4500000, 0, 0, 0
4.6, 0.0920997485518456, 2.77537727355957, 0.927593171596527, 4600000, 0, 0, 0
4.7, 0.0922193750739098, 2.68145251274109, 0.873487532138824, 4700000, 0, 0, 0
4.8, 0.0926345884799957, 2.67611479759216, 0.886195421218872, 4800000, 0, 0, 0
4.9, 0.0925531685352325, 2.63397455215454, 0.905194818973541, 4900000, 0, 0, 0
5, 0.0925860330462456, 2.75902724266052, 0.98185658454895, 5000000, 0, 0, 0
5.1, 0.0924144461750984, 2.68331480026245, 0.951458513736725, 5100000, 0, 0, 0
5.2, 0.0927662998437881, 2.8217785358429, 0.905627727508545, 5200000, 0, 0, 0
5.3, 0.0921315923333168, 2.67482662200928, 1.01609349250793, 5300000, 0, 0, 0
5.4, 0.0919630527496338, 2.69918775558472, 0.948825716972351, 5400000, 0, 0, 0
5.5, 0.0920401960611343, 2.74017786979675, 0.888525366783142, 5500000, 0, 0, 0
5.6, 0.0922783613204956, 2.71318793296814, 1.00653147697449, 5600000, 0, 0, 0
5.7, 0.0921143293380737, 2.70852422714233, 0.902163684368134, 5700000, 0, 0, 0
5.8, 0.0922016277909279, 2.71195268630981, 0.934354066848755, 5800010, 0, 0, 0
5.9, 0.0922870710492134, 2.63831257820129, 0.99221009016037, 5900000, 0, 0, 0
6, 0.0919949635863304, 2.68274784088135, 0.995141088962555, 6000000, 0, 0, 0
6.1, 0.092318020761013, 2.72408056259155, 0.901687741279602, 6100000, 0, 0, 0
6.2, 0.0923931077122688, 2.80866122245789, 0.937287569046021, 6200000, 0, 0, 0
6.3, 0.0920843631029129, 2.74311971664429, 0.905614852905273, 6300000, 0, 0, 0
6.4, 0.0914540216326714, 2.7667248249054, 0.976971209049225, 6400000, 0, 0, 0
6.5, 0.091941736638546, 2.77655625343323, 0.923256158828735, 6500000, 0, 0, 0
6.6, 0.0927515104413033, 2.79472303390503, 0.932935357093811, 6600000, 0, 0, 0
6.7, 0.0930625572800636, 2.92011165618896, 0.886520743370056, 6700000, 0, 0, 0
6.8, 0.092982642352581, 3.07945418357849, 0.879851579666138, 6800000, 0, 0, 0
6.9, 0.094326376914978, 3.26914167404175, 0.830484449863434, 6900000, 0, 0, 0
7, 0.0938490703701973, 3.47485423088074, 0.9201979637146, 7000000, 0, 0, 0
7.1, 0.0939967483282089, 3.57840442657471, 0.804432809352875, 7100000, 0, 0, 0
7.2, 0.0939655676484108, 3.72585797309875, 0.878464996814728, 7200000, 0, 0, 0
7.3, 0.0936887934803963, 3.7120189666748, 0.898712515830994, 7300000, 0, 0, 0
7.4, 0.0936218947172165, 3.75398373603821, 0.83621346950531, 7400000, 0, 0, 0
7.5, 0.0940443873405457, 3.78243470191956, 0.807159006595612, 7500000, 0, 0, 0
7.6, 0.0928613096475601, 3.90621042251587, 0.930531978607178, 7600000, 0, 0, 0
7.7, 0.093110054731369, 3.94877076148987, 0.838457822799683, 7700000, 0, 0, 0
7.8, 0.093542218208313, 3.89542031288147, 0.838425993919373, 7800010, 0, 0, 0
7.9, 0.0932485908269882, 3.92791724205017, 0.864829838275909, 7900000, 0, 0, 0
8, 0.0932044386863709, 3.95097041130066, 0.796779572963715, 8000000, 0, 0, 0
8.1, 0.0934409350156784, 3.89926934242249, 0.864409148693085, 8100000, 0, 0, 0
8.2, 0.0929794907569885, 4.02382516860962, 0.875232875347137, 8200000, 0, 0, 0
8.3, 0.0925866886973381, 3.99340462684631, 0.930688679218292, 8300000, 0, 0, 0
8.4, 0.0928572043776512, 3.91270136833191, 0.910513043403625, 8400000, 0, 0, 0
8.5, 0.0926754102110863, 4.00385808944702, 0.903799176216125, 8500000, 0, 0, 0
8.6, 0.0927082598209381, 3.97280311584473, 0.918356716632843, 8600000, 0, 0, 0
8.7, 0.0923312529921532, 4.01601362228394, 0.759984135627747, 8700000, 0, 0, 0
8.8, 0.0926433950662613, 3.95066237449646, 0.908213675022125, 8800000, 0, 0, 0
8.9, 0.0926037132740021, 4.02408361434937, 0.904251992702484, 8900000, 0, 0, 0
9, 0.0922365188598633, 3.99937534332275, 0.894761919975281, 9000000, 0, 0, 0
9.1, 0.0925659313797951, 3.96889138221741, 0.917888164520264, 9100000, 0, 0, 0
9.2, 0.0925571545958519, 3.9472393989563, 0.848471164703369, 9200000, 0, 0, 0
9.3, 0.0926858484745026, 4.0384407043457, 0.87596982717514, 9300000, 0, 0, 0
