Meter S/N:," ""serial number""",,,,
Sensor, THERMO,SINGLE, 150W-HD,,
Date, 2/14/2014 11:57:03 AM,,,,
Timestamp, Measurement, Sequence, Flags, Flags (interpreted),
0.204333,0.00748,2632630,0,0,4.31082E-08
0.204339,0.006889393,2632640,0,0,7.42746E-08
0.204346,0.014331926,2632640,0,0,8.52322E-08
0.204352,0.014078808,2632650,0,0,6.46764E-08
0.204358,0.00748,2632660,0,0,5.66186E-08
0.204365,0.008696739,2632660,0,0,5.35526E-08
0.204371,0.009154126,2632670,0,0,8.22944E-08
0.204378,0.014358569,2632680,0,0,7.75055E-08
0.204384,0.011476587,2632680,0,0,4.37743E-08
0.20439,0.00311484,2632690,0,0,6.38613E-08
0.204397,0.015131243,2632690,0,0,6.34508E-08
0.204403,0.006019026,2632700,0,0,7.41347E-08
0.20441,0.015162327,2632710,0,0,5.47382E-08
0.204416,0.003083755,2632710,0,0,3.64738E-08
0.204422,0.009074193,2632720,0,0,6.25557E-08
0.204429,0.008798873,2632730,0,0,6.13593E-08
0.204435,0.011654212,2632730,0,0,7.15392E-08
0.204442,0.008785551,2632740,0,0,4.93429E-08
0.204448,0.007662067,2632750,0,0,3.45022E-08
0.204454,0.003838666,2632750,0,0,4.43402E-08
0.204461,0.008829958,2632760,0,0,5.99605E-08
0.204467,0.01115686,2632770,0,0,9.58939E-08
0.204474,0.016241405,2632770,0,0,9.03478E-08
0.20448,0.013874538,2632780,0,0,4.98891E-08
0.204486,0.002755147,2632780,0,0,4.00194E-08
0.204493,0.008678976,2632790,0,0,5.47249E-08
0.204499,0.009562666,2632800,0,0,5.24066E-08
0.204506,0.005410656,2632800,0,0,2.63625E-08
0.204512,0.003376838,2632810,0,0,4.02706E-08
0.204518,0.010046696,2632820,0,0,7.41192E-08
0.204525,0.011130216,2632820,0,0,5.56175E-08
0.204531,0.00740895,2632830,0,0,6.25091E-08
0.204538,0.010450796,2632840,0,0,5.68165E-08
0.204544,0.008488028,2632840,0,0,4.97692E-08
0.20455,0.008101691,2632850,0,0,5.37122E-08
0.204557,0.007244646,2632850,0,0,2.97995E-08
0.204563,0.002688537,2632860,0,0,4.61275E-08
0.20457,0.010490762,2632870,0,0,5.46583E-08
0.204576,0.007728676,2632870,0,0,2.94399E-08
0.204582,0.002084608,2632880,0,0,1.60221E-08
0.204589,0.002493148,2632890,0,0,2.56165E-08
0.204595,0.006045669,2632890,0,0,4.21021E-08
0.204602,0.0059835,2632900,0,0,4.78641E-08
0.204608,0.009971205,2632910,0,0,4.4507E-08
0.204614,0.004864456,2632910,0,0,6.60527E-08
0.204621,0.014007757,2632920,0,0,6.91659E-08
0.204627,0.00904755,2632930,0,0,6.42654E-08
0.204634,0.009313989,2632930,0,0,7.52008E-08
0.20464,0.015752934,2632940,0,0,8.5019E-08
0.204646,0.012586749,2632940,0,0,7.83622E-08
0.204653,0.009802461,2632950,0,0,5.60704E-08
0.204659,0.008887687,2632960,0,0,3.99728E-08
0.204666,0.002533114,2632960,0,0,2.50436E-08
0.204672,0.005814756,2632970,0,0,4.22955E-08
0.204678,0.008283758,2632980,0,0,6.56953E-08
0.204685,0.010486322,2632980,0,0,4.49466E-08
0.204691,0.004495882,2632990,0,0,3.05076E-08
0.204698,0.004220562,2633000,0,0,4.46802E-08
0.204704,0.010672828,2633000,0,0,4.42938E-08
0.20471,0.004091783,2633010,0,0,3.9693E-08
0.204717,0.007249086,2633010,0,0,3.05722E-08
0.204723,0.002941654,2633020,0,0,4.84589E-08
0.20473,0.010903742,2633030,0,0,7.65063E-08
0.204736,0.014598364,2633030,0,0,7.73856E-08
0.204742,0.011196826,2633040,0,0,6.30686E-08
0.204749,0.006822783,2633050,0,0,4.26153E-08
0.204755,0.007382306,2633050,0,0,4.65783E-08
0.204762,0.005925772,2633060,0,0,3.9831E-08
0.204768,0.007351221,2633070,0,0,4.77709E-08
0.204774,0.008572401,2633070,0,0,7.45388E-08
0.204781,0.01272441,2633080,0,0,7.09377E-08
0.204787,0.010921505,2633090,0,0,7.81913E-08
0.204794,0.011418858,2633090,0,0,3.99376E-08
0.2048,0.00189366,2633100,0,0,5.00223E-08
0.204806,0.014780431,2633100,0,0,6.99694E-08
0.204813,0.005210827,2633110,0,0,4.2189E-08
0.204819,0.008852161,2633120,0,0,8.85735E-08
0.204826,0.016454557,2633120,0,0,5.59905E-08
0.204832,0.002208947,2633130,0,0,2.47505E-08
0.204838,0.006041229,2633140,0,0,6.73117E-08
0.204845,0.013190677,2633140,0,0,5.37258E-08
0.204851,0.004717915,2633150,0,0,6.95964E-08
0.204858,0.015166768,2633160,0,0,6.45432E-08
0.204864,0.006347634,2633160,0,0,4.93695E-08
0.20487,0.010108866,2633170,0,0,4.52572E-08
0.204877,0.002821757,2633170,0,0,6.12394E-08
0.204883,0.017591363,2633180,0,0,7.14148E-08
0.20489,0.002812875,2633190,0,0,3.24107E-08
0.204896,0.007990675,2633190,0,0,5.75625E-08
0.204902,0.011196826,2633200,0,0,1.04116E-07
0.204909,0.018550545,2633210,0,0,7.09111E-08
0.204915,0.005086489,2633210,0,0,5.62456E-08
0.204922,0.010983674,2633220,0,0,5.30597E-08
0.204928,0.006702886,2633230,0,0,4.81572E-08
0.204934,0.009349515,2633230,0,0,6.11258E-08
0.204941,0.008115013,2633240,0,0,2.28055E-08
0.204947,-0.000513173,2633250,32, NegativePower,2.64355E-08
0.204954,0.008066166,2633250,0,0,3.83256E-08
0.20496,0.004709033,2633260,0,0,3.47953E-08
0.204966,0.006889393,2633260,0,0,6.56486E-08
0.204973,0.011867364,2633270,0,0,6.13726E-08
0.204979,0.008590163,2633280,0,0,5.92297E-08
0.204986,0.008332605,2633280,0,0,3.29302E-08
0.204992,0.00264413,2633290,0,0,2.8081E-08
0.204998,0.006716208,2633300,0,0,3.35383E-08
0.205005,0.002866163,2633300,0,0,3.63673E-08
0.205011,0.00925626,2633310,0,0,3.05076E-08
0.205018,-0.000539817,2633320,32, NegativePower,3.25705E-08
0.205024,0.011396655,2633320,0,0,5.85084E-08
0.20503,0.008106132,2633330,0,0,5.98358E-08
0.205037,0.008989821,2633330,0,0,7.73323E-08
0.205043,0.016787605,2633340,0,0,9.91733E-08
0.20505,0.011547637,2633350,0,0,6.49429E-08
0.205056,0.010099985,2633350,0,0,4.88766E-08
0.205062,0.006192211,2633360,0,0,3.96309E-08
0.205069,0.005130895,2633370,0,0,2.87205E-08
0.205075,0.004442594,2633370,0,0,5.50799E-08
0.205082,0.01129452,2633380,0,0,4.87034E-08
0.205088,0.004939947,2633390,0,0,3.33565E-08
0.205094,0.006178889,2633390,0,0,5.94628E-08
0.205101,0.010810489,2633400,0,0,5.43919E-08
0.205107,0.007320136,2633410,0,0,3.05076E-08
0.205114,0.001396307,2633410,0,0,4.9516E-08
0.20512,0.015109039,2633420,0,0,8.79232E-08
0.205126,0.014198706,2633420,0,0,7.97766E-08
0.205133,0.008594603,2633430,0,0,4.75844E-08
0.205139,0.007266849,2633440,0,0,5.68362E-08
0.205146,0.008972059,2633440,0,0,7.8025E-08
0.205152,0.017036282,2633450,0,0,7.89176E-08
0.205158,0.009269582,2633460,0,0,6.38457E-08
0.205165,0.008972059,2633460,0,0,4.70648E-08
0.205171,0.006716208,2633470,0,0,7.48341E-08
0.205178,0.014664974,2633480,0,0,8.2741E-08
0.205184,0.012915357,2633480,0,0,8.72172E-08
0.20519,0.016157033,2633490,0,0,8.8558E-08
0.205197,0.009145244,2633500,0,0,4.66518E-08
0.205203,0.006405362,2633500,0,0,5.3277E-08
0.20521,0.008816636,2633510,0,0,4.75044E-08
0.205216,0.007018172,2633510,0,0,4.12564E-08
0.205222,0.006733971,2633520,0,0,6.0069E-08
0.205229,0.010428593,2633530,0,0,4.94361E-08
0.205235,0.00605011,2633530,0,0,4.65161E-08
0.205242,0.007240205,2633540,0,0,5.1128E-08
0.205248,0.009802461,2633550,0,0,7.24831E-08
0.205254,0.014358569,2633550,0,0,8.03361E-08
0.205261,0.008594603,2633560,0,0,7.75321E-08
0.205267,0.017249433,2633570,0,0,1.00401E-07
0.205274,0.011436621,2633570,0,0,7.68527E-08
0.20528,0.014180943,2633580,0,0,6.43567E-08
0.205286,0.007271289,2633580,0,0,4.41226E-08
0.205293,0.005335165,2633590,0,0,2.71485E-08
0.205299,0.003714327,2633600,0,0,4.44645E-08
0.205306,0.008989821,2633600,0,0,5.01422E-08
0.205312,0.007724236,2633610,0,0,3.33165E-08
0.205318,0.003381279,2633620,0,0,3.69731E-08
0.205325,0.007182476,2633620,0,0,5.87082E-08
0.205331,0.01238692,2633630,0,0,7.90306E-08
0.205338,0.010193238,2633640,0,0,4.84503E-08
0.205344,0.005956857,2633640,0,0,5.20605E-08
0.20535,0.011396655,2633650,0,0,6.35815E-08
0.205357,0.006769496,2633650,0,0,7.5334E-08
0.205363,0.018341834,2633660,0,0,6.61305E-08
0.20537,0.000552584,2633670,0,0,1.27474E-08
0.205376,0.003696565,2633670,0,0,2.39779E-08
0.205382,0.004296053,2633680,0,0,3.87605E-08
0.205389,0.006778377,2633690,0,0,4.43072E-08
0.205395,0.007990675,2633690,0,0,3.86673E-08
0.205402,0.003057111,2633700,0,0,2.54566E-08
0.205408,0.005428419,2633710,0,0,5.40988E-08
0.205414,0.012604512,2633720,0,0,7.41969E-08
0.205421,0.008594603,2633720,0,0,3.17978E-08
0.205427,0.002004677,2633730,0,0,3.83564E-08
0.205434,0.008954296,2633730,0,0,2.49903E-08
0.20544,-0.000624189,2633740,32, NegativePower,-2.35965E-09
0.205446,-0.000162361,2633740,32, NegativePower,2.75079E-08
0.205453,0.00802176,2633750,0,0,4.19092E-08
0.205459,0.005947975,2633760,0,0,6.24936E-08
0.205466,0.01190733,2633760,0,0,6.60219E-08
0.205472,0.010099985,2633770,0,0,1.9515E-08
0.205478,-0.003594985,2633780,32, NegativePower,1.92705E-08
0.205485,0.009100838,2633780,0,0,4.26019E-08
0.205491,0.005099811,2633790,0,0,4.849E-08
0.205498,0.008754467,2633800,0,0,5.92144E-08
0.205504,0.010983674,2633800,0,0,5.3486E-08
0.20551,0.006844987,2633810,0,0,4.38428E-08
0.205517,0.005681536,2633810,0,0,4.35878E-08
0.205523,0.008847721,2633820,0,0,8.7641E-08
0.20553,0.016192559,2633830,0,0,7.49876E-08
0.205536,0.008803315,2633830,0,0,2.86006E-08
0.205542,0.00073021,2633840,0,0,2.43684E-08
0.205549,0.006232177,2633850,0,0,5.61637E-08
0.205555,0.012489055,2633850,0,0,1.00246E-07
0.205562,0.016152592,2633860,0,0,8.3527E-08
0.205568,0.011689737,2633870,0,0,6.79536E-08
0.205574,0.010961471,2633870,0,0,5.5111E-08
0.205581,0.004784524,2633880,0,0,5.2247E-08
0.205587,0.012631156,2633890,0,0,7.69634E-08
0.205594,0.009358396,2633890,0,0,7.13907E-08
0.2056,0.014438501,2633900,0,0,7.16838E-08
0.205606,0.00945609,2633900,0,0,6.33328E-08
0.205613,0.00863901,2633910,0,0,3.55413E-08
0.205619,0.003208093,2633920,0,0,3.21084E-08
0.205626,0.005965738,2633920,0,0,4.18559E-08
0.205632,0.007986235,2633930,0,0,6.19188E-08
0.205638,0.012653359,2633940,0,0,6.84152E-08
0.205645,0.006893834,2633940,0,0,3.28103E-08
0.205651,0.004042936,2633950,0,0,1.20744E-08
0.205658,-0.000593105,2633960,32, NegativePower,1.57982E-08
0.205664,0.005859162,2633960,0,0,5.49248E-08
0.20567,0.012449089,2633970,0,0,7.22852E-08
0.205677,0.008203826,2633970,0,0,3.42358E-08
0.205683,0.003208093,2633980,0,0,2.67619E-08
0.20569,0.004438153,2633990,0,0,6.28113E-08
0.205696,0.016498962,2633990,0,0,9.73818E-08
0.205702,0.015961645,2634000,0,0,9.86449E-08
0.205709,0.012222616,2634010,0,0,5.14877E-08
0.205715,0.004939947,2634010,0,0,2.65443E-08
0.205722,0.00264413,2634020,0,0,3.09852E-08
0.205728,0.00768427,2634030,0,0,3.46088E-08
0.205734,0.003851988,2634030,0,0,2.21147E-08
0.205741,0.002466504,2634040,0,0,3.94979E-08
0.205747,0.010699472,2634050,0,0,5.57016E-08
0.205754,0.005215268,2634050,0,0,2.32185E-08
0.20576,0.002524233,2634060,0,0,1.95816E-08
0.205766,0.00400297,2634060,0,0,4.53193E-08
0.205773,0.008945415,2634070,0,0,5.39123E-08
0.205779,0.009025346,2634080,0,0,3.01656E-08
0.205786,-0.000406597,2634080,32, NegativePower,3.41825E-08
0.205792,0.011800754,2634090,0,0,7.32291E-08
0.205798,0.012608953,2634100,0,0,8.46724E-08
0.205805,0.011583162,2634100,0,0,5.3113E-08
0.205811,0.00612116,2634110,0,0,6.11725E-08
0.205818,0.011356689,2634120,0,0,6.37439E-08
0.205824,0.009891273,2634120,0,0,3.77394E-08
0.20583,0.002688537,2634130,0,0,4.78683E-08
0.205837,0.010988114,2634140,0,0,6.37439E-08
0.205843,0.010259848,2634140,0,0,6.23692E-08
0.20585,0.007559932,2634150,0,0,6.77272E-08
0.205856,0.015015786,2634150,0,0,5.42054E-08
0.205862,0.00305267,2634160,0,0,3.674E-08
0.205869,0.007444475,2634170,0,0,2.40445E-08
0.205875,0.000570346,2634170,0,0,2.55807E-08
0.205882,0.006738411,2634180,0,0,5.86283E-08
0.205888,0.012804342,2634190,0,0,6.29579E-08
0.205894,0.008181623,2634190,0,0,7.66681E-08
0.205901,0.013723556,2634200,0,0,7.26296E-08
0.205907,0.010486322,2634210,0,0,5.8608E-08
0.205914,0.006258821,2634210,0,0,5.96807E-08
0.20592,0.013634743,2634220,0,0,6.30245E-08
0.205926,0.007373424,2634220,0,0,4.93914E-08
0.205933,0.006738411,2634230,0,0,5.04619E-08
0.205939,0.010082222,2634240,0,0,6.96119E-08
0.205946,0.009806901,2634250,0,0,5.17541E-08
0.205952,0.007444475,2634250,0,0,3.84588E-08
0.205958,0.005375131,2634260,0,0,5.29661E-08
0.205965,0.009758054,2634260,0,0,5.86549E-08
0.205971,0.00979358,2634270,0,0,4.64384E-08
0.205978,0.003474532,2634280,0,0,4.30282E-08
0.205984,0.010868217,2634280,0,0,7.8851E-08
0.20599,0.015415444,2634290,0,0,9.36714E-08
0.205997,0.011347807,2634300,0,0,5.32728E-08
0.206003,0.006409803,2634300,0,0,5.44116E-08
0.20601,0.009136363,2634310,0,0,5.78955E-08
0.206016,0.010162153,2634310,0,0,6.56356E-08
0.206022,0.011716382,2634320,0,0,6.67366E-08
0.206029,0.007351221,2634330,0,0,2.61493E-08
0.206035,0.001365223,2634330,0,0,2.78343E-08
0.206042,0.006587429,2634340,0,0,5.08482E-08
0.206048,0.010361983,2634350,0,0,5.85616E-08
0.206054,0.009158567,2634350,0,0,1.01598E-07
0.206061,0.019869417,2634360,0,0,7.80783E-08
0.206067,0.006156686,2634370,0,0,5.78464E-08
0.206074,0.010370865,2634370,0,0,7.10044E-08
0.20608,0.013297253,2634380,0,0,7.94771E-08
0.206086,0.013195119,2634380,0,0,5.63699E-08
0.206093,0.00291057,2634390,0,0,3.33565E-08
0.206099,0.008208266,2634400,0,0,5.97581E-08
0.206106,0.008865483,2634400,0,0,4.77975E-08
0.206112,0.00706702,2634410,0,0,5.36592E-08
0.206118,0.01081937,2634420,0,0,5.92141E-08
0.206125,0.006098957,2634420,0,0,2.71485E-08
0.206131,0.002950535,2634430,0,0,2.52076E-08
0.206138,0.004251646,2634440,0,0,5.74692E-08
0.206144,0.014904769,2634440,0,0,7.14573E-08
0.20615,0.00891433,2634450,0,0,5.19559E-08
0.206157,0.005930213,2634450,0,0,5.16875E-08
0.206163,0.01129896,2634460,0,0,7.70256E-08
0.20617,0.010708353,2634470,0,0,5.11546E-08
0.206176,0.006343193,2634470,0,0,3.58877E-08
0.206182,0.005619367,2634480,0,0,5.62145E-08
0.206189,0.010441914,2634490,0,0,5.62836E-08
0.206195,0.008319283,2634490,0,0,7.3311E-08
0.206202,0.012626715,2634500,0,0,6.25582E-08
0.206208,0.00822603,2634510,0,0,4.96093E-08
0.206214,0.008310402,2634510,0,0,7.78183E-08
0.206221,0.013923385,2634520,0,0,6.63017E-08
0.206227,0.008177183,2634530,0,0,4.07655E-08
0.206234,0.003470092,2634530,0,0,2.87604E-08
0.20624,0.00611672,2634540,0,0,6.3251E-08
0.206246,0.014966939,2634540,0,0,8.84803E-08
0.206253,0.010313136,2634550,0,0,4.71314E-08
0.206259,0.005397334,2634560,0,0,6.25557E-08
0.206266,0.012475733,2634560,0,0,6.02136E-08
0.206272,0.007595457,2634570,0,0,4.92496E-08
0.206278,0.008821077,2634580,0,0,6.29443E-08
0.206285,0.009163007,2634580,0,0,4.31748E-08
0.206291,0.00522859,2634590,0,0,5.40386E-08
0.206298,0.010211,2634600,0,0,7.97702E-08
0.206304,0.016379066,2634600,0,0,8.09559E-08
0.20631,0.010606219,2634610,0,0,1.00992E-07
0.206317,0.01824858,2634610,0,0,7.96237E-08
0.206323,0.00829264,2634620,0,0,9.13867E-08
0.20633,0.017817836,2634630,0,0,9.13337E-08
0.206336,0.012626715,2634630,0,0,6.50095E-08
0.206342,0.00904311,2634640,0,0,4.95468E-08
0.206349,0.005113133,2634650,0,0,3.65271E-08
0.206355,0.007062579,2634650,0,0,6.4685E-08
0.206362,0.011418858,2634660,0,0,4.23621E-08
0.206368,0.002701859,2634670,0,0,2.40311E-08
0.206374,0.005308521,2634670,0,0,9.21793E-08
0.206381,0.021028427,2634680,0,0,7.90908E-08
0.206387,0.005335165,2634690,0,0,6.67366E-08
0.206394,0.013732437,2634690,0,0,7.41483E-08
0.2064,0.010983674,2634700,0,0,7.23898E-08
0.206406,0.013146271,2634700,0,0,6.52601E-08
0.206413,0.00549947,2634710,0,0,2.57763E-08
0.206419,0.003092636,2634720,0,0,4.72155E-08
0.206426,0.010397508,2634720,0,0,6.40769E-08
0.206432,0.010961471,2634730,0,0,6.25849E-08
0.206438,0.009900155,2634740,0,0,8.0476E-08
0.206445,0.013092984,2634740,0,0,4.30416E-08
0.206451,0.001254207,2634750,0,0,2.5332E-08
0.206458,0.0059835,2634760,0,0,6.19721E-08
0.206464,0.014673855,2634760,0,0,5.46183E-08
0.20647,0.003532261,2634770,0,0,3.80145E-08
0.206477,0.007329018,2634780,0,0,2.55632E-08
0.206483,0.001192037,2634780,0,0,3.23415E-08
0.20649,0.008048403,2634790,0,0,5.27E-08
0.206496,0.009518259,2634790,0,0,3.25172E-08
0.206502,0.001320816,2634800,0,0,5.54218E-08
0.206509,0.014513992,2634810,0,0,6.34108E-08
0.206515,0.006622954,2634810,0,0,5.13964E-08
0.206522,0.008061726,2634820,0,0,3.51283E-08
0.206528,0.003647718,2634830,0,0,3.07854E-08
0.206534,0.006614073,2634830,0,0,5.65875E-08
0.206541,0.009553785,2634840,0,0,4.63321E-08
0.206547,0.005890247,2634850,0,0,1.62397E-08
0.206554,-0.001250321,2634850,32, NegativePower,1.30139E-08
0.20656,0.005588282,2634860,0,0,3.98976E-08
0.206566,0.007710914,2634860,0,0,7.03113E-08
0.206573,0.012378039,2634870,0,0,9.43977E-08
0.206579,0.019087862,2634880,0,0,1.16565E-07
0.206586,0.014216469,2634880,0,0,4.54795E-08
0.206592,0.000943361,2634890,0,0,3.50218E-08
0.206598,0.010730557,2634900,0,0,5.89966E-08
0.206605,0.006125601,2634900,0,0,5.21005E-08
0.206611,0.011241232,2634910,0,0,4.80237E-08
0.206618,0.002479826,2634920,0,0,9.28374E-09
0.206624,0.000614753,2634920,0,0,6.17972E-09
0.20663,0.001445155,2634930,0,0,4.9065E-08
0.206637,0.012573428,2634940,0,0,9.47308E-08
0.206643,0.01900349,2634940,0,0,9.01588E-08
0.20665,0.006756174,2634950,0,0,4.00441E-08
0.206656,0.00659187,2634950,0,0,6.36107E-08
0.206662,0.014611687,2634960,0,0,7.2223E-08
0.206669,0.006023466,2634970,0,0,6.76339E-08
0.206675,0.016521167,2634970,0,0,1.02142E-07
0.206682,0.01266224,2634980,0,0,9.19998E-08
0.206688,0.018004345,2634990,0,0,7.39752E-08
0.206694,0.006654039,2634990,0,0,5.42562E-08
0.206701,0.008847721,2635000,0,0,7.56271E-08
0.206707,0.016361304,2635010,0,0,9.12623E-08
0.206714,0.009713648,2635010,0,0,4.30416E-08
0.20672,0.004633542,2635020,0,0,3.44356E-08
0.206726,0.006844987,2635020,0,0,6.46539E-08
0.206733,0.011627569,2635030,0,0,4.76909E-08
0.206739,0.004269409,2635040,0,0,8.17971E-08
0.206746,0.019101186,2635040,0,0,7.7652E-08
0.206752,0.006782818,2635050,0,0,4.62388E-08
0.206758,0.008630129,2635060,0,0,2.77255E-08
0.206765,-0.000708561,2635060,32, NegativePower,3.8632E-08
0.206771,0.013585896,2635070,0,0,5.93385E-08
0.206778,0.003367957,2635080,0,0,3.10118E-08
0.206784,0.006969325,2635080,0,0,4.81439E-08
0.20679,0.009078635,2635090,0,0,5.07281E-08
0.206797,0.005415097,2635090,0,0,4.65719E-08
0.206803,0.010108866,2635100,0,0,6.17631E-08
0.20681,0.007537729,2635110,0,0,7.42416E-08
0.206816,0.017209468,2635110,0,0,6.04134E-08
0.206822,0.002928332,2635120,0,0,3.06941E-08
0.206829,0.0058414,2635130,0,0,5.99605E-08
0.206835,0.014145418,2635130,0,0,5.97115E-08
0.206842,0.00291501,2635140,0,0,4.55328E-08
0.206848,0.012262582,2635150,0,0,7.36554E-08
0.206854,0.012289225,2635150,0,0,8.13774E-08
0.206861,0.010961471,2635160,0,0,3.97377E-08
0.206867,0.002284438,2635170,0,0,3.47972E-08
0.206874,0.007657626,2635170,0,0,6.49695E-08
0.20688,0.013998876,2635180,0,0,6.29179E-08
0.206886,0.006973766,2635180,0,0,3.42066E-08
0.206893,0.002799553,2635190,0,0,4.5999E-08
0.206899,0.012533462,2635200,0,0,5.79241E-08
0.206906,0.004016292,2635200,0,0,2.67355E-08
0.206912,0.004895541,2635210,0,0,4.35478E-08
0.206918,0.009620394,2635220,0,0,6.27733E-08
0.206925,0.008314842,2635220,0,0,3.01326E-08
0.206931,0.001729356,2635230,0,0,3.51858E-08
0.206938,0.008323723,2635240,0,0,6.76073E-08
0.206944,0.014212028,2635250,0,0,5.7003E-08
0.20695,0.004788965,2635250,0,0,3.90558E-08
0.206957,0.006369837,2635260,0,0,5.64967E-08
0.206963,0.012462411,2635260,0,0,6.18719E-08
0.20697,0.005215268,2635270,0,0,3.70467E-08
0.206976,0.007133629,2635270,0,0,6.26115E-08
0.206982,0.013736878,2635280,0,0,1.01582E-07
0.206989,0.015286665,2635290,0,0,7.19769E-08
0.206995,0.00870562,2635290,0,0,3.17509E-08
0.207002,0.000366076,2635300,0,0,8.27127E-09
0.207008,0.002391013,2635310,0,0,1.7157E-08
0.207014,0.003327991,2635310,0,0,4.85055E-08
0.207021,0.010530728,2635320,0,0,4.31348E-08
0.207027,0.003847547,2635330,0,0,6.44674E-08
0.207034,0.014571721,2635330,0,0,8.01565E-08
0.20704,0.012147125,2635340,0,0,7.35488E-08
0.207046,0.012369158,2635340,0,0,4.83035E-08
0.207053,0.001431833,2635350,0,0,1.99546E-08
0.207059,0.005219708,2635360,0,0,3.98795E-08
0.207066,0.006174448,2635360,0,0,6.77138E-08
0.207072,0.016396828,2635370,0,0,5.90679E-08
0.207078,0.003292466,2635380,0,0,4.92671E-08
0.207085,0.010783845,2635380,0,0,5.33927E-08
0.207091,0.007013732,2635390,0,0,5.18316E-08
0.207098,0.007795286,2635400,0,0,5.60038E-08
0.207104,0.010872657,2635400,0,0,5.4978E-08
0.20711,0.007453356,2635410,0,0,7.09952E-08
0.207117,0.012830985,2635410,0,0,4.51331E-08
0.207123,0.002213387,2635420,0,0,2.31405E-08
0.20713,0.004398188,2635430,0,0,2.08072E-08
0.207136,0.002537555,2635430,0,0,4.10832E-08
0.207142,0.01115686,2635440,0,0,6.05974E-08
0.207149,0.006156686,2635450,0,0,3.16913E-08
0.207155,0.004407069,2635450,0,0,5.29972E-08
0.207162,0.010734998,2635460,0,0,5.07683E-08
0.207168,0.006187771,2635470,0,0,2.62026E-08
0.207174,0.002546436,2635470,0,0,-8.7367E-09
0.207181,-0.005042637,2635480,32, NegativePower,-4.8775E-09
0.207187,0.003416804,2635490,0,0,3.62737E-08
0.207194,0.006947122,2635490,0,0,5.52312E-08
0.2072,0.011463264,2635500,0,0,5.0715E-08
0.207206,0.005441741,2635500,0,0,7.10418E-08
0.207213,0.014855922,2635510,0,0,6.83933E-08
0.207219,0.007941828,2635520,0,0,2.77721E-08
0.207226,-6.94E-06,2635520,32, NegativePower,3.05056E-08
0.207232,0.010175476,2635530,0,0,6.34508E-08
0.207238,0.010974793,2635540,0,0,6.43742E-08
0.207245,0.007417831,2635540,0,0,3.55013E-08
0.207251,0.00441595,2635550,0,0,2.9948E-08
0.207258,0.00414063,2635560,0,0,3.90317E-08
0.207264,0.008869924,2635560,0,0,5.22071E-08
0.20727,0.008532435,2635570,0,0,6.68454E-08
0.207277,0.010566253,2635570,0,0,5.53111E-08
0.207283,0.007870778,2635580,0,0,3.51702E-08
0.20729,0.002177862,2635590,0,0,4.22023E-08
0.207296,0.011889567,2635590,0,0,6.20254E-08
0.207302,0.008785551,2635600,0,0,5.23445E-08
0.207309,0.006170008,2635610,0,0,4.1736E-08
0.207315,0.007741998,2635610,0,0,7.00005E-08
0.207322,0.012258141,2635620,0,0,5.87082E-08
0.207328,0.007311255,2635630,0,0,5.29664E-08
0.207334,0.01034422,2635630,0,0,8.16572E-08
0.207341,0.012986408,2635640,0,0,9.33986E-08
0.207347,0.018146444,2635650,0,0,8.99412E-08
0.207354,0.00755105,2635650,0,0,5.84684E-08
0.20736,0.011938415,2635660,0,0,6.38238E-08
0.207366,0.009336192,2635660,0,0,7.50517E-08
0.207373,0.012107159,2635670,0,0,6.91126E-08
0.207379,0.010930386,2635680,0,0,6.47783E-08
0.207386,0.007577694,2635680,0,0,5.95608E-08
0.207392,0.012275903,2635690,0,0,8.32472E-08
0.207398,0.015473173,2635700,0,0,1.20187E-07
0.207405,0.018865831,2635700,0,0,7.42816E-08
0.207411,0.005894687,2635710,0,0,6.85084E-08
0.207418,0.01367915,2635720,0,0,4.57992E-08
0.207424,0.001587255,2635720,0,0,1.06959E-08
0.20743,0.001978033,2635730,0,0,5.83127E-08
0.207437,0.014682737,2635730,0,0,7.51342E-08
0.207443,0.010361983,2635740,0,0,8.80295E-08
0.20745,0.014789312,2635750,0,0,7.42549E-08
