Meter S/N:, 0639B14R
Sensor, Thermo, Single, ENB075, PM-Pro150 HD
Date, 4/1/2015 3:36:13 PM
Units, W
Cursor, 1.2115720, 1.2161024, 4158.82080078, 1.26271355
Timestamp, Measurement, Sequence, Flags, FlagsInterpreted, Period
1.2115968, 1.96589326858521, 1211596, 32, UnderRange, 0
1.2116480, 1.90843510627747, 1211648, 32, UnderRange, 0
1.2116992, 1.2627135515213, 1211699, 32, UnderRange, 0
1.2117503, 1.82771980762482, 1211750, 32, UnderRange, 0
1.2118016, 1.80583095550537, 1211801, 32, UnderRange, 0
1.2118528, 1.89338636398315, 1211852, 32, UnderRange, 0
1.2119040, 1.71553945541382, 1211904, 32, UnderRange, 0
1.2119552, 1.33658850193024, 1211955, 32, UnderRange, 0
1.2120064, 2.04797649383545, 1212006, 32, UnderRange, 0
1.2120576, 1.94810855388641, 1212057, 32, UnderRange, 0
1.2121088, 1755.17468261719, 1212108, 33, TriggerDetected| UnderRange, 0
1.2121599, 3834.90649414063, 1212160, 0, 0, 0
1.2122112, 4022.19848632813, 1212211, 0, 0, 0
1.2122624, 4146.1005859375, 1212262, 0, 0, 0
1.2123136, 4139.978515625, 1212313, 0, 0, 0
1.2123648, 4041.42797851563, 1212364, 0, 0, 0
1.2124160, 4106.0068359375, 1212416, 0, 0, 0
1.2124672, 4158.82080078125, 1212467, 0, 0, 0
1.2125184, 3945.220703125, 1212518, 0, 0, 0
1.2125696, 3915.98559570313, 1212569, 0, 0, 0
1.2126208, 3974.92407226563, 1212620, 0, 0, 0
1.2126720, 3904.05053710938, 1212672, 0, 0, 0
1.2127231, 3764.34228515625, 1212723, 0, 0, 0
1.2127744, 3723.91088867188, 1212774, 0, 0, 0
1.2128256, 3701.93432617188, 1212825, 0, 0, 0
1.2128768, 3686.17578125, 1212876, 0, 0, 0
1.2129280, 3562.2041015625, 1212928, 0, 0, 0
1.2129792, 3492.26904296875, 1212979, 0, 0, 0
1.2130304, 3402.14868164063, 1213030, 0, 0, 0
1.2130816, 3309.60791015625, 1213081, 0, 0, 0
1.2131327, 3174.73583984375, 1213132, 0, 0, 0
1.2131840, 3250.94848632813, 1213184, 0, 0, 0
1.2132352, 3058.55224609375, 1213235, 0, 0, 0
1.2132864, 3095.58276367188, 1213286, 0, 0, 0
1.2133376, 2905.25366210938, 1213337, 32, UnderRange, 0
1.2133888, 2856.36767578125, 1213388, 32, UnderRange, 0
1.2134400, 2859.40893554688, 1213440, 32, UnderRange, 0
1.2134912, 2730.8583984375, 1213491, 32, UnderRange, 0
1.2135424, 2660.32836914063, 1213542, 32, UnderRange, 0
1.2135936, 2591.373046875, 1213593, 32, UnderRange, 0
1.2136448, 2491.45556640625, 1213644, 32, UnderRange, 0
1.2136960, 2451.38671875, 1213696, 32, UnderRange, 0
1.2137472, 2373.8837890625, 1213747, 32, UnderRange, 0
1.2137984, 2304.67944335938, 1213798, 32, UnderRange, 0
1.2138496, 2250.21313476563, 1213849, 32, UnderRange, 0
1.2139008, 2165.26391601563, 1213900, 32, UnderRange, 0
1.2139520, 2042.50842285156, 1213952, 32, UnderRange, 0
1.2140032, 2055.65405273438, 1214003, 32, UnderRange, 0
1.2140544, 2012.98852539063, 1214054, 32, UnderRange, 0
1.2141055, 1868.14721679688, 1214105, 32, UnderRange, 0
1.2141568, 1863.54370117188, 1214156, 32, UnderRange, 0
1.2142080, 1722.08825683594, 1214208, 32, UnderRange, 0
1.2142592, 1698.56872558594, 1214259, 32, UnderRange, 0
1.2143104, 1668.14599609375, 1214310, 32, UnderRange, 0
1.2143616, 1561.61291503906, 1214361, 32, UnderRange, 0
1.2144128, 1566.65002441406, 1214412, 32, UnderRange, 0
1.2144640, 1409.78625488281, 1214464, 32, UnderRange, 0
1.2145151, 1399.18933105469, 1214515, 32, UnderRange, 0
1.2145664, 1333.89892578125, 1214566, 32, UnderRange, 0
1.2146176, 1275.63635253906, 1214617, 32, UnderRange, 0
1.2146688, 1206.39770507813, 1214668, 32, UnderRange, 0
1.2147200, 1162.62548828125, 1214720, 32, UnderRange, 0
1.2147712, 1124.09143066406, 1214771, 32, UnderRange, 0
1.2148224, 1055.00073242188, 1214822, 32, UnderRange, 0
1.2148736, 980.898681640625, 1214873, 32, UnderRange, 0
1.2149248, 965.888366699219, 1214924, 32, UnderRange, 0
1.2149760, 850.587463378906, 1214976, 32, UnderRange, 0
1.2150272, 778.671569824219, 1215027, 32, UnderRange, 0
1.2150783, 791.040161132813, 1215078, 32, UnderRange, 0
1.2151296, 698.827880859375, 1215129, 32, UnderRange, 0
1.2151808, 654.230651855469, 1215180, 32, UnderRange, 0
1.2152320, 616.133117675781, 1215232, 32, UnderRange, 0
1.2152832, 530.078430175781, 1215283, 32, UnderRange, 0
1.2153344, 560.576416015625, 1215334, 32, UnderRange, 0
1.2153856, 444.03466796875, 1215385, 32, UnderRange, 0
1.2154368, 415.450561523438, 1215436, 32, UnderRange, 0
1.2154879, 382.108367919922, 1215488, 32, UnderRange, 0
1.2155392, 348.623870849609, 1215539, 32, UnderRange, 0
1.2155904, 255.667358398438, 1215590, 32, UnderRange, 0
1.2156416, 286.668823242188, 1215641, 32, UnderRange, 0
1.2156928, 18.9119758605957, 1215692, 32, UnderRange, 0
1.2157440, 5.58439588546753, 1215744, 32, UnderRange, 0
1.2157952, 4.76493120193481, 1215795, 32, UnderRange, 0
1.2158464, 4.23138999938965, 1215846, 32, UnderRange, 0
1.2158976, 4.29432058334351, 1215897, 32, UnderRange, 0
1.2159488, 4.07269620895386, 1215948, 32, UnderRange, 0
1.2160000, 3.98787689208984, 1216000, 32, UnderRange, 0
1.2160512, 3.59250926971436, 1216051, 32, UnderRange, 0
1.2161024, 3.20808601379395, 1216102, 32, UnderRange, 0
