Meter S/N:, 0639B14R
Sensor, Thermo, Single, ENB075, PM-Pro150 HD
Date, 4/1/2015 2:53:29 PM
Units, W
Timestamp, Measurement, Sequence, Flags, FlagsInterpreted, Period
0.0000000, 1.18375360965729, 0, 0, 0, 0
0.0000016, 0.12624754011631, 1, 0, 0, 0
0.0000032, 1.00756704807281, 2, 0, 0, 0
0.0000048, 0.611147224903107, 3, 0, 0, 0
0.0000064, 1.13970696926117, 4, 0, 0, 0
0.0000080, -0.181137755513191, 5, 0, 0, 0
0.0000096, 0.65519392490387, 6, 0, 0, 0
0.0000112, 0.21472741663456, 7, 0, 0, 0
0.0000128, 0.699240505695343, 8, 0, 0, 0
0.0000144, 0.038540817797184, 9, 0, 0, 0
0.0000160, 1.88849997520447, 10, 0, 0, 0
0.0000176, 0.609281539916992, 11, 0, 0, 0
0.0000192, 1.05161380767822, 12, 0, 0, 0
0.0000208, 0.963520407676697, 13, 0, 0, 0
0.0000224, 1.00449120998383, 14, 0, 0, 0
0.0000240, 1.40398693084717, 15, 0, 0, 0
0.0000256, 0.567100584506989, 16, 0, 0, 0
0.0000272, 0.567100584506989, 17, 0, 0, 0
0.0000288, 0.0384231619536877, 18, 0, 0, 0
0.0000304, 0.743287205696106, 19, 0, 0, 0
0.0000320, 0.565369367599487, 20, 0, 0, 0
0.0000335, -0.00550583098083735, 21, 0, 0, 0
0.0000352, 0.831380486488342, 22, 0, 0, 0
0.0000368, -0.798345506191254, 23, 0, 0, 0
0.0000384, 0.0825874730944633, 24, 0, 0, 0
0.0000400, 0.126634120941162, 25, 0, 0, 0
0.0000416, 0.699240505695343, 26, 0, 0, 0
0.0000432, 0.346867352724075, 27, 0, 0, 0
0.0000448, 0.872754633426666, 28, 0, 0, 0
0.0000464, 0.390914022922516, 29, 0, 0, 0
0.0000480, 1.9266471862793, 30, 0, 0, 0
0.0000496, 0.919473767280579, 31, 0, 0, 0
0.0000512, 1.4920802116394, 32, 0, 0, 0
0.0000528, 0.434960663318634, 33, 0, 0, 0
0.0000544, 1.7563601732254, 34, 0, 0, 0
0.0000560, 0.609281539916992, 35, 0, 0, 0
0.0000576, 1.18375360965729, 36, 0, 0, 0
0.0000592, 1.79491055011749, 37, 0, 0, 0
0.0000608, 1.838822722435, 38, 0, 0, 0
0.0000624, 1.58017361164093, 39, 0, 0, 0
0.0000640, 1.88849997520447, 40, 0, 0, 0
0.0000656, 1.35578858852386, 41, 0, 0, 0
0.0000671, 1.44803357124329, 42, 0, 0, 0
0.0000688, 0.434960663318634, 43, 0, 0, 0
0.0000704, 0.784930288791656, 44, 0, 0, 0
0.0000720, 1.09231555461884, 45, 0, 0, 0
0.0000736, 1.7563601732254, 46, 0, 0, 0
0.0000752, 0.565369367599487, 47, 0, 0, 0
0.0000768, -0.18169242143631, 48, 0, 0, 0
0.0000784, 0.17068076133728, 49, 0, 0, 0
0.0000800, -0.00550583098083735, 50, 0, 0, 0
0.0000816, -0.356786489486694, 51, 0, 0, 0
0.0000832, 1.35994017124176, 52, 0, 0, 0
0.0000848, 0.963520407676697, 53, 0, 0, 0
0.0000864, 0.567100584506989, 54, 0, 0, 0
0.0000880, -0.444610863924026, 55, 0, 0, 0
0.0000896, 0.346867352724075, 56, 0, 0, 0
0.0000911, 0.258774071931839, 57, 0, 0, 0
0.0000928, 0.828842461109161, 58, 0, 0, 0
0.0000944, 0.787333846092224, 59, 0, 0, 0
0.0000960, 1.35994017124176, 60, 0, 0, 0
0.0000976, 0.346867352724075, 61, 0, 0, 0
0.0000992, 0.743287205696106, 62, 0, 0, 0
0.0001008, 0.784930288791656, 63, 0, 0, 0
0.0001024, 0.565369367599487, 64, 0, 0, 0
0.0001040, 0.611147224903107, 65, 0, 0, 0
0.0001056, 0.787333846092224, 66, 0, 0, 0
0.0001072, 0.389720648527145, 67, 0, 0, 0
0.0001088, -0.0495524778962135, 68, 0, 0, 0
0.0001104, 0.787333846092224, 69, 0, 0, 0
0.0001120, 1.35578858852386, 70, 0, 0, 0
0.0001136, 0.52305394411087, 71, 0, 0, 0
0.0001152, 0.302820712327957, 72, 0, 0, 0
0.0001168, 0.521457195281982, 73, 0, 0, 0
0.0001184, 0.390914022922516, 74, 0, 0, 0
0.0001200, -0.18169242143631, 75, 0, 0, 0
0.0001216, 0.346867352724075, 76, 0, 0, 0
0.0001232, 0.611147224903107, 77, 0, 0, 0
0.0001248, -0.00550583098083735, 78, 0, 0, 0
0.0001264, 0.919473767280579, 79, 0, 0, 0
0.0001280, 0.741018116474152, 80, 0, 0, 0
0.0001296, -0.0495524778962135, 81, 0, 0, 0
0.0001312, 1.40398693084717, 82, 0, 0, 0
0.0001328, 0.17068076133728, 83, 0, 0, 0
0.0001343, -0.886438846588135, 84, 0, 0, 0
0.0001360, -0.268962115049362, 85, 0, 0, 0
0.0001376, -0.578112244606018, 86, 0, 0, 0
0.0001392, 0.21472741663456, 87, 0, 0, 0
0.0001408, -1.10667204856873, 88, 0, 0, 0
0.0001424, 0.52305394411087, 89, 0, 0, 0
0.0001440, 1.40398693084717, 90, 0, 0, 0
0.0001455, 0.653193771839142, 91, 0, 0, 0
0.0001472, 0.214071899652481, 92, 0, 0, 0
0.0001488, -0.00550583098083735, 93, 0, 0, 0
0.0001504, -0.356786489486694, 94, 0, 0, 0
0.0001520, -0.622158944606781, 95, 0, 0, 0
0.0001536, 0.0825874730944633, 96, 0, 0, 0
0.0001552, -0.0935991257429123, 97, 0, 0, 0
0.0001568, 0.038540817797184, 98, 0, 0, 0
0.0001584, 0.434960663318634, 99, 0, 0, 0
0.0001600, -0.886438846588135, 100, 0, 0, 0
0.0001616, 0.434960663318634, 101, 0, 0, 0
0.0001632, 1.31187653541565, 102, 0, 0, 0
0.0001648, 1.13622772693634, 103, 0, 0, 0
0.0001664, 1.09566032886505, 104, 0, 0, 0
0.0001680, 0.919473767280579, 105, 0, 0, 0
0.0001696, 0.831380486488342, 106, 0, 0, 0
0.0001711, 0.697105884552002, 107, 0, 0, 0
0.0001728, 0.479007303714752, 108, 0, 0, 0
0.0001744, 0.346867352724075, 109, 0, 0, 0
0.0001760, 1.838822722435, 110, 0, 0, 0
