Meter S/N:, 0639B14R
Sensor, Thermo, Single, ENB075, PM-Pro150 HD
Date, 4/1/2015 3:34:17 PM
Units, W
Cursor, 2.1063168, 2.1116416, 5417.70068359, 1479.10961914
Timestamp, Measurement, Sequence, Flags, FlagsInterpreted, Period
2.1063168, 0.444617450237274, 2106316, 32, UnderRange, 0
2.1063679, 1.26544976234436, 2106368, 32, UnderRange, 0
2.1064192, 1.15053331851959, 2106419, 32, UnderRange, 0
2.1064704, 1.10675549507141, 2106470, 32, UnderRange, 0
2.1065216, 0.820832252502441, 2106521, 32, UnderRange, 0
2.1065728, 1.74974071979523, 2106572, 32, UnderRange, 0
2.1066240, 1.42961621284485, 2106624, 32, UnderRange, 0
2.1066752, 0.730540692806244, 2106675, 32, UnderRange, 0
2.1067264, 1.24082469940186, 2106726, 32, UnderRange, 0
2.1067776, 1.1245402097702, 2106777, 32, UnderRange, 0
2.1068288, 1.07392227649689, 2106828, 32, UnderRange, 0
2.1068800, 1.1587415933609, 2106880, 32, UnderRange, 0
2.1069312, 0.920700192451477, 2106931, 32, UnderRange, 0
2.1069824, 1.24219286441803, 2106982, 32, UnderRange, 0
2.1070336, 1.38310241699219, 2107033, 32, UnderRange, 0
2.1070848, 1.27639412879944, 2107084, 32, UnderRange, 0
2.1071360, 2.26823329925537, 2107136, 32, UnderRange, 0
2.1071872, 2.83734345436096, 2107187, 32, UnderRange, 0
2.1072384, 3066.45825195313, 2107238, 1, TriggerDetected, 0
2.1072896, 5448.2578125, 2107289, 0, 0, 0
2.1073407, 5514.18701171875, 2107340, 0, 0, 0
2.1073920, 5618.83642578125, 2107392, 0, 0, 0
2.1074432, 5665.078125, 2107443, 0, 0, 0
2.1074944, 5704.81396484375, 2107494, 0, 0, 0
2.1075456, 5672.6171875, 2107545, 0, 0, 0
2.1075968, 5527.876953125, 2107596, 0, 0, 0
2.1076480, 5647.759765625, 2107648, 0, 0, 0
2.1076992, 5396.748046875, 2107699, 0, 0, 0
2.1077504, 5403.04345703125, 2107750, 0, 0, 0
2.1078016, 5330.21533203125, 2107801, 0, 0, 0
2.1078528, 5267.24267578125, 2107852, 0, 0, 0
2.1079040, 5417.70068359375, 2107904, 0, 0, 0
2.1079552, 5364.322265625, 2107955, 0, 0, 0
2.1080064, 5302.74462890625, 2108006, 0, 0, 0
2.1080576, 5133.83935546875, 2108057, 0, 0, 0
2.1081088, 5218.1083984375, 2108108, 0, 0, 0
2.1081599, 4909.97900390625, 2108160, 0, 0, 0
2.1082112, 5156.88818359375, 2108211, 0, 0, 0
2.1082624, 4939.57275390625, 2108262, 0, 0, 0
2.1083135, 4913.6806640625, 2108313, 0, 0, 0
2.1083648, 4910.423828125, 2108364, 0, 0, 0
2.1084160, 4754.70361328125, 2108416, 0, 0, 0
2.1084672, 4849.37158203125, 2108467, 0, 0, 0
2.1085184, 4668.74072265625, 2108518, 0, 0, 0
2.1085696, 4661.77734375, 2108569, 0, 0, 0
2.1086208, 4417.5703125, 2108620, 0, 0, 0
2.1086720, 4518.19189453125, 2108672, 0, 0, 0
2.1087232, 4279.08203125, 2108723, 0, 0, 0
2.1087744, 4316.9482421875, 2108774, 0, 0, 0
2.1088256, 4171.2998046875, 2108825, 0, 0, 0
2.1088768, 4168.84033203125, 2108876, 0, 0, 0
2.1089280, 4056.4736328125, 2108928, 0, 0, 0
2.1089792, 3929.0380859375, 2108979, 0, 0, 0
2.1090304, 3891.11157226563, 2109030, 0, 0, 0
2.1090816, 3782.67138671875, 2109081, 0, 0, 0
2.1091327, 3761.337890625, 2109132, 0, 0, 0
2.1091840, 3675.92749023438, 2109184, 0, 0, 0
2.1092352, 3561.39965820313, 2109235, 0, 0, 0
2.1092863, 3506.0126953125, 2109286, 0, 0, 0
2.1093376, 3439.228515625, 2109337, 0, 0, 0
2.1093888, 3310.03881835938, 2109388, 0, 0, 0
2.1094400, 3244.90185546875, 2109440, 0, 0, 0
2.1094912, 3176.7646484375, 2109491, 0, 0, 0
2.1095424, 3135.271484375, 2109542, 0, 0, 0
2.1095936, 2956.56396484375, 2109593, 32, UnderRange, 0
2.1096448, 3002.7646484375, 2109644, 32, UnderRange, 0
2.1096960, 2839.1494140625, 2109696, 32, UnderRange, 0
2.1097472, 2813.76904296875, 2109747, 32, UnderRange, 0
2.1097984, 2708.39477539063, 2109798, 32, UnderRange, 0
2.1098496, 2701.93212890625, 2109849, 32, UnderRange, 0
2.1099008, 2532.912109375, 2109900, 32, UnderRange, 0
2.1099520, 2520.75537109375, 2109952, 32, UnderRange, 0
2.1100032, 2383.8076171875, 2110003, 32, UnderRange, 0
2.1100544, 2352.244140625, 2110054, 32, UnderRange, 0
2.1101055, 2304.80541992188, 2110105, 32, UnderRange, 0
2.1101568, 2204.14526367188, 2110156, 32, UnderRange, 0
2.1102080, 2182.51489257813, 2110208, 32, UnderRange, 0
2.1102591, 2023.59228515625, 2110259, 32, UnderRange, 0
2.1103104, 1981.14013671875, 2110310, 32, UnderRange, 0
2.1103616, 1986.95581054688, 2110361, 32, UnderRange, 0
2.1104128, 1842.3662109375, 2110412, 32, UnderRange, 0
2.1104640, 1829.66381835938, 2110464, 32, UnderRange, 0
2.1105152, 1736.32006835938, 2110515, 32, UnderRange, 0
2.1105664, 1701.36364746094, 2110566, 32, UnderRange, 0
2.1106176, 1596.98803710938, 2110617, 32, UnderRange, 0
2.1106688, 1550.11437988281, 2110668, 32, UnderRange, 0
2.1107200, 1529.11474609375, 2110720, 32, UnderRange, 0
2.1107712, 1479.10961914063, 2110771, 32, UnderRange, 0
2.1108224, 1396.94567871094, 2110822, 32, UnderRange, 0
2.1108736, 467.001556396484, 2110873, 32, UnderRange, 0
2.1109248, 14.252384185791, 2110924, 32, UnderRange, 0
2.1109760, 10.6489305496216, 2110976, 32, UnderRange, 0
2.1110272, 9.1522798538208, 2111027, 32, UnderRange, 0
2.1110783, 8.60095405578613, 2111078, 32, UnderRange, 0
2.1111296, 7.04547691345215, 2111129, 32, UnderRange, 0
2.1111808, 6.82385206222534, 2111180, 32, UnderRange, 0
2.1112320, 6.08647155761719, 2111232, 32, UnderRange, 0
2.1112832, 6.26294994354248, 2111283, 32, UnderRange, 0
2.1113344, 5.71025657653809, 2111334, 32, UnderRange, 0
2.1113856, 5.8073878288269, 2111385, 32, UnderRange, 0
2.1114368, 5.16303491592407, 2111436, 32, UnderRange, 0
2.1114880, 5.77455472946167, 2111488, 32, UnderRange, 0
2.1115392, 5.18218755722046, 2111539, 32, UnderRange, 0
2.1115904, 5.21091651916504, 2111590, 32, UnderRange, 0
2.1116416, 4.49268865585327, 2111641, 32, UnderRange, 0
