Meter S/N:, 0639B14R
Sensor, Thermo, Single, ENB075, PM-Pro150 HD
Date, 4/1/2015 3:22:18 PM
Units, W
Cursor, 1.8240000, 1.8357760, 4158.82080078, 1.26271355
1.8282496, 2.01858830451965, 1828249, 32, UnderRange, 0
1.8283008, 2.5194616317749, 1828300, 32, UnderRange, 0
1.8283520, 1.97467613220215, 1828352, 32, UnderRange, 0
1.8284032, 2.61826395988464, 1828403, 32, UnderRange, 0
1.8284544, 1937.35205078125, 1828454, 33, TriggerDetected| UnderRange, 0
1.8285056, 6181.20654296875, 1828505, 0, 0, 0
1.8285568, 6315.95654296875, 1828556, 0, 0, 0
1.8286080, 6322.53955078125, 1828608, 0, 0, 0
1.8286592, 6376.55712890625, 1828659, 0, 0, 0
1.8287104, 6420.8427734375, 1828710, 0, 0, 0
1.8287616, 6362.4130859375, 1828761, 0, 0, 0
1.8288128, 6406.2841796875, 1828812, 0, 0, 0
1.8288640, 6402.79052734375, 1828864, 0, 0, 0
1.8289152, 6387.99755859375, 1828915, 0, 0, 0
1.8289664, 6368.95458984375, 1828966, 0, 0, 0
1.8290176, 6325.4609375, 1829017, 0, 0, 0
1.8290688, 6333.48046875, 1829068, 0, 0, 0
1.8291200, 6258.21484375, 1829120, 0, 0, 0
1.8291712, 6300.59130859375, 1829171, 0, 0, 0
1.8292224, 6204.26220703125, 1829222, 0, 0, 0
1.8292736, 6216.6328125, 1829273, 0, 0, 0
1.8293248, 6151.41259765625, 1829324, 0, 0, 0
1.8293760, 6168.00439453125, 1829376, 0, 0, 0
1.8294272, 6100.5498046875, 1829427, 0, 0, 0
1.8294784, 6081.5380859375, 1829478, 0, 0, 0
1.8295296, 6035.2412109375, 1829529, 0, 0, 0
1.8295808, 6017.07763671875, 1829580, 0, 0, 0
1.8296320, 5787.71484375, 1829632, 0, 0, 0
1.8296832, 5891.916015625, 1829683, 0, 0, 0
1.8297344, 5891.36669921875, 1829734, 0, 0, 0
1.8297856, 5730.84765625, 1829785, 0, 0, 0
1.8298368, 5749.63623046875, 1829836, 0, 0, 0
1.8298880, 5693.662109375, 1829888, 0, 0, 0
1.8299392, 5621.0009765625, 1829939, 0, 0, 0
1.8299904, 5495.2314453125, 1829990, 0, 0, 0
1.8300416, 5493.78076171875, 1830041, 0, 0, 0
1.8300928, 5519.94677734375, 1830092, 0, 0, 0
1.8301440, 5286.6455078125, 1830144, 0, 0, 0
1.8301952, 5240.2685546875, 1830195, 0, 0, 0
1.8302464, 5293.73583984375, 1830246, 0, 0, 0
1.8302976, 5296.82080078125, 1830297, 0, 0, 0
1.8303488, 5111.6953125, 1830348, 0, 0, 0
1.8304000, 5054.7138671875, 1830400, 0, 0, 0
1.8304512, 4960.9150390625, 1830451, 0, 0, 0
1.8305024, 4906.46484375, 1830502, 0, 0, 0
1.8305536, 4897.73193359375, 1830553, 0, 0, 0
1.8306048, 4724.6298828125, 1830604, 0, 0, 0
1.8306560, 4592.1689453125, 1830656, 0, 0, 0
1.8307072, 4515.2099609375, 1830707, 0, 0, 0
1.8307584, 4508.1357421875, 1830758, 0, 0, 0
1.8308096, 4332.2470703125, 1830809, 0, 0, 0
1.8308608, 4443.84326171875, 1830860, 0, 0, 0
1.8309120, 4339.81396484375, 1830912, 0, 0, 0
1.8309632, 4085.32763671875, 1830963, 0, 0, 0
1.8310144, 4114.47021484375, 1831014, 0, 0, 0
1.8310656, 4029.08422851563, 1831065, 0, 0, 0
1.8311168, 3927.63330078125, 1831116, 0, 0, 0
1.8311680, 3873.91235351563, 1831168, 0, 0, 0
1.8312192, 3802.24755859375, 1831219, 0, 0, 0
1.8312704, 3684.73022460938, 1831270, 0, 0, 0
1.8313216, 3587.09985351563, 1831321, 0, 0, 0
1.8313728, 3521.31103515625, 1831372, 0, 0, 0
1.8314240, 3444.09301757813, 1831424, 0, 0, 0
1.8314752, 3338.58837890625, 1831475, 0, 0, 0
1.8315264, 3282.55126953125, 1831526, 0, 0, 0
1.8315776, 3204.33813476563, 1831577, 0, 0, 0
1.8316288, 3110.2958984375, 1831628, 0, 0, 0
1.8316800, 3157.306640625, 1831680, 0, 0, 0
1.8317312, 3030.58032226563, 1831731, 32, UnderRange, 0
1.8317824, 2896.85107421875, 1831782, 32, UnderRange, 0
1.8318336, 2771.69995117188, 1831833, 32, UnderRange, 0
1.8318848, 2840.77124023438, 1831884, 32, UnderRange, 0
1.8319360, 2662.37670898438, 1831936, 32, UnderRange, 0
1.8319872, 2636.50122070313, 1831987, 32, UnderRange, 0
1.8320384, 2506.22607421875, 1832038, 32, UnderRange, 0
1.8320896, 1594.79174804688, 1832089, 32, UnderRange, 0
1.8321408, 29.8973369598389, 1832140, 32, UnderRange, 0
1.8321920, 18.2002277374268, 1832192, 32, UnderRange, 0
1.8322432, 14.5472831726074, 1832243, 32, UnderRange, 0
1.8322944, 12.6563148498535, 1832294, 32, UnderRange, 0
1.8323456, 11.3979558944702, 1832345, 32, UnderRange, 0
1.8323968, 10.0600061416626, 1832396, 32, UnderRange, 0
1.8324480, 8.98278617858887, 1832448, 32, UnderRange, 0
1.8324992, 9.18725299835205, 1832499, 32, UnderRange, 0
1.8325504, 8.03592967987061, 1832550, 32, UnderRange, 0
1.8326016, 7.48428297042847, 1832601, 32, UnderRange, 0
1.8326528, 7.31686782836914, 1832652, 32, UnderRange, 0
1.8327040, 7.78206253051758, 1832704, 32, UnderRange, 0
1.8327552, 7.0424165725708, 1832755, 32, UnderRange, 0
1.8328064, 6.54428768157959, 1832806, 32, UnderRange, 0
1.8328576, 6.00773572921753, 1832857, 32, UnderRange, 0
1.8329088, 5.7168173789978, 1832908, 32, UnderRange, 0
1.8329600, 5.28592920303345, 1832960, 32, UnderRange, 0
1.8330112, 6.16828966140747, 1833011, 32, UnderRange, 0
1.8330624, 5.60566520690918, 1833062, 32, UnderRange, 0
1.8331136, 5.71956205368042, 1833113, 32, UnderRange, 0
1.8331648, 5.28867387771606, 1833164, 32, UnderRange, 0
1.8332160, 4.90855884552002, 1833216, 32, UnderRange, 0
1.8332672, 4.48041534423828, 1833267, 32, UnderRange, 0
1.8333184, 5.22280550003052, 1833318, 32, UnderRange, 0
1.8333696, 4.69174242019653, 1833369, 32, UnderRange, 0
1.8334208, 4.43924760818481, 1833420, 32, UnderRange, 0
1.8334720, 4.47629833221436, 1833472, 32, UnderRange, 0
1.8335232, 4.48453187942505, 1833523, 32, UnderRange, 0
1.8335744, 4.10990619659424, 1833574, 32, UnderRange, 0
1.8336256, 3.7311635017395, 1833625, 32, UnderRange, 0
1.8336768, 4.19498586654663, 1833676, 32, UnderRange, 0
1.8337280, 3.8793671131134, 1833728, 32, UnderRange, 0
1.8337792, 3.84368824958801, 1833779, 32, UnderRange, 0
1.8338304, 3.87662243843079, 1833830, 32, UnderRange, 0
1.8338816, 3.80663752555847, 1833881, 32, UnderRange, 0
1.8339328, 3.01210141181946, 1833932, 32, UnderRange, 0
1.8339840, 3.2769467830658, 1833984, 32, UnderRange, 0
1.8340352, 3.24675726890564, 1834035, 32, UnderRange, 0
1.8340864, 3.42789483070374, 1834086, 32, UnderRange, 0
1.8341376, 3.43887305259705, 1834137, 32, UnderRange, 0
1.8341888, 4.28967142105103, 1834188, 32, UnderRange, 0
1.8342400, 3.70646286010742, 1834240, 32, UnderRange, 0
1.8342912, 3.29066944122314, 1834291, 32, UnderRange, 0
1.8343424, 2.94211626052856, 1834342, 32, UnderRange, 0
1.8343936, 3.78056454658508, 1834393, 32, UnderRange, 0
1.8344448, 3.03954648971558, 1834444, 32, UnderRange, 0
1.8344960, 3.82036018371582, 1834496, 32, UnderRange, 0
1.8345472, 3.21382308006287, 1834547, 32, UnderRange, 0
1.8345984, 3.5212082862854, 1834598, 32, UnderRange, 0
1.8346496, 2.59081888198853, 1834649, 32, UnderRange, 0
1.8347008, 3.00249552726746, 1834700, 32, UnderRange, 0
1.8347520, 2.79665732383728, 1834752, 32, UnderRange, 0
1.8348032, 2.80626320838928, 1834803, 32, UnderRange, 0
1.8348544, 2.84468626976013, 1834854, 32, UnderRange, 0
1.8349056, 3.50748586654663, 1834905, 32, UnderRange, 0
1.8349568, 3.03131294250488, 1834956, 32, UnderRange, 0
1.8350080, 3.4690625667572, 1835008, 32, UnderRange, 0
1.8350592, 3.09031987190247, 1835059, 32, UnderRange, 0
1.8351104, 3.26322412490845, 1835110, 32, UnderRange, 0
1.8351616, 3.09855365753174, 1835161, 32, UnderRange, 0
1.8352128, 3.90544009208679, 1835212, 32, UnderRange, 0
1.8352640, 3.8354549407959, 1835264, 32, UnderRange, 0
1.8353152, 3.81624341011047, 1835315, 32, UnderRange, 0
1.8353664, 3.71606850624084, 1835366, 32, UnderRange, 0
1.8354176, 3.71606850624084, 1835417, 32, UnderRange, 0
1.8354688, 3.07522535324097, 1835468, 32, UnderRange, 0
1.8355200, 3.25087380409241, 1835520, 32, UnderRange, 0
1.8355712, 2.81998538970947, 1835571, 32, UnderRange, 0
1.8356224, 3.1205096244812, 1835622, 32, UnderRange, 0
1.8356736, 2.67727112770081, 1835673, 32, UnderRange, 0
1.8357248, 3.26047992706299, 1835724, 32, UnderRange, 0
1.8357760, 3.19598388671875, 1835776, 32, UnderRange, 0
