Meter S/N:, 0639B14R
Sensor, Thermo, Single, ENB075, PM-Pro150 HD
Date, 4/1/2015 3:22:18 PM
Units, W
Cursor, 1.8240000, 1.8357760, 4158.82080078, 1.26271355
Timestamp, Measurement, Sequence, Flags, FlagsInterpreted, Period
1.8240000, 2.0474054813385, 1824000, 32, UnderRange, 0
1.8240512, 2.68276000022888, 1824051, 32, UnderRange, 0
1.8241024, 2.23403239250183, 1824102, 32, UnderRange, 0
1.8241536, 1.79353821277618, 1824153, 32, UnderRange, 0
1.8242048, 1.85528981685638, 1824204, 32, UnderRange, 0
1.8242560, 1.81137764453888, 1824256, 32, UnderRange, 0
1.8243072, 2.13660216331482, 1824307, 32, UnderRange, 0
1.8243584, 1.68375790119171, 1824358, 32, UnderRange, 0
1.8244096, 2.15993070602417, 1824409, 32, UnderRange, 0
1.8244608, 2.00349354743958, 1824460, 32, UnderRange, 0
1.8245120, 1.79765498638153, 1824512, 32, UnderRange, 0
1.8245632, 1.55476582050323, 1824563, 32, UnderRange, 0
1.8246144, 1.49987554550171, 1824614, 32, UnderRange, 0
1.8246656, 1.63023996353149, 1824665, 32, UnderRange, 0
1.8247168, 1.79491055011749, 1824716, 32, UnderRange, 0
1.8247680, 1.44361305236816, 1824768, 32, UnderRange, 0
1.8248192, 1.82098340988159, 1824819, 32, UnderRange, 0
1.8248704, 1.59456121921539, 1824870, 32, UnderRange, 0
1.8249216, 1.99388766288757, 1824921, 32, UnderRange, 0
1.8249728, 2.27245545387268, 1824972, 32, UnderRange, 0
1.8250240, 1.48889756202698, 1825024, 32, UnderRange, 0
1.8250752, 1.28580355644226, 1825075, 32, UnderRange, 0
1.8251264, 1.70434165000916, 1825126, 32, UnderRange, 0
1.8251776, 1.71943652629852, 1825177, 32, UnderRange, 0
1.8252288, 1.33794939517975, 1825228, 32, UnderRange, 0
1.8252800, 1.97193157672882, 1825280, 32, UnderRange, 0
1.8253312, 1.55613803863525, 1825331, 32, UnderRange, 0
1.8253824, 2.12562417984009, 1825382, 32, UnderRange, 0
1.8254336, 1.5767217874527, 1825433, 32, UnderRange, 0
1.8254848, 1.44910204410553, 1825484, 32, UnderRange, 0
1.8255360, 1.56574392318726, 1825536, 32, UnderRange, 0
1.8255872, 1.9088077545166, 1825587, 32, UnderRange, 0
1.8256384, 1.91429686546326, 1825638, 32, UnderRange, 0
1.8256896, 1.62475085258484, 1825689, 32, UnderRange, 0
1.8257408, 1.99114322662354, 1825740, 32, UnderRange, 0
1.8257920, 1.47791945934296, 1825792, 32, UnderRange, 0
1.8258432, 1.39558410644531, 1825843, 32, UnderRange, 0
1.8258944, 2.05426669120789, 1825894, 32, UnderRange, 0
1.8259456, 1.94860315322876, 1825945, 32, UnderRange, 0
1.8259968, 1.56986057758331, 1825996, 32, UnderRange, 0
1.8260480, 1.74550926685333, 1826048, 32, UnderRange, 0
1.8260992, 2.05838370323181, 1826099, 32, UnderRange, 0
1.8261504, 1.77432668209076, 1826150, 32, UnderRange, 0
1.8262016, 1.50261998176575, 1826201, 32, UnderRange, 0
1.8262528, 1.67964100837708, 1826252, 32, UnderRange, 0
1.8263040, 1.9266471862793, 1826304, 32, UnderRange, 0
1.8263552, 1.87175691127777, 1826355, 32, UnderRange, 0
1.8264064, 2.7815625667572, 1826406, 32, UnderRange, 0
1.8264576, 2.44810438156128, 1826457, 32, UnderRange, 0
1.8265088, 2.76646757125854, 1826508, 32, UnderRange, 0
1.8265600, 2.09268999099731, 1826560, 32, UnderRange, 0
1.8266112, 1.55476582050323, 1826611, 32, UnderRange, 0
1.8266624, 2.34381294250488, 1826662, 32, UnderRange, 0
1.8267136, 2.05838370323181, 1826713, 32, UnderRange, 0
1.8267648, 1.77569901943207, 1826764, 32, UnderRange, 0
1.8268160, 2.0048656463623, 1826816, 32, UnderRange, 0
1.8268672, 2.64982581138611, 1826867, 32, UnderRange, 0
1.8269184, 2.24638271331787, 1826918, 32, UnderRange, 0
1.8269696, 1.7084584236145, 1826969, 32, UnderRange, 0
1.8270208, 1.5767217874527, 1827020, 32, UnderRange, 0
1.8270720, 1.59867787361145, 1827072, 32, UnderRange, 0
1.8271232, 1.92801928520203, 1827123, 32, UnderRange, 0
1.8271744, 1.06075370311737, 1827174, 32, UnderRange, 0
1.8272256, 1.05252015590668, 1827225, 32, UnderRange, 0
1.8272768, 1.49575889110565, 1827276, 32, UnderRange, 0
1.8273280, 1.8127498626709, 1827328, 32, UnderRange, 0
1.8273792, 1.64259016513824, 1827379, 32, UnderRange, 0
1.8274304, 1.76197636127472, 1827430, 32, UnderRange, 0
1.8274816, 2.14758038520813, 1827481, 32, UnderRange, 0
1.8275328, 2.54278993606567, 1827532, 32, UnderRange, 0
1.8275840, 2.25324392318726, 1827584, 32, UnderRange, 0
1.8276352, 2.48927187919617, 1827635, 32, UnderRange, 0
1.8276864, 2.02544951438904, 1827686, 32, UnderRange, 0
1.8277376, 2.19012022018433, 1827737, 32, UnderRange, 0
1.8277888, 2.18188667297363, 1827788, 32, UnderRange, 0
1.8278400, 1.79079377651215, 1827840, 32, UnderRange, 0
1.8278912, 1.59181678295135, 1827891, 32, UnderRange, 0
1.8279424, 1.81686663627625, 1827942, 32, UnderRange, 0
1.8279936, 1.53829872608185, 1827993, 32, UnderRange, 0
1.8280448, 1.5602548122406, 1828044, 32, UnderRange, 0
1.8280960, 1.29678165912628, 1828096, 32, UnderRange, 0
1.8281472, 1.09368789196014, 1828147, 32, UnderRange, 0
1.8281984, 1.84705626964569, 1828198, 32, UnderRange, 0
