Meter S/N:, 0639B14R
Sensor, Thermo, Single, ENB075, PM-Pro150 HD
Date, 4/1/2015 2:33:27 PM
Units, W
Cursor, 0.0000000, 0.0063168, 61.58622425, -1.03342310
Timestamp, Measurement, Sequence, Flags, FlagsInterpreted, Period
0.0000000, -1.8031417131424, 0, 0, 0, 0
0.0000016, -0.345164924860001, 1, 0, 0, 0
0.0000032, -0.654432773590088, 2, 0, 0, 0
0.0000048, -0.786976039409637, 3, 0, 0, 0
0.0000064, -0.477708280086517, 4, 0, 0, 0
0.0000080, -0.300983816385269, 5, 0, 0, 0
0.0000096, -1.22878730297089, 6, 0, 0, 0
0.0000112, -1.49387383460999, 7, 0, 0, 0
0.0000128, -0.477708280086517, 8, 0, 0, 0
0.0000144, -0.168953135609627, 9, 0, 0, 0
0.0000160, 0.0524650737643242, 10, 0, 0, 0
0.0000176, 1.11281180381775, 11, 0, 0, 0
0.0000192, 0.0966461822390556, 12, 0, 0, 0
0.0000208, 0.00828395877033472, 13, 0, 0, 0
0.0000224, -0.0800782665610313, 14, 0, 0, 0
0.0000240, 0.0966461822390556, 15, 0, 0, 0
0.0000256, 0.405913978815079, 16, 0, 0, 0
0.0000272, 1.55462288856506, 17, 0, 0, 0
0.0000288, 0.405913978815079, 18, 0, 0, 0
0.0000304, -0.0358971506357193, 19, 0, 0, 0
0.0000320, 0.494276195764542, 20, 0, 0, 0
0.0000335, 0.317551761865616, 21, 0, 0, 0
0.0000352, 0.494276195764542, 22, 0, 0, 0
0.0000368, -0.610251605510712, 23, 0, 0, 0
0.0000384, 0.0966461822390556, 24, 0, 0, 0
0.0000400, -0.698613822460175, 25, 0, 0, 0
0.0000416, -0.786976039409637, 26, 0, 0, 0
0.0000432, -0.831157207489014, 27, 0, 0, 0
0.0000448, -0.0358971506357193, 28, 0, 0, 0
0.0000464, 0.936087310314178, 29, 0, 0, 0
0.0000480, 0.273370653390884, 30, 0, 0, 0
0.0000496, 0.361732870340347, 31, 0, 0, 0
0.0000512, 0.0966461822390556, 32, 0, 0, 0
0.0000528, -1.32115817070007, 33, 0, 0, 0
0.0000544, -0.698613822460175, 34, 0, 0, 0
