Meter S/N:, REV_FB_2
Sensor, Thermo, Single, DB25 TB, PM-Pro 150HD
Date, 9/21/2018 3:14:46 PM
Units, W
Timestamp, Measurement, Sequence, Flags, FlagsInterpreted, Period
0.0025600, 5.82271766662598, 2560, 0, 0, 0
0.0026110, 4.8413143157959, 2611, 0, 0, 0
0.0026620, 3.88046526908875, 2662, 0, 0, 0
0.0027130, 2.97931456565857, 2713, 0, 0, 0
0.0027640, 2.18278861045837, 2764, 0, 0, 0
0.0028160, 1.50688719749451, 2816, 0, 0, 0
0.0028670, 0.956638872623444, 2867, 0, 0, 0
0.0029180, 0.519907057285309, 2918, 0, 0, 0
0.0029690, 0.268220096826553, 2969, 0, 0, 0
0.0030200, 0.189426586031914, 3020, 0, 0, 0
0.0030720, 0.192005574703217, 3072, 0, 0, 0
0.0031230, 0.418890446424484, 3123, 0, 0, 0
0.0031740, 0.819616794586182, 3174, 0, 0, 0
0.0032250, 1.34993040561676, 3225, 0, 0, 0
0.0032760, 1.98216080665588, 3276, 0, 0, 0
0.0033280, 2.74320197105408, 3328, 0, 0, 0
0.0033790, 3.62939381599426, 3379, 0, 0, 0
0.0034300, 4.57596874237061, 3430, 0, 0, 0
0.0034810, 5.55090284347534, 3481, 0, 0, 0
0.0035320, 6.46557521820068, 3532, 0, 0, 0
0.0035840, 7.43369722366333, 3584, 0, 0, 0
0.0036350, 8.43160724639893, 3635, 1, TriggerDetected, 0
0.0036860, 9.35532855987549, 3686, 0, 0, 0
0.0037370, 10.2038059234619, 3737, 0, 0, 0
0.0037880, 10.987922668457, 3788, 0, 0, 0
0.0038400, 11.6301908493042, 3840, 0, 0, 0
0.0038910, 12.1448078155518, 3891, 0, 0, 0
0.0039420, 12.4984827041626, 3942, 0, 0, 0
0.0039930, 12.7282266616821, 3993, 0, 0, 0
0.0040440, 12.7774410247803, 4044, 0, 0, 0
0.0040960, 12.6492605209351, 4096, 0, 0, 0
0.0041470, 12.3863096237183, 4147, 0, 0, 0
0.0041980, 11.953387260437, 4198, 0, 0, 0
0.0042490, 11.3987245559692, 4249, 0, 0, 0
0.0043000, 10.6995325088501, 4300, 0, 0, 0
0.0043520, 9.87734127044678, 4352, 0, 0, 0
0.0044030, 9.00875377655029, 4403, 0, 0, 0
0.0044539, 8.0502815246582, 4454, 0, 0, 0
0.0045050, 7.04169940948486, 4505, 0, 0, 0
0.0045560, 6.02445650100708, 4556, 0, 0, 0
0.0046080, 5.03479719161987, 4608, 0, 0, 0
0.0046590, 4.06491613388062, 4659, 0, 0, 0
0.0047100, 3.15601778030396, 4710, 0, 0, 0
0.0047609, 2.33071112632751, 4761, 0, 0, 0
0.0048120, 1.62927746772766, 4812, 0, 0, 0
0.0048640, 1.0590215921402, 4864, 0, 0, 0
0.0049150, 0.596711218357086, 4915, 0, 0, 0
0.0049660, 0.303857564926147, 4966, 0, 0, 0
0.0050170, 0.19756118953228, 5017, 0, 0, 0
0.0050679, 0.185237154364586, 5068, 0, 0, 0
0.0051200, 0.350641071796417, 5120, 0, 0, 0
0.0051710, 0.729070246219635, 5171, 0, 0, 0
0.0052220, 1.23815703392029, 5222, 0, 0, 0
0.0052730, 1.83707177639008, 5273, 0, 0, 0
0.0053240, 2.58647203445435, 5324, 0, 0, 0
0.0053760, 3.44797778129578, 5376, 0, 0, 0
0.0054270, 4.37626504898071, 5427, 0, 0, 0
0.0054780, 5.35846996307373, 5478, 0, 0, 0
0.0055290, 6.28288650512695, 5529, 0, 0, 0
0.0055800, 7.23372507095337, 5580, 0, 0, 0
0.0056320, 8.24073600769043, 5632, 1, TriggerDetected, 0
0.0056830, 9.17836761474609, 5683, 0, 0, 0
0.0057340, 10.0365257263184, 5734, 0, 0, 0
0.0057850, 10.8432636260986, 5785, 0, 0, 0
0.0058360, 11.5119285583496, 5836, 0, 0, 0
0.0058880, 12.0487098693848, 5888, 0, 0, 0
0.0059390, 12.4428768157959, 5939, 0, 0, 0
0.0059900, 12.6913890838623, 5990, 0, 0, 0
0.0060410, 12.7791595458984, 6041, 0, 0, 0
0.0060920, 12.6950807571411, 6092, 0, 0, 0
0.0061440, 12.4475545883179, 6144, 0, 0, 0
0.0061950, 12.0579681396484, 6195, 0, 0, 0
0.0062460, 11.5215330123901, 6246, 0, 0, 0
0.0062970, 10.8534727096558, 6297, 0, 0, 0
0.0063480, 10.0448923110962, 6348, 0, 0, 0
0.0064000, 9.18766498565674, 6400, 0, 0, 0
0.0064510, 8.25139904022217, 6451, 0, 0, 0
0.0065020, 7.2433032989502, 6502, 0, 0, 0
0.0065530, 6.2266640663147, 6553, 0, 0, 0
