00.100, 0.00597014, 0
00.200, 0.000741088, 0
00.300, 0.000740508, 0
00.400, 0.000740291, 0
00.500, 0.000740058, 0
00.600, 0.000739884, 0
00.700, 0.000739896, 0
00.800, 0.000739809, 0
00.900, 0.000739797, 0
01.000, 0.000739791, 0
01.100, 0.000739716, 0
01.200, 0.000739685, 0
01.300, 0.000739629, 0
01.400, 0.000739784, 0
01.500, 0.00073979, 0
01.600, 0.000739715, 0
01.700, 0.000739694, 0
01.800, 0.000739712, 0
01.900, 0.000739633, 0
02.000, 0.000739667, 0
02.100, 0.000739712, 0
02.200, 0.00073962, 0
02.300, 0.000739635, 0
02.400, 0.000739595, 0
02.500, 0.00073958, 0
02.600, 0.0593675, 0
02.700, 0.0593659, 0
02.800, 0.0593647, 0
02.900, 0.059364, 0
03.000, 0.0593627, 0
03.100, 0.0593617, 0
03.200, 0.059361, 0
03.300, 0.0593609, 0
03.400, 0.0593588, 0
03.500, 0.0593592, 0
03.600, 0.0593586, 0
03.700, 0.0297907, 0
03.800, 0.00917644, 0
03.900, 0.00917473, 0
04.000, 0.00917367, 0
04.100, 0.00917309, 0
04.200, 0.00917259, 0
04.300, 0.00917197, 0
04.400, 0.00917152, 0
04.500, 0.00917122, 0
04.600, 0.00917083, 0
04.700, 0.00917069, 0
04.800, 0.00917053, 0
04.900, 0.00868058, 0
05.000, 0.00865514, 0
05.100, 0.00865159, 0
05.200, 0.00864932, 0
05.300, 0.00864788, 0
05.400, 0.00864678, 0
05.500, 0.00864587, 0
05.600, 0.0086454, 0
05.700, 0.00864488, 0
05.800, 0.00864485, 0
05.900, 0.00864432, 0
06.000, 0.00864367, 0
06.100, 0.00864324, 0
06.200, 0.000741584, 0
06.300, 0.000740743, 0
06.400, 0.00074037, 0
06.500, 0.000740157, 0
06.600, 0.000739877, 0
06.700, 0.000739961, 0
06.800, 0.000739939, 0
06.900, 0.000739758, 0
07.000, 0.000739664, 0
07.100, 0.000739644, 0
07.200, 0.000739668, 0
07.300, 0.000739606, 0
07.400, 0.000739526, 0
07.500, 0.000739632, 0
07.600, 0.000739485, 0
07.700, 0.000739523, 0
07.800, 0.000739629, 0
07.900, 0.000739585, 0
08.000, 0.000739537, 0
08.100, 0.000739467, 0
08.200, 0.000739522, 0
08.300, 0.000739542, 0
08.400, 0.000739515, 0
08.500, 0.000739511, 0
08.600, 0.000739549, 0
08.700, 0.0593653, 0
08.800, 0.0593644, 0
08.900, 0.0593651, 0
09.000, 0.0593644, 0
09.100, 0.059363, 0
09.200, 0.0593612, 0
09.300, 0.0593595, 0
09.400, 0.0593578, 0
09.500, 0.0593567, 0
09.600, 0.0593565, 0
09.700, 0.0591366, 0
09.800, 0.00917653, 0
09.900, 0.00917453, 0
10.000, 0.00917291, 0
10.100, 0.00917258, 0
10.200, 0.00917193, 0
10.300, 0.00917194, 0
10.400, 0.00917167, 0
10.500, 0.00917127, 0
10.600, 0.00917112, 0
10.700, 0.00917073, 0
10.800, 0.00917032, 0
10.900, 0.00909392, 0
11.000, 0.00865854, 0
11.100, 0.0086522, 0
11.200, 0.00864933, 0
11.300, 0.00864818, 0
11.400, 0.00864719, 0
11.500, 0.00864649, 0
11.600, 0.00864566, 0
11.700, 0.00864448, 0
11.800, 0.0086445, 0
11.900, 0.00864389, 0
12.000, 0.00864324, 0
